Frequency,Transmission
6012000000.0,-34.43651828832765
6012353535.353536,-34.285703190551374
6012707070.70707,-34.13489496692863
6013060606.060606,-33.98414512060077
6013414141.414142,-33.83350860142326
6013767676.767676,-33.683044005158116
6014121212.121212,-33.53282423487986
6014474747.474748,-33.38289679006212
6014828282.828282,-33.23334139200773
6015181818.181818,-33.084233418559485
6015535353.535354,-32.93565299970855
6015888888.888889,-32.78768525229418
6016242424.242424,-32.64042051616104
6016595959.59596,-32.49395458964134
6016949494.949495,-32.348388961828654
6017303030.30303,-32.203831038641724
6017656565.656566,-32.06039435919169
6018010101.010101,-31.918198798431412
6018363636.363636,-31.777370751486067
6018717171.717172,-31.638043294479587
6019070707.070707,-31.50035631605953
6019424242.424242,-31.364456613199422
6019777777.777778,-31.230497944269487
6020131313.131313,-31.09864103180729
6020484848.484848,-30.969053506914975
6020838383.838384,-30.841909786823194
6021191919.191919,-30.717390876897063
6021545454.545455,-30.595684088261343
6021898989.89899,-30.476982662362786
6022252525.252525,-30.361485294171217
6022606060.606061,-30.249395546432623
6022959595.959596,-30.140921148431644
6023313131.313131,-30.036273174173935
6023666666.666667,-29.935665096760083
6024020202.020202,-29.83931171800557
6024373737.373737,-29.747427975086268
6024727272.727273,-29.66022762910319
6025080808.080808,-29.577921843913252
6025434343.434343,-29.500717667305295
6025787878.787879,-29.42881643047584
6026141414.141414,-29.362412085644884
6026494949.494949,-29.30168950539641
6026848484.848485,-29.246822770732102
6027202020.202021,-29.197973477696515
6027555555.555555,-29.155289094593243
6027909090.909091,-29.118901403062935
6028262626.262627,-29.088925056507804
6028616161.616161,-29.06545628840024
6028969696.969697,-29.048571800872047
6029323232.323233,-29.038327860643776
6029676767.676767,-29.034759624908666
6030030303.030303,-29.03791615566486
6030383838.383839,-29.047683044592915
6030737373.737373,-29.064136919780964
6031090909.090909,-29.087191387064614
6031444444.444445,-29.116774841634452
6031797979.797979,-29.15279586754467
6032151515.151515,-29.19514429295524
6032505050.505051,-29.243692433952603
6032858585.858586,-29.298296497404515
6033212121.212121,-29.35879811080204
6033565656.565657,-29.425025945751862
6033919191.919192,-29.49679740165778
6034272727.272727,-29.57392031709938
6034626262.626263,-29.656194678319878
6034979797.979798,-29.743414296917877
6035333333.333333,-29.835368432113626
6035686868.686869,-29.931843336615927
6036040404.040404,-30.03262370898038
6036393939.393939,-30.137494039254477
6036747474.747475,-30.246239838481834
6037101010.10101,-30.358648746186027
6037454545.454545,-30.474511513186748
6037808080.808081,-30.59362285993216
6038161616.161616,-30.715782212949406
6038515151.515152,-30.840794324012116
6038868686.868687,-30.968469778178154
6039222222.222222,-31.098625398026968
6039575757.575758,-31.231084552218945
6039929292.929293,-31.365677376991385
6040282828.282828,-31.502240919398467
6040636363.636364,-31.640619211072675
6040989898.989899,-31.780663281079114
6041343434.343434,-31.922231116062093
6041696969.69697,-32.06518757541414
6042050505.050505,-32.20940426866436
6042404040.40404,-32.35475940168339
6042757575.757576,-32.501137597691
6043111111.111111,-32.64842969844882
6043464646.464646,-32.7965325504086
6043818181.818182,-32.94534878000842
6044171717.171718,-33.09478656177501
6044525252.525252,-33.24475938236766
6044878787.878788,-33.395177393264824
6045232323.232324,-33.54598218153939
6045585858.585858,-33.69709176724038
6045939393.939394,-33.84843855888732
6046292929.29293,-33.99995911244208
6046646464.646464,-34.1515939146917
6047000000.0,-34.30328717258094
