Frequency,Transmission
6012000000.0,-27.94877628061596
6012353535.353536,-27.758829722340202
6012707070.70707,-27.56654385341409
6013060606.060606,-27.37184505589874
6013414141.414142,-27.1746567795322
6013767676.767676,-26.974899494631103
6014121212.121212,-26.77249066334933
6014474747.474748,-26.56734473450487
6014828282.828282,-26.359373168329554
6015181818.181818,-26.148484498918414
6015535353.535354,-25.934584443868417
6015888888.888889,-25.71757607266342
6016242424.242424,-25.49736004791616
6016595959.59596,-25.273834956645096
6016949494.949495,-25.04689775253034
6017303030.30303,-24.816444334630468
6017656565.656566,-24.582370293596554
6018010101.010101,-24.344571863138732
6018363636.363636,-24.102947122621735
6018717171.717172,-23.857397506514857
6019070707.070707,-23.607829688264246
6019424242.424242,-23.35415792033519
6019777777.777778,-23.096306929111222
6020131313.131313,-22.834215483346107
6020484848.484848,-22.567840778252503
6020838383.838384,-22.297163804311715
6021191919.191919,-22.022195900367983
6021545454.545455,-21.74298672397663
6021898989.89899,-21.459633907058123
6022252525.252525,-21.172294699022643
6022606060.606061,-20.88119992831379
6022959595.959596,-20.586670629417867
6023313131.313131,-20.28913767458729
6023666666.666667,-19.98916470088603
6024020202.020202,-19.687474509518545
6024373737.373737,-25.0
6024727272.727273,-19.082811572047163
6025080808.080808,-25.0
6025434343.434343,-18.48531640821335
6025787878.787879,-18.19367972991293
6026141414.141414,-17.90981320592647
6026494949.494949,-25.0
6026848484.848485,-17.37665725102509
6027202020.202021,-17.133871348501838
6027555555.555555,-16.911761109027353
6027909090.909091,-16.714150319200765
6028262626.262627,-16.54485448686286
6028616161.616161,-16.407484156188836
6028969696.969697,-16.305221901086874
6029323232.323233,-16.24059629791565
6029676767.676767,-16.215282823030464
6030030303.030303,-16.229962454196418
6030383838.383839,-16.28426204444354
6030737373.737373,-16.376787128267875
6031090909.090909,-16.505241258789013
6031444444.444445,-16.666611171639186
6031797979.797979,-16.85738816984435
6032151515.151515,-17.0737948186476
6032505050.505051,-17.31199126216762
6032858585.858586,-17.568244388083336
6033212121.212121,-25.0
6033565656.565657,-25.0
6033919191.919192,-18.4119314272846
6034272727.272727,-25.0
6034626262.626263,-19.009422894236394
6034979797.979798,-19.312323914878693
6035333333.333333,-25.0
6035686868.686869,-19.91903527651544
6036040404.040404,-20.220665952742838
6036393939.393939,-25.0
6036747474.747475,-20.816569437015207
6037101010.10101,-21.109766807987715
6037454545.454545,-21.399287332653735
6037808080.808081,-21.684875287627328
6038161616.161616,-21.966353138013833
6038515151.515152,-22.24360682781385
6038868686.868687,-22.51657348999578
6039222222.222222,-22.78523123883491
6039575757.575758,-23.049590733048284
6039929292.929293,-23.309688231401616
6040282828.282828,-23.565579897563993
6040636363.636364,-23.817337145075648
6040989898.989899,-24.0650428447427
6041343434.343434,-24.308788244789923
6041696969.69697,-24.548670478552033
6042050505.050505,-24.784790555482438
6042404040.40404,-25.017251749033804
6042757575.757576,-25.246158309926336
6043111111.111111,-25.47161444583451
6043464646.464646,-25.693723518895226
6043818181.818182,-25.912587421047107
6044171717.171718,-26.128306094337972
6044525252.525252,-26.340977169178423
6044878787.878788,-26.550695698364606
6045232323.232324,-26.757553968648622
6045585858.585858,-26.96164137492103
6045939393.939394,-27.163044344738736
6046292929.29293,-27.36184630313859
6046646464.646464,-27.558127669505787
6047000000.0,-27.751965879742507
