Frequency,Transmission
6012000000.0,-29.860313069548923
6012353535.353536,-29.685600795512066
6012707070.70707,-29.509597978247697
6013060606.060606,-29.332299324736745
6013414141.414142,-29.15370153154874
6013767676.767676,-28.97380361690415
6014121212.121212,-28.79260729694559
6014474747.474748,-28.610117411571856
6014828282.828282,-28.42634240573443
6015181818.181818,-28.24129487270141
6015535353.535354,-28.054992166411814
6015888888.888889,-27.86745709066122
6016242424.242424,-27.678718673508087
6016595959.59596,-27.488813035882053
6016949494.949495,-27.297784363939215
6017303030.30303,-27.10568599514213
6017656565.656566,-26.912581628351333
6018010101.010101,-26.718546668280347
6018363636.363636,-26.523669714393733
6018717171.717172,-26.328054203639127
6019070707.070707,-26.13182021510999
6019424242.424242,-25.935106442652454
6019777777.777778,-25.738072338380228
6020131313.131313,-25.540900425745647
6020484848.484848,-25.343798774934193
6020838383.838384,-25.147003625615717
6021191919.191919,-24.950782132103143
6021545454.545455,-24.755435193381167
6021898989.89899,-24.56130031500315
6022252525.252525,-24.368754431207634
6022606060.606061,-24.178216593762507
6022959595.959596,-23.990150409113888
6023313131.313131,-23.805066078013994
6023666666.666667,-23.62352186294364
6024020202.020202,-23.446124780066242
6024373737.373737,-23.27353028673609
6024727272.727273,-23.106440716141748
6025080808.080808,-22.94560220185803
6025434343.434343,-22.79179984205915
6025787878.787879,-22.645850881367437
6026141414.141414,-22.508595743005756
6026494949.494949,-22.38088682912307
6026848484.848485,-22.263575124411453
6027202020.202021,-22.157494785266543
6027555555.555555,-22.063446066717425
6027909090.909091,-21.982177119466
6028262626.262627,-21.914365361679145
6028616161.616161,-21.86059927276526
6028969696.969697,-21.821361546317206
6029323232.323233,-21.79701455650759
6029676767.676767,-21.787789023354843
6030030303.030303,-21.79377660505837
6030383838.383839,-21.814926910398654
6030737373.737373,-21.851049133773493
6031090909.090909,-21.901818201789794
6031444444.444445,-21.966785019449276
6031797979.797979,-22.045390149657777
6032151515.151515,-22.13698007794659
6032505050.505051,-22.240825119116188
6032858585.858586,-22.356138015265593
6033212121.212121,-22.482092345028953
6033565656.565657,-22.61783999328827
6033919191.919192,-22.762527096561314
6034272727.272727,-22.915308059177264
6034626262.626263,-23.075357409863813
6034979797.979798,-23.24187942320556
6035333333.333333,-23.41411555691981
6035686868.686869,-23.59134985048972
6036040404.040404,-23.772912494039616
6036393939.393939,-23.958181811858772
6036747474.747475,-24.146584917616984
6037101010.10101,-24.337597293600815
6037454545.454545,-24.530741529514593
6037808080.808081,-24.72558543209952
6038161616.161616,-24.92173968879024
6038515151.515152,-25.11885523965732
6038868686.868687,-25.31662048388683
6039222222.222222,-25.514758421336175
6039575757.575758,-25.713023806900765
6039929292.929293,-25.911200375863153
6040282828.282828,-26.10909818199007
6040636363.636364,-26.30655107674481
6040989898.989899,-26.50341434728722
6041343434.343434,-26.699562522551147
6041696969.69697,-26.894887350304558
6042050505.050505,-27.089295943371845
6042404040.40404,-27.28270908978058
6042757575.757576,-27.475059719257423
6043111111.111111,-27.666291517010308
6043464646.464646,-27.856357674860106
6043818181.818182,-28.045219769409513
6044171717.171718,-28.232846756932076
6044525252.525252,-28.419214074881836
6044878787.878788,-28.604302840349803
6045232323.232324,-28.78809913630453
6045585858.585858,-28.970593377064887
6045939393.939394,-29.151779745065006
6046292929.29293,-29.331655691605512
6046646464.646464,-29.51022149492136
6047000000.0,-29.687479869483873
