Frequency,Transmission
6012000000.0,-33.92586368322369
6012353535.353536,-33.77327118686389
6012707070.70707,-33.62061067734252
6013060606.060606,-33.46791391543001
6013414141.414142,-33.31524137536586
6013767676.767676,-33.16264925689765
6014121212.121212,-33.01019771842424
6014474747.474748,-32.85795111803325
6014828282.828282,-32.705978264234915
6015181818.181818,-32.55435267570077
6015535353.535354,-32.403152849049036
6015888888.888889,-32.252462533396354
6016242424.242424,-32.10237101005045
6016595959.59596,-31.952973375296445
6016949494.949495,-31.804370823774804
6017303030.30303,-31.656670929411717
6017656565.656566,-31.509987920293348
6018010101.010101,-31.364442943236774
6018363636.363636,-31.220164313107645
6018717171.717172,-31.07728774120487
6019070707.070707,-30.935956536253677
6019424242.424242,-30.79632177073428
6019777777.777778,-30.65854240447497
6020131313.131313,-30.522785356647873
6020484848.484848,-30.389225516555
6020838383.838384,-30.25804568295034
6021191919.191919,-30.12943642112291
6021545454.545455,-30.003595826620057
6021898989.89899,-29.880729184407784
6022252525.252525,-29.76104851246445
6022606060.606061,-29.64477197938932
6022959595.959596,-29.532123186604707
6023313131.313131,-29.423330307237393
6023666666.666667,-29.318625075802032
6024020202.020202,-29.218241625411274
6024373737.373737,-29.122415172440228
6024727272.727273,-29.031380552334113
6025080808.080808,-28.945370614519554
6025434343.434343,-28.864614489092666
6025787878.787879,-28.789335742954137
6026141414.141414,-28.71975044817239
6026494949.494949,-28.656065190382137
6026848484.848485,-28.598475049701293
6027202020.202021,-28.547161590710274
6027555555.555555,-28.50229090122722
6027909090.909091,-28.46401172165035
6028262626.262627,-28.43245370732174
6028616161.616161,-28.40772586551082
6028969696.969697,-28.389915206147826
6029323232.323233,-28.37908564134046
6029676767.676767,-28.375277163084938
6030030303.030303,-28.378505321633874
6030383838.383839,-28.38876101898674
6030737373.737373,-28.406010623288786
6031090909.090909,-28.43019640096771
6031444444.444445,-28.461237254630525
6031797979.797979,-28.499029746508107
6032151515.151515,-28.5434493799428
6032505050.505051,-28.59435210537631
6032858585.858586,-28.65157601274037
6033212121.212121,-28.714943169195124
6033565656.565657,-28.784261559841482
6033919191.919192,-28.859327089272988
6034272727.272727,-28.939925603501813
6034626262.626263,-29.02583489466273
6034979797.979798,-29.11682665473301
6035333333.333333,-29.212668349038573
6035686868.686869,-29.313124985257588
6036040404.040404,-29.41796075874494
6036393939.393939,-29.526940560062286
6036747474.747475,-29.639831335399755
6037101010.10101,-29.756403294990882
6037454545.454545,-29.876430968552363
6037808080.808081,-29.999694110138364
6038161616.161616,-30.12597845758109
6038515151.515152,-30.25507635390256
6038868686.868687,-30.38678723972442
6039222222.222222,-30.520918026858908
6039575757.575758,-30.65728336395179
6039929292.929293,-30.795705805371483
6040282828.282828,-30.936015894517148
6040636363.636364,-31.078052172447308
6040989898.989899,-31.221661122269282
6041343434.343434,-31.366697059101647
6041696969.69697,-31.51302197470283
6042050505.050505,-31.660505345090428
6042404040.40404,-31.8090239086592
6042757575.757576,-31.95846142149758
6043111111.111111,-32.108708395825964
6043464646.464646,-32.25966182671563
6043818181.818182,-32.4112249115403
6044171717.171718,-32.563306765968164
6044525252.525252,-32.715822139690246
6044878787.878788,-32.86869113455188
6045232323.232324,-33.021838927259665
6045585858.585858,-33.17519549842374
6045939393.939394,-33.32868618631732
6046292929.29293,-33.48226974038187
6046646464.646464,-33.635878000751404
6047000000.0,-33.789457659676955
