Frequency,Transmission
6012000000.0,-30.864977787895754
6012353535.353536,-30.697202025215432
6012707070.70707,-30.528550700670593
6013060606.060606,-30.359040418686135
6013414141.414142,-30.188690787479977
6013767676.767676,-30.017524764163085
6014121212.121212,-29.84556903575927
6014474747.474748,-29.67285443933035
6014828282.828282,-29.49941642452775
6015181818.181818,-29.325295562021672
6015535353.535354,-29.150538101331477
6015888888.888889,-28.975196581579233
6016242424.242424,-28.79933049863274
6016595959.59596,-28.623007031911996
6016949494.949495,-28.446301833827043
6017303030.30303,-28.26929988430374
6017656565.656566,-28.0920964121523
6018010101.010101,-27.9147978840482
6018363636.363636,-27.737523060567987
6018717171.717172,-27.560404117027673
6019070707.070707,-27.3835878246978
6019424242.424242,-27.20723678524233
6019777777.777778,-27.031530707908054
6020131313.131313,-26.856667714965653
6020484848.484848,-26.68286565610837
6020838383.838384,-26.510363406944116
6021191919.191919,-26.33942212031978
6021545454.545455,-26.170326392028905
6021898989.89899,-26.003385294619953
6022252525.252525,-25.838933224675074
6022606060.606061,-25.677330500429008
6022959595.959596,-25.518963638332963
6023313131.313131,-25.364245229797177
6023666666.666667,-25.213613333598516
6024020202.020202,-25.067530296260855
6024373737.373737,-24.926480913227266
6024727272.727273,-24.790969848991438
6025080808.080808,-24.661518245729148
6025434343.434343,-24.538659468459286
6025787878.787879,-24.422933961094678
6026141414.141414,-24.31488322217981
6026494949.494949,-24.21504295122999
6026848484.848485,-24.12393546499613
6027202020.202021,-24.042061535298956
6027555555.555555,-23.969891852894193
6027909090.909091,-23.907858370775365
6028262626.262627,-23.85634582050642
6028616161.616161,-23.815683721590972
6028969696.969697,-23.786139212138345
6029323232.323233,-23.76791101601266
6029676767.676767,-23.761124826005627
6030030303.030303,-23.76583032543273
6030383838.383839,-23.781999995410516
6030737373.737373,-23.80952976761519
6031090909.090909,-23.848241489777863
6031444444.444445,-23.897887081415412
6031797979.797979,-23.958154177859427
6032151515.151515,-24.028672997733494
6032505050.505051,-24.109024126834193
6032858585.858586,-24.198746891692878
6033212121.212121,-24.29734799831482
6033565656.565657,-24.404310133084536
6033919191.919192,-24.51910025945554
6034272727.272727,-24.641177390947206
6034626262.626263,-24.769999673122044
6034979797.979798,-24.905030660086055
6035333333.333333,-25.045744720923388
6035686868.686869,-25.19163155561749
6036040404.040404,-25.342199836794705
6036393939.393939,-25.49698002235899
6036747474.747475,-25.65552640480505
6037101010.10101,-25.817418476368424
6037454545.454545,-25.98226169618819
6037808080.808081,-26.1496877474489
6038161616.161616,-26.31935437026175
6038515151.515152,-26.490944850965192
6038868686.868687,-26.66416724152011
6039222222.222222,-26.83875337462296
6039575757.575758,-27.014457731659824
6039929292.929293,-27.191056212216303
6040282828.282828,-27.368344845828496
6040636363.636364,-27.546138479272223
6040989898.989899,-27.724269466068904
6041343434.343434,-27.90258637905086
6041696969.69697,-28.08095276181389
6042050505.050505,-28.25924593065607
6042404040.40404,-28.437355835059122
6042757575.757576,-28.615183981880094
6043111111.111111,-28.792642426109843
6043464646.464646,-28.96965282920433
6043818181.818182,-29.146145584572032
6044171717.171718,-29.322059008738222
6044525252.525252,-29.49733859590127
6044878787.878788,-29.671936333054546
6045232323.232324,-29.845810072467494
6045585858.585858,-30.018922958118765
6045939393.939394,-30.19124290256034
6046292929.29293,-30.36274211068084
6046646464.646464,-30.533396646905118
6047000000.0,-30.70318604245997
