Frequency,Transmission
6012000000.0,-34.94664641637666
6012353535.353536,-34.797431099845284
6012707070.70707,-34.64829693082932
6013060606.060606,-34.49929753465362
6013414141.414142,-34.350489920555276
6013767676.767676,-34.20193466093096
6014121212.121212,-34.0536960762587
6014474747.474748,-33.905842425137955
6014828282.828282,-33.758446098103015
6015181818.181818,-33.61158381491953
6015535353.535354,-33.4653483041988
6015888888.888889,-33.319804675447465
6016242424.242424,-33.175053596659005
6016595959.59596,-33.03119115022965
6016949494.949495,-32.888318734288625
6017303030.30303,-32.74654324260658
6017656565.656566,-32.60597723224167
6018010101.010101,-32.46673907517139
6018363636.363636,-32.32895308968363
6018717171.717172,-32.192749646836496
6019070707.070707,-32.05826524681911
6019424242.424242,-31.925642559572907
6019777777.777778,-31.795030423607784
6020131313.131313,-31.666583796561618
6020484848.484848,-31.54046365072748
6020838383.838384,-31.416836806567275
6021191919.191919,-31.29587569714188
6021545454.545455,-31.1777580564503
6021898989.89899,-31.062666524947424
6022252525.252525,-30.950788165991924
6022606060.606061,-30.842313887735678
6022959595.959596,-30.737437765992738
6023313131.313131,-30.636356264982744
6023666666.666667,-30.53926735451352
6024020202.020202,-30.44636952415629
6024373737.373737,-30.35786069728215
6024727272.727273,-30.273937050416386
6025080808.080808,-30.194791746180414
6025434343.434343,-30.120613591077515
6025787878.787879,-30.051585632424633
6026141414.141414,-29.98788371173066
6026494949.494949,-29.929674994659727
6026848484.848485,-29.877116500238813
6027202020.202021,-29.830353654034198
6027555555.555555,-29.789518891504635
6027909090.909091,-29.754730338496145
6028262626.262627,-29.726090595791092
6028616161.616161,-29.703685653677574
6028969696.969697,-29.68758396065369
6029323232.323233,-29.677835667629125
6029676767.676767,-29.674472065408096
6030030303.030303,-29.677530818888734
6030383838.383839,-29.686927877065905
6030737373.737373,-29.70271345098773
6031090909.090909,-29.72481640993653
6031444444.444445,-29.753172736500247
6031797979.797979,-29.787700639700468
6032151515.151515,-29.828301439138826
6032505050.505051,-29.874860609817347
6032858585.858586,-29.92724896422726
6033212121.212121,-29.98532394617498
6033565656.565657,-30.048931009607827
6033919191.919192,-30.117905055387844
6034272727.272727,-30.19207189949818
6034626262.626263,-30.27124974744332
6034979797.979798,-30.35525065151306
6035333333.333333,-30.44388192999139
6035686868.686869,-30.536947530142555
6036040404.040404,-30.634249319774355
6036393939.393939,-30.735588295233
6036747474.747475,-30.840765696689076
6037101010.10101,-30.94958402444903
6037454545.454545,-31.061847952699026
6037808080.808081,-31.177365139475206
6038161616.161616,-31.29594693374547
6038515151.515152,-31.417408982263495
6038868686.868687,-31.541571740288532
6039222222.222222,-31.668260891400386
6039575757.575758,-31.797307682463376
6039929292.929293,-31.928549180369465
6040282828.282828,-32.06182845751062
6040636363.636364,-32.196994713055204
6040989898.989899,-32.333903337068925
6041343434.343434,-32.47241592433003
6041696969.69697,-32.61240024440038
6042050505.050505,-32.75373017415606
6042404040.40404,-32.89628559854932
6042757575.757576,-33.03995228491564
6043111111.111111,-33.18462173567649
6043464646.464646,-33.33018232745067
6043818181.818182,-33.47655524537561
6044171717.171718,-33.62363795115922
6044525252.525252,-33.77134314787233
6044878787.878788,-33.91958834808356
6045232323.232324,-34.0682956730049
6045585858.585858,-34.21739165109041
6045939393.939394,-34.366807018883485
6046292929.29293,-34.51647652419301
6046646464.646464,-34.66633873346672
6047000000.0,-34.81633584400795
