Frequency,Transmission
6012000000.0,-31.881930253440423
6012353535.353536,-31.72015517363767
6012707070.70707,-31.55783733585683
6013060606.060606,-31.395008504027082
6013414141.414142,-31.23170388442115
6013767676.767676,-31.067962438730746
6014121212.121212,-30.903827222989108
6014474747.474748,-30.73934575381685
6014828282.828282,-30.57457040337964
6015181818.181818,-30.409558824332372
6015535353.535354,-30.244374405840055
6015888888.888889,-30.079086761494302
6016242424.242424,-29.913772249613388
6016595959.59596,-29.74851452594936
6016949494.949495,-29.583405128261646
6017303030.30303,-29.418544091480015
6017656565.656566,-29.254040591303053
6018010101.010101,-29.090013612999222
6018363636.363636,-28.926592640871824
6018717171.717172,-28.763918362331097
6019070707.070707,-28.602143378730304
6019424242.424242,-28.441432913053134
6019777777.777778,-28.28196550221572
6020131313.131313,-28.123933659136632
6020484848.484848,-27.967544486851956
6020838383.838384,-27.813020223885772
6021191919.191919,-27.660598696859637
6021545454.545455,-27.51053365303686
6021898989.89899,-27.363094942322434
6022252525.252525,-27.21856851530329
6022606060.606061,-27.07725620148979
6022959595.959596,-26.939475230231665
6023313131.313131,-26.805557456193554
6023666666.666667,-26.675848252097857
6024020202.020202,-26.55070503404219
6024373737.373737,-26.430495389460873
6024727272.727273,-26.315594785007633
6025080808.080808,-26.20638384152207
6025434343.434343,-26.10324517592897
6025787878.787879,-26.006559825289322
6026141414.141414,-25.916703285958093
6026494949.494949,-25.834041220337916
6026848484.848485,-25.758924904146227
6027202020.202021,-25.691686507289255
6027555555.555555,-25.6326343200014
6027909090.909091,-25.582048051320662
6028262626.262627,-25.540174337733596
6028616161.616161,-25.507222604540054
6028969696.969697,-25.483361420121277
6029323232.323233,-25.46871547324279
6029676767.676767,-25.463363285803915
6030030303.030303,-25.467335748735252
6030383838.383839,-25.48061553835251
6030737373.737373,-25.503137436275992
6031090909.090909,-25.534789540269664
6031444444.444445,-25.57541531844911
6031797979.797979,-25.624816427582672
6032151515.151515,-25.682756189660523
6032505050.505051,-25.748963601028315
6032858585.858586,-25.82313773604939
6033212121.212121,-25.90495240265875
6033565656.565657,-25.994060909903027
6033919191.919192,-26.090100816668304
6034272727.272727,-26.192698545007026
6034626262.626263,-26.301473759263544
6034979797.979798,-26.41604343205151
6035333333.333333,-26.53602553863304
6035686868.686869,-26.66104234113839
6036040404.040404,-26.79072324240694
6036393939.393939,-26.924707205354032
6036747474.747475,-27.06264474724891
6037101010.10101,-27.204199528999354
6037454545.454545,-27.349049567529427
6037808080.808081,-27.496888104772708
6038161616.161616,-27.647424170007753
6038515151.515152,-27.800382873584553
6038868686.868687,-27.95550546986017
6039222222.222222,-28.11254922578076
6039575757.575758,-28.271287129295423
6039929292.929293,-28.431507468995726
6040282828.282828,-28.593013313231893
6040636363.636364,-28.755621913689332
6040989898.989899,-28.919164055168764
6041343434.343434,-29.083483370171145
6041696969.69697,-29.248435633955893
6042050505.050505,-29.413888053065207
6042404040.40404,-29.579718557877875
6042757575.757576,-29.74581510761662
6043111111.111111,-29.912075014380292
6043464646.464646,-30.07840429115624
6043818181.818182,-30.244717027407255
6044171717.171718,-30.410934794700147
6044525252.525252,-30.576986083884243
6044878787.878788,-30.742805774572886
6045232323.232324,-30.90833463705102
6045585858.585858,-31.073518866261352
6045939393.939394,-31.23830964713268
6046292929.29293,-31.402662750231336
6046646464.646464,-31.566538156523045
6047000000.0,-31.729899709879028
