Frequency,Transmission
6012000000.0,-26.076238585820384
6012353535.353536,-25.8780404990178
6012707070.70707,-25.67660364211458
6013060606.060606,-25.47178375673954
6013414141.414142,-25.26342689160007
6013767676.767676,-25.051368551635584
6014121212.121212,-24.83543275253517
6014474747.474748,-24.61543096767076
6014828282.828282,-24.391160952362142
6015181818.181818,-24.162405427880067
6015535353.535354,-23.928930604574376
6015888888.888889,-23.690484519869727
6016242424.242424,-23.446795162518313
6016595959.59596,-23.19756834918165
6016949494.949495,-22.94248531298085
6017303030.30303,-22.68119995574027
6017656565.656566,-22.413335705964663
6018010101.010101,-22.13848191259381
6018363636.363636,-21.85618968964161
6018717171.717172,-21.565967108180576
6019070707.070707,-21.267273608632358
6019424242.424242,-20.959513476507674
6019777777.777778,-20.642028186709936
6020131313.131313,-20.314087372552606
6020484848.484848,-19.97487811208934
6020838383.838384,-19.62349214122804
6021191919.191919,-19.258910493258444
6021545454.545455,-18.87998491781799
6021898989.89899,-18.48541523465947
6022252525.252525,-18.073721507802816
6022606060.606061,-17.643209552995454
6022959595.959596,-17.1919277694387
6023313131.313131,-16.717612545043472
6023666666.666667,-16.217618413347097
6024020202.020202,-15.688827566067612
6024373737.373737,-15.12753096700473
6024727272.727273,-14.529269704163642
6025080808.080808,-13.888619563110225
6025434343.434343,-13.198892712363026
6025787878.787879,-12.45171533637491
6026141414.141414,-11.636414291487824
6026494949.494949,-10.739100125537618
6026848484.848485,-9.74124915252887
6027202020.202021,-8.617423109949385
6027555555.555555,-7.331429791853225
6027909090.909091,-5.82950684871868
6028262626.262627,-4.027494933975454
6028616161.616161,-1.7854770660166803
6028969696.969697,1.139966985252995
6029323232.323233,-25.0
6029676767.676767,-25.0
6030030303.030303,-25.0
6030383838.383839,2.182221654493758
6030737373.737373,-1.0128715239258241
6031090909.090909,-3.4254624610392206
6031444444.444445,-5.339919677910705
6031797979.797979,-6.920532747407307
6032151515.151515,-8.26441799924137
6032505050.505051,-9.432557816929872
6032858585.858586,-10.465417034349123
6033212121.212121,-11.39110297298788
6033565656.565657,-12.229885028614824
6033919191.919192,-12.996839417547914
6034272727.272727,-13.70347282552082
6034626262.626263,-14.35876101405864
6034979797.979798,-14.96983701638753
6035333333.333333,-15.542461207386292
6035686868.686869,-16.08135096087136
6036040404.040404,-16.590417229042075
6036393939.393939,-17.072937808464417
6036747474.747475,-17.53168654344583
6037101010.10101,-17.969031233828648
6037454545.454545,-18.38700890614977
6037808080.808081,-18.787384440350813
6038161616.161616,-19.1716967749135
6038515151.515152,-19.541295715958825
6038868686.868687,-19.89737155078549
6039222222.222222,-20.24097908846725
6039575757.575758,-20.57305733917343
6039929292.929293,-20.89444574763736
6040282828.282828,-25.0
6040636363.636364,-21.508091701809455
6040989898.989899,-21.801641071015496
6041343434.343434,-22.087101768639783
6041696969.69697,-22.364979334822117
6042050505.050505,-22.635734714169516
6042404040.40404,-22.89978927885288
6042757575.757576,-23.157529164334967
6043111111.111111,-25.0
6043464646.464646,-23.655455318135196
6043818181.818182,-23.896269134729437
6044171717.171718,-24.13202873091248
6044525252.525252,-24.36299171835813
6044878787.878788,-24.589397011734874
6045232323.232324,-24.811466550366582
6045585858.585858,-25.029406826835547
6045939393.939394,-25.243410247970864
6046292929.29293,-25.453656349834958
6046646464.646464,-25.660312885150788
6047000000.0,-25.86353679893537
