Frequency,Transmission
6012000000.0,-25.834191644601816
6012353535.353536,-25.63865411898515
6012707070.70707,-25.439959004670108
6013060606.060606,-25.237969377384076
6013414141.414142,-25.03253947226279
6013767676.767676,-24.823513947113945
6014121212.121212,-24.610727069009414
6014474747.474748,-24.394001814563772
6014828282.828282,-24.17314887282228
6015181818.181818,-23.947965538039774
6015535353.535354,-23.718234477694814
6015888888.888889,-23.48372235879478
6016242424.242424,-23.244178312879953
6016595959.59596,-22.99933221697603
6016949494.949495,-22.748892764057622
6017303030.30303,-22.492545292185888
6017656565.656566,-22.229949336322655
6018010101.010101,-21.960735860690935
6018363636.363636,-21.68450412226276
6018717171.717172,-21.40081810735719
6019070707.070707,-21.109202473124636
6019424242.424242,-20.809137913617036
6019777777.777778,-20.50005585596867
6020131313.131313,-20.181332375570882
6020484848.484848,-19.852281199943103
6020838383.838384,-19.51214564902393
6021191919.191919,-19.160089335369015
6021545454.545455,-18.795185421903327
6021898989.89899,-18.416404209783046
6022252525.252525,-18.02259880875241
6022606060.606061,-17.612488635527402
6022959595.959596,-17.184640507466426
6023313131.313131,-16.73744717731409
6023666666.666667,-16.26910334100576
6024020202.020202,-15.777579536760467
6024373737.373737,-15.260595107982521
6024727272.727273,-14.715592831713398
6025080808.080808,-14.139720483639895
6025434343.434343,-13.529829568120078
6025787878.787879,-12.882510641910091
6026141414.141414,-12.194201753467475
6026494949.494949,-11.461438265612962
6026848484.848485,-10.681370890350422
6027202020.202021,-9.8527844269531
6027555555.555555,-8.978029743652293
6027909090.909091,-8.06654593963146
6028262626.262627,-7.140876850053271
6028616161.616161,-6.2456575568617225
6028969696.969697,-5.457156886860782
6029323232.323233,-4.883188730095947
6029676767.676767,-4.635468741855995
6030030303.030303,-4.7730124708674175
6030383838.383839,-5.262351891262673
6030737373.737373,-6.0008799033346385
6031090909.090909,-6.875135592875424
6031444444.444445,-7.798679873653569
6031797979.797979,-8.718415522708778
6032151515.151515,-9.606346814853616
6032505050.505051,-10.44993707027357
6032858585.858586,-11.245208543224855
6033212121.212121,-11.992583075416064
6033565656.565657,-12.694565691902717
6033919191.919192,-13.354510336919908
6034272727.272727,-13.975985020599595
6034626262.626263,-14.562459841314812
6034979797.979798,-15.117165995867037
6035333333.333333,-15.64304379241344
6035686868.686869,-16.14273573986907
6036040404.040404,-16.61860130121342
6036393939.393939,-17.072740936974622
6036747474.747475,-17.50702301163485
6037101010.10101,-17.923110339434608
6037454545.454545,-18.322484865508525
6037808080.808081,-18.7064698906594
6038161616.161616,-19.076249720553847
6038515151.515152,-19.432886853094175
6038868686.868687,-19.777336921185995
6039222222.222222,-20.110461642920193
6039575757.575758,-20.433040030649114
6039929292.929293,-20.745778093240837
6040282828.282828,-21.049317241292258
6040636363.636364,-21.344241579483977
6040989898.989899,-21.631084245177057
6041343434.343434,-21.910332929771762
6041696969.69697,-22.182434699300273
6042050505.050505,-22.4478002133798
6042404040.40404,-25.0
6042757575.757576,-22.959804844979708
6043111111.111111,-23.20711439515452
6043464646.464646,-25.0
6043818181.818182,-23.685839643417943
6044171717.171718,-23.917787733444662
6044525252.525252,-24.145116514456873
6044878787.878788,-24.368047836702516
6045232323.232324,-24.586788538673304
6045585858.585858,-24.801531718885876
6045939393.939394,-25.01245787815661
6046292929.29293,-25.219735947658137
6046646464.646464,-25.42352421603058
6047000000.0,-25.623971167070053
