Frequency,Transmission
6012000000.0,-26.372497568869484
6012353535.353536,-26.173517262676185
6012707070.70707,-25.97133515763504
6013060606.060606,-25.7658097867347
6013414141.414142,-25.55679023491254
6013767676.767676,-25.344115319764256
6014121212.121212,-25.127612682715252
6014474747.474748,-24.90709777866123
6014828282.828282,-24.682372750154762
6015181818.181818,-24.453225169960234
6015535353.535354,-24.219426633098664
6015888888.888889,-23.980731176260647
6016242424.242424,-23.73687349861806
6016595959.59596,-23.48756695339118
6016949494.949495,-23.232501273915865
6017303030.30303,-22.971339991097167
6017656565.656566,-22.70371749081611
6018010101.010101,-22.429235649639928
6018363636.363636,-22.147459974582418
6018717171.717172,-21.85791515710052
6019070707.070707,-21.560079932123337
6019424242.424242,-21.253381108616118
6019777777.777778,-25.0
6020131313.131313,-25.0
6020484848.484848,-20.2734374274374
6020838383.838384,-25.0
6021191919.191919,-19.56224923807751
6021545454.545455,-19.186372518822886
6021898989.89899,-18.795392718356972
6022252525.252525,-18.387928659335046
6022606060.606061,-17.962409452074848
6022959595.959596,-17.517039042784603
6023313131.313131,-17.04975230900034
6023666666.666667,-16.55816025936722
6024020202.020202,-16.03948108013064
6024373737.373737,-15.490452663548687
6024727272.727273,-14.907220759008055
6025080808.080808,-14.285194908971345
6025434343.434343,-13.618861829459451
6025787878.787879,-12.90154306979035
6026141414.141414,-12.125081612869234
6026494949.494949,-11.279443818408165
6026848484.848485,-10.352238678845328
6027202020.202021,-9.328215149252664
6027555555.555555,-8.188988127532806
6027909090.909091,-6.913831613264254
6028262626.262627,-5.484183660630034
6028616161.616161,-3.8999256385362724
6028969696.969697,-2.2295987175998953
6029323232.323233,-0.7317307303577607
6029676767.676767,0.03441957134499596
6030030303.030303,-0.40072773185285726
6030383838.383839,-1.753283881891388
6030737373.737373,-3.413648434491245
6031090909.090909,-5.036773443918047
6031444444.444445,-6.514554249567077
6031797979.797979,-7.834590176172355
6032151515.151515,-9.0126193999767
6032505050.505051,-10.069494712231503
6032858585.858586,-11.024461889759202
6033212121.212121,-11.893688959792755
6033565656.565657,-12.690358960337157
6033919191.919192,-13.425146193668258
6034272727.272727,-14.106714468207183
6034626262.626263,-14.74214108230904
6034979797.979798,-15.337254018375852
6035333333.333333,-15.896893559429486
6035686868.686869,-16.4251138158768
6036040404.040404,-16.925338116081043
6036393939.393939,-17.400479420354067
6036747474.747475,-17.8530342800819
6037101010.10101,-18.285156729494
6037454545.454545,-18.6987168699436
6037808080.808081,-19.09534769582713
6038161616.161616,-19.47648281935253
6038515151.515152,-19.843387095501125
6038868686.868687,-25.0
6039222222.222222,-20.538864574860956
6039575757.575758,-20.869327869581063
6039929292.929293,-21.18937184484322
6040282828.282828,-21.49971700536635
6040636363.636364,-21.80101415231242
6040989898.989899,-22.09385293778611
6041343434.343434,-22.378769155536766
6041696969.69697,-22.656250983908507
6042050505.050505,-22.926744355547754
6042404040.40404,-23.190657595612613
6042757575.757576,-23.44836544427028
6043111111.111111,-23.700212558584596
6043464646.464646,-23.94651657226924
6043818181.818182,-24.187570778390537
6044171717.171718,-24.42364648926423
6044525252.525252,-24.654995118919693
6044878787.878788,-24.881850026280283
6045232323.232324,-25.104428151232568
6045585858.585858,-25.322931470856858
6045939393.939394,-25.537548298990046
6046292929.29293,-25.748454448890257
6046646464.646464,-25.955814275943688
6047000000.0,-26.159781614949026
