net_gain,phase,amplitude_lc,frequency_lc
4.0,0.0,8.742777223846701e-14,0.0
4.0,0.07953399123012135,5.143094192869337e-13,0.0
4.0,0.1590679824602427,4.449829895457065e-13,0.0
4.0,0.23860197369036407,1.3057638626752163e-13,0.0
4.0,0.3181359649204854,1.0739077069039879e-13,0.0
4.0,0.39766995615060674,3.6342879525660837e-13,0.0
4.0,0.47720394738072813,1.2471183181087087e-13,0.0
4.0,0.5567379386108494,1.9140316903843103e-13,0.0
4.0,0.6362719298409708,9.484472048877777e-14,0.0
4.0,0.7158059210710922,5.502364714913441e-13,0.0
4.0,0.7953399123012135,3.437291607887147e-13,0.0
4.0,0.8748739035313349,2.260170306986186e-14,0.0
4.0,0.9544078947614563,1.6687633475453143e-13,0.0
4.0,1.0339418859915777,9.661449654843269e-14,0.0
4.0,1.1134758772216988,5.2586760252629117e-14,0.0
4.0,1.1930098684518202,1.4777197709805842e-13,0.0
4.0,1.2725438596819416,2.4154695316468545e-14,0.0
4.0,1.352077850912063,6.376533668062284e-14,0.0
4.0,1.4316118421421844,2.6597496327641602e-14,0.0
4.0,1.5111458333723056,1.504611553479942e-15,0.0
4.0,1.590679824602427,9.296985578274533e-14,0.0
4.0,1.6702138158325484,1.0584947726941545e-14,0.0
4.0,1.7497478070626697,3.033973680665934e-14,0.0
4.0,1.8292817982927911,1.6799674814449124e-13,0.0
4.0,1.9088157895229125,1.2638795770583895e-13,0.0
4.0,1.9883497807530337,5.37308261774669e-13,0.0
4.0,2.0678837719831553,1.0894886270274959e-13,0.0
4.0,2.1474177632132765,2.3889832732994773e-13,0.0
4.0,2.2269517544433977,2.1042137365642267e-13,0.0
4.0,2.3064857456735193,4.851135206725856e-15,0.0
4.0,2.3860197369036404,1.1355882237470744e-12,0.0
4.0,2.465553728133762,6.732464399175618e-14,0.0
4.0,2.5450877193638832,1.3773222453012571e-14,0.0
4.0,2.6246217105940044,9.419081848167466e-15,0.0
4.0,2.704155701824126,1.643312758963913e-14,0.0
4.0,2.783689693054247,5.885029994527617e-14,0.0
4.0,2.863223684284369,5.406644979662252e-14,0.0
4.0,2.94275767551449,9.325329847703211e-14,0.0
4.0,3.022291666744611,4.642574624398755e-14,0.0
4.0,3.1018256579747328,3.602277029006574e-14,0.0
4.0,3.181359649204854,1.0179000531078274e-12,0.0
4.0,3.2608936404349755,4.359798111382046e-14,0.0
4.0,3.3404276316650967,2.445140262960076e-14,0.0
4.0,3.419961622895218,1.2620863239423721e-14,0.0
4.0,3.4994956141253395,1.115589903945258e-12,0.0
4.0,3.5790296053554607,3.013204430343655e-14,0.0
4.0,3.6585635965855823,2.739116557408897e-14,0.0
4.0,3.7380975878157034,4.279301065758762e-14,0.0
4.0,3.817631579045825,7.187361340514755e-14,0.0
4.0,3.8971655702759462,3.5958792460529545e-14,0.0
4.0,3.9766995615060674,1.6873415463103407e-13,0.0
4.0,4.056233552736189,9.268803139182395e-15,0.0
4.0,4.135767543966311,3.2155352756286818e-15,0.0
4.0,4.215301535196431,2.215898682258557e-14,0.0
4.0,4.294835526426553,8.017795941295189e-15,0.0
4.0,4.374369517656675,4.0546531197173235e-14,0.0
4.0,4.453903508886795,5.301248950588126e-14,0.0
4.0,4.533437500116917,2.9209537775852186e-15,0.0
4.0,4.6129714913470385,7.239963394968899e-13,0.0
4.0,4.692505482577159,1.0238006747285703e-13,0.0
4.0,4.772039473807281,6.571344157646815e-13,0.0
4.0,4.8515734650374025,1.048295533121979e-14,0.0
4.0,4.931107456267524,3.6655972111443034e-14,0.0
4.0,5.010641447497645,2.0603450169238422e-14,0.0
4.0,5.0901754387277665,4.49775925313599e-14,0.0
4.0,5.169709429957888,2.3951919096820196e-13,0.0
4.0,5.249243421188009,4.2282843212578517e-14,0.0
4.0,5.32877741241813,5.798605189013704e-14,0.0
4.0,5.408311403648252,4.167168832635592e-13,0.0
4.0,5.487845394878374,1.0011571955650916e-13,0.0
4.0,5.567379386108494,1.7672362636438604e-12,0.0
4.0,5.646913377338616,5.265902845746541e-14,0.0
4.0,5.726447368568738,6.609857904501979e-14,0.0
4.0,5.805981359798858,1.3991180880226745e-14,0.0
4.0,5.88551535102898,7.909309291641558e-14,0.0
4.0,5.9650493422591016,3.0366631492115043e-14,0.0
4.0,6.044583333489222,6.055441354639047e-14,0.0
4.0,6.124117324719344,8.118112203638521e-13,0.0
4.0,6.2036513159494655,9.211030977117112e-14,0.0
4.0,6.283185307179586,8.742777223570596e-14,0.0
4.055696202531646,0.0,1.0874480676664474e-12,0.0
4.055696202531646,0.07953399123012135,1.9736902437576305e-13,0.0
4.055696202531646,0.1590679824602427,6.194272348275245e-14,0.0
4.055696202531646,0.23860197369036407,3.646028241463869e-13,0.0
4.055696202531646,0.3181359649204854,3.736120949512842e-13,0.0
4.055696202531646,0.39766995615060674,1.7258955376505089e-13,0.0
4.055696202531646,0.47720394738072813,1.279972246773246e-13,0.0
4.055696202531646,0.5567379386108494,1.5197420059635718e-14,0.0
4.055696202531646,0.6362719298409708,1.484624180581711e-13,0.0
4.055696202531646,0.7158059210710922,9.220629029523206e-15,0.0
4.055696202531646,0.7953399123012135,1.6550517279386565e-13,0.0
4.055696202531646,0.8748739035313349,2.3551677744948347e-14,0.0
4.055696202531646,0.9544078947614563,2.2593610198391347e-13,0.0
4.055696202531646,1.0339418859915777,1.6075304507203766e-13,0.0
4.055696202531646,1.1134758772216988,8.403923729849288e-13,0.0
4.055696202531646,1.1930098684518202,3.2644282228591017e-15,0.0
4.055696202531646,1.2725438596819416,4.665803216881838e-13,0.0
4.055696202531646,1.352077850912063,1.8202519335752376e-12,0.0
4.055696202531646,1.4316118421421844,7.766646709258959e-15,0.0
4.055696202531646,1.5111458333723056,1.4359895045693165e-13,0.0
4.055696202531646,1.590679824602427,3.785843995780028e-14,0.0
4.055696202531646,1.6702138158325484,7.027957230326147e-16,0.0
4.055696202531646,1.7497478070626697,1.0865805701319342e-12,0.0
4.055696202531646,1.8292817982927911,7.074702582952544e-14,0.0
4.055696202531646,1.9088157895229125,1.1661001822089242e-14,0.0
4.055696202531646,1.9883497807530337,3.8130740173780204e-14,0.0
4.055696202531646,2.0678837719831553,9.419692540216919e-14,0.0
4.055696202531646,2.1474177632132765,1.876269159283248e-13,0.0
4.055696202531646,2.2269517544433977,4.6052278142355425e-14,0.0
4.055696202531646,2.3064857456735193,2.6867051162951884e-14,0.0
4.055696202531646,2.3860197369036404,3.705509286735324e-14,0.0
4.055696202531646,2.465553728133762,2.1007891995692872e-12,0.0
4.055696202531646,2.5450877193638832,1.078202883442356e-14,0.0
4.055696202531646,2.6246217105940044,4.813812087534079e-13,0.0
4.055696202531646,2.704155701824126,3.6249599766294e-14,0.0
4.055696202531646,2.783689693054247,2.0059945664260763e-13,0.0
4.055696202531646,2.863223684284369,4.049285130617114e-14,0.0
4.055696202531646,2.94275767551449,1.4857786093324254e-13,0.0
4.055696202531646,3.022291666744611,1.3662780663701146e-14,0.0
4.055696202531646,3.1018256579747328,5.009270126515e-13,0.0
4.055696202531646,3.181359649204854,1.457199690758382e-13,0.0
4.055696202531646,3.2608936404349755,1.4897945404792263e-14,0.0
4.055696202531646,3.3404276316650967,1.455782574075584e-12,0.0
4.055696202531646,3.419961622895218,1.7994480350098283e-14,0.0
4.055696202531646,3.4994956141253395,1.4944912854409917e-13,0.0
4.055696202531646,3.5790296053554607,1.1854613011649634e-13,0.0
4.055696202531646,3.6585635965855823,7.045519619842469e-15,0.0
4.055696202531646,3.7380975878157034,2.0715317846187246e-13,0.0
4.055696202531646,3.817631579045825,2.1283895196143137e-14,0.0
4.055696202531646,3.8971655702759462,2.9908026390648e-14,0.0
4.055696202531646,3.9766995615060674,9.784317680964923e-14,0.0
4.055696202531646,4.056233552736189,1.970250221195951e-12,0.0
4.055696202531646,4.135767543966311,7.528527771983021e-13,0.0
4.055696202531646,4.215301535196431,8.705912703112794e-15,0.0
4.055696202531646,4.294835526426553,7.42614073093538e-13,0.0
4.055696202531646,4.374369517656675,9.862262502776553e-14,0.0
4.055696202531646,4.453903508886795,5.720107100119578e-15,0.0
4.055696202531646,4.533437500116917,1.0892429360020874e-13,0.0
4.055696202531646,4.6129714913470385,2.9355476248754085e-14,0.0
4.055696202531646,4.692505482577159,1.9499437102391805e-13,0.0
4.055696202531646,4.772039473807281,7.768567995864605e-14,0.0
4.055696202531646,4.8515734650374025,8.986976699851227e-15,0.0
4.055696202531646,4.931107456267524,3.8091605769150096e-13,0.0
4.055696202531646,5.010641447497645,5.313116252183638e-14,0.0
4.055696202531646,5.0901754387277665,1.1834241024606698e-12,0.0
4.055696202531646,5.169709429957888,4.942860332453546e-13,0.0
4.055696202531646,5.249243421188009,6.149752403933854e-14,0.0
4.055696202531646,5.32877741241813,1.2368412354582798e-14,0.0
4.055696202531646,5.408311403648252,9.89742529018806e-14,0.0
4.055696202531646,5.487845394878374,7.211289293141339e-14,0.0
4.055696202531646,5.567379386108494,3.8156975578314956e-13,0.0
4.055696202531646,5.646913377338616,6.526144976233136e-14,0.0
4.055696202531646,5.726447368568738,5.853033979733362e-14,0.0
4.055696202531646,5.805981359798858,4.170369382189239e-13,0.0
4.055696202531646,5.88551535102898,2.1515959038139935e-13,0.0
4.055696202531646,5.9650493422591016,1.405624772254009e-13,0.0
4.055696202531646,6.044583333489222,8.172851982840336e-14,0.0
4.055696202531646,6.124117324719344,4.1820822130564945e-13,0.0
4.055696202531646,6.2036513159494655,8.485661398217112e-14,0.0
4.055696202531646,6.283185307179586,1.087448067662186e-12,0.0
4.111392405063291,0.0,3.3024322958248124e-13,0.0
4.111392405063291,0.07953399123012135,9.646057210410707e-14,0.0
4.111392405063291,0.1590679824602427,6.359112053590704e-14,0.0
4.111392405063291,0.23860197369036407,2.978197645672287e-13,0.0
4.111392405063291,0.3181359649204854,1.5881235293838277e-13,0.0
4.111392405063291,0.39766995615060674,1.7787778939667242e-13,0.0
4.111392405063291,0.47720394738072813,3.358905572232586e-14,0.0
4.111392405063291,0.5567379386108494,1.5547965563179536e-14,0.0
4.111392405063291,0.6362719298409708,6.686782253434715e-14,0.0
4.111392405063291,0.7158059210710922,1.3160240709606883e-12,0.0
4.111392405063291,0.7953399123012135,1.6557536224461062e-14,0.0
4.111392405063291,0.8748739035313349,1.5254467660569048e-14,0.0
4.111392405063291,0.9544078947614563,2.1891383333333654e-14,0.0
