Frequency,Transmission
5935000000.0,-40.22960713656552
5937020202.020202,-39.795028189359776
5939040404.040404,-39.34759938613447
5941060606.060606,-38.88646611874222
5943080808.080808,-38.41068121916809
5945101010.10101,-37.91919081148044
5947121212.121212,-37.410817346706295
5949141414.141414,-36.884239115659966
5951161616.161616,-36.33796533357217
5953181818.181818,-35.770305605641084
5955202020.202021,-35.179332197465286
5957222222.222222,-34.56283300331714
5959242424.242424,-33.91825236390552
5961262626.262627,-33.242615840558145
5963282828.282828,-32.53243356282603
5965303030.30303,-31.78357462201572
5967323232.323233,-30.991101867883003
5969343434.343434,-30.149051921010475
5971363636.363636,-29.25013860308291
5973383838.383839,-28.28534855589927
5975404040.40404,-27.243385138601376
5977424242.424242,-26.109902513619915
5979444444.444445,-24.86646702249194
5981464646.464646,-23.489232930575795
5983484848.484848,-21.947599870779065
5985505050.505051,-20.2043088880546
5987525252.525252,-18.223215080537404
5989545454.545455,-16.009582327725504
5991565656.565657,-13.766097622809053
5993585858.585858,-12.243195072907554
5995606060.606061,-12.424653202381872
5997626262.626263,-13.929680657681125
5999646464.646464,-15.718845118451942
6001666666.666667,-17.338688742822022
6003686868.686869,-18.70983848131666
6005707070.70707,-19.854683995230044
6007727272.727273,-20.811042701089168
6009747474.747475,-21.612403087948696
6011767676.767676,-22.285107680347835
6013787878.787879,-22.849251261010266
6015808080.808081,-23.320072723331833
6017828282.828283,-23.70913675795309
6019848484.848485,-24.025218740602142
6021868686.868687,-24.27494081819531
6023888888.888889,-24.46322141395852
6025909090.909091,-24.59358831254029
6027929292.929293,-24.668390973363366
6029949494.949495,-24.688935831590122
6031969696.969697,-24.655559334426115
6033989898.989899,-24.567646488226494
6036010101.010101,-24.423596873433944
6038030303.030303,-24.220734539308175
6040050505.050505,-23.955152125858973
6042070707.070707,-23.621472093325778
6044090909.090909,-23.21249815396422
6046111111.111111,-22.71871722216887
6048131313.131313,-22.12759746202535
6050151515.151515,-21.42261958855553
6052171717.171717,-20.582012318965063
6054191919.191919,-19.577378146987844
6056212121.212121,-18.37333022871195
6058232323.232324,-16.933034024226302
6060252525.252525,-15.249377567318682
6062272727.272727,-13.471416950838893
6064292929.29293,-12.235590624274003
6066313131.313131,-12.59510115429979
6068333333.333333,-14.449022349070372
6070353535.353536,-16.732437583147476
6072373737.373737,-18.888235689439234
6074393939.393939,-20.800177543612463
6076414141.414142,-22.4834903592456
6078434343.434343,-23.97651384889042
6080454545.454545,-25.314810516109716
6082474747.474748,-26.526905132811372
6084494949.494949,-27.63491660580926
6086515151.515152,-28.65596167333824
6088535353.535354,-29.60340311491364
6090555555.555555,-30.487803344283748
6092575757.575758,-31.31762245893931
6094595959.59596,-32.099724718012325
6096616161.616161,-32.83974757969848
6098636363.636364,-33.54237319863958
6100656565.656566,-34.21153053079469
6102676767.676767,-34.85054765892926
6104696969.69697,-35.46226801937034
6106717171.717172,-36.049140140573606
6108737373.737373,-36.613287712085025
6110757575.757576,-37.15656487567442
6112777777.777778,-37.68060028861256
6114797979.797979,-38.18683256482476
6116818181.818182,-38.67653902784883
6118838383.838384,-39.150859226265055
6120858585.858586,-39.61081431083117
6122878787.878788,-40.05732311429029
6124898989.89899,-40.49121558318191
6126919191.919192,-40.91324406690492
6128939393.939394,-41.32409286177905
6130959595.959596,-41.72438632300725
6132979797.979798,-42.11469579556696
6135000000.0,-42.4955455644639
