Frequency,Transmission
5935000000.0,-49.5532460512113
5937020202.020202,-49.18178098533235
5939040404.040404,-48.80221573372735
5941060606.060606,-48.41419751754796
5943080808.080808,-48.01735079700713
5945101010.10101,-47.61127539139022
5947121212.121212,-47.19554442404171
5949141414.141414,-46.76970207804385
5951161616.161616,-46.3332611455712
5953181818.181818,-45.885700379689666
5955202020.202021,-45.426461579477134
5957222222.222222,-44.954946495376085
5959242424.242424,-44.470513476963774
5961262626.262627,-43.972473920886145
5963282828.282828,-43.46008854696962
5965303030.30303,-42.93256356994368
5967323232.323233,-42.38904688103982
5969343434.343434,-41.828624422134155
5971363636.363636,-41.25031703740185
5973383838.383839,-40.653078239318
5975404040.40404,-40.035793551117145
5977424242.424242,-39.39728242206722
5979444444.444445,-38.736304207975934
5981464646.464646,-38.05157044548849
5983484848.484848,-37.34176673989232
5985505050.505051,-36.605589198176595
5987525252.525252,-35.84180270402306
5989545454.545455,-35.049331755606595
5991565656.565657,-34.227399429053946
5993585858.585858,-33.37573659060486
5995606060.606061,-32.49489167153722
5997626262.626263,-31.586679842052206
5999646464.646464,-30.654814947162023
6001666666.666667,-29.70575727619925
6003686868.686869,-28.749762590705913
6005707070.70707,-27.801994965639395
6007727272.727273,-26.88332644203539
6009747474.747475,-26.02010357538345
6011767676.767676,-25.241913278402215
6013787878.787879,-24.576713819646166
6015808080.808081,-24.04408431869144
6017828282.828283,-23.649301093797092
6019848484.848485,-23.38156900144643
6021868686.868687,-23.217619676980405
6023888888.888889,-23.128640040767323
6025909090.909091,-23.08717212954069
6027929292.929293,-23.071868595887196
6029949494.949495,-23.069908557433266
6031969696.969697,-23.077891737650177
6033989898.989899,-23.102004101837366
6036010101.010101,-23.157694066569817
6038030303.030303,-23.268432479607192
6040050505.050505,-23.46267727419653
6042070707.070707,-23.76839684275715
6044090909.090909,-24.205854824139536
6046111111.111111,-24.78130681972761
6048131313.131313,-25.48488733747017
6050151515.151515,-26.2938578530729
6052171717.171717,-27.17913653185414
6054191919.191919,-28.11169774344063
6056212121.212121,-29.066667794251615
6058232323.232324,-30.024877987482334
6060252525.252525,-30.972702236259614
6062272727.272727,-31.901107992363208
6064292929.29293,-32.80453623127102
6066313131.313131,-33.679904273448074
6068333333.333333,-34.52582259504837
6070353535.353536,-35.342020500055504
6072373737.373737,-36.12894202342399
6074393939.393939,-36.887469123898484
6076414141.414142,-37.618735695304046
6078434343.434343,-38.32400459281737
6080454545.454545,-39.00458765016194
6082474747.474748,-39.66179470386657
6084494949.494949,-40.29690203212446
6086515151.515152,-40.911133695467974
6088535353.535354,-41.50565138353712
6090555555.555555,-42.081549811646475
6092575757.575758,-42.639855683928616
6094595959.59596,-43.18152889599804
6096616161.616161,-43.70746509218846
6098636363.636364,-44.2184989903275
6100656565.656566,-44.7154080878355
6102676767.676767,-45.19891649828847
6104696969.69697,-45.66969875872606
6106717171.717172,-46.12838350922775
6108737373.737373,-46.5755569872413
6110757575.757576,-47.011766306377396
6112777777.777778,-47.43752250698195
6114797979.797979,-47.853303378106375
6116818181.818182,-48.25955605635726
6118838383.838384,-48.65669941279489
6120858585.858586,-49.0451262405946
6122878787.878788,-49.425205257547084
6124898989.89899,-49.797282937692955
6126919191.919192,-50.161685186092164
6128939393.939394,-50.51871887012581
6130959595.959596,-50.868673219932816
6132979797.979798,-51.21182110969319
6135000000.0,-51.548420230558435
