Frequency,Transmission
5935000000.0,-43.99152613269877
5937020202.020202,-43.59477204019911
5939040404.040404,-43.18816465629102
5941060606.060606,-42.77118531580996
5943080808.080808,-42.343272590277614
5945101010.10101,-41.90381747808012
5947121212.121212,-41.45215791754555
5949141414.141414,-40.987572510967794
5951161616.161616,-40.509273331564174
5953181818.181818,-40.016397659925715
5955202020.202021,-39.507998472823985
5957222222.222222,-38.98303347994425
5959242424.242424,-38.440352476470174
5961262626.262627,-37.87868275475722
5963282828.282828,-37.296612303330996
5965303030.30303,-36.69257052892898
5967323232.323233,-36.064806290802245
5969343434.343434,-35.41136317892925
5971363636.363636,-34.730052277247765
5973383838.383839,-34.01842327193188
5975404040.40404,-33.27373595311254
5977424242.424242,-32.49293639684253
5979444444.444445,-31.672646292786276
5981464646.464646,-30.80918166743117
5983484848.484848,-29.89863176364245
5985505050.505051,-28.937055901191606
5987525252.525252,-27.920906413513094
5989545454.545455,-26.847877650473364
5991565656.565657,-25.718541904781567
5993585858.585858,-24.539385268654215
5995606060.606061,-23.32813777428879
5997626262.626263,-22.122171315236855
5999646464.646464,-20.988749081837884
6001666666.666667,-20.029344747483982
6003686868.686869,-19.360567999592206
6005707070.70707,-19.06145873456891
6007727272.727273,-19.121691163386348
6009747474.747475,-19.44827067208077
6011767676.767676,-19.922448103098272
6013787878.787879,-20.446884188285416
6015808080.808081,-20.95870660144344
6017828282.828283,-21.422938296352
6019848484.848485,-21.82225546409443
6021868686.868687,-22.14915688250977
6023888888.888889,-22.401116207103883
6025909090.909091,-22.577844472870744
6027929292.929293,-22.679818060193085
6029949494.949495,-22.707522941404868
6031969696.969697,-22.661109129637417
6033989898.989899,-22.54031006006899
6036010101.010101,-22.344592523664744
6038030303.030303,-22.073600943564678
6040050505.050505,-21.728081290099816
6042070707.070707,-21.31165225897197
6044090909.090909,-20.834058980904643
6046111111.111111,-20.316819249581982
6048131313.131313,-19.801956579668683
6050151515.151515,-19.36219587790573
6052171717.171717,-19.10387294152221
6054191919.191919,-19.144514713124785
6056212121.212121,-19.55775147225568
6058232323.232324,-20.325253700135786
6060252525.252525,-21.350405068773863
6062272727.272727,-22.51692114281373
6064292929.29293,-23.73276961320039
6066313131.313131,-24.94036579826316
6068333333.333333,-26.109107347180178
6070353535.353536,-27.225266711502805
6072373737.373737,-28.284511342769974
6074393939.393939,-29.28734450952421
6076414141.414142,-30.23655885615021
6078434343.434343,-31.135880253285457
6080454545.454545,-31.98927150027461
6082474747.474748,-32.80059082743671
6084494949.494949,-33.573437768043846
6086515151.515152,-34.31109626251025
6088535353.535354,-35.016526863611325
6090555555.555555,-35.69238248063119
6092575757.575758,-36.34103420045166
6094595959.59596,-36.96460021690071
6096616161.616161,-37.56497438404214
6098636363.636364,-38.14385277306778
6100656565.656566,-38.702757597392505
6102676767.676767,-39.24305837904275
6104696969.69697,-39.7659904790946
6106717171.717172,-40.272671225331166
6108737373.737373,-40.76411390701401
6110757575.757576,-41.241239905756004
6112777777.777778,-41.70488921268216
6114797979.797979,-42.155829555994266
6116818181.818182,-42.594764335315986
6118838383.838384,-43.022339532606786
6120858585.858586,-43.43914974524162
6122878787.878788,-43.84574346549865
6124898989.89899,-44.24262771221248
6126919191.919192,-44.63027210449769
6128939393.939394,-45.00911245398292
6130959595.959596,-45.37955394058856
6132979797.979798,-45.74197392724045
6135000000.0,-46.09672446078647
