Frequency,Transmission
5935000000.0,-55.289409978993774
5937020202.020202,-54.92790323645089
5939040404.040404,-54.55892708286379
5941060606.060606,-54.182181804745795
5943080808.080808,-53.797350437299976
5945101010.10101,-53.40409755162526
5947121212.121212,-53.00206795302961
5949141414.141414,-52.590885304504226
5951161616.161616,-52.17015063276144
5953181818.181818,-51.73944076743524
5955202020.202021,-51.2983067010982
5957222222.222222,-50.846271855986814
5959242424.242424,-50.382830305384815
5961262626.262627,-49.90744496067765
5963282828.282828,-49.419545766011225
5965303030.30303,-48.91852795830063
5967323232.323233,-48.403750475896615
5969343434.343434,-47.874534634525354
5971363636.363636,-47.330163237879006
5973383838.383839,-46.76988035756161
5975404040.40404,-46.1928921100325
5977424242.424242,-45.59836888652002
5979444444.444445,-44.98544966903859
5981464646.464646,-44.35324930998525
5983484848.484848,-43.70086998918773
5985505050.505051,-43.02741852374254
5987525252.525252,-42.332031835074474
5989545454.545455,-41.613913726595555
5991565656.565657,-40.87238725231525
5993585858.585858,-40.10696841354424
5995606060.606061,-39.3174687224597
5997626262.626263,-38.504136229295966
5999646464.646464,-37.667846600349904
6001666666.666667,-36.810356955506336
6003686868.686869,-35.93463375084016
6005707070.70707,-35.045258929391366
6007727272.727273,-34.14890087808085
6009747474.747475,-33.25480193933782
6011767676.767676,-32.375177439978174
6013787878.787879,-31.52534772829712
6015808080.808081,-30.723365240528864
6017828282.828283,-29.988921638114903
6019848484.848485,-29.341511772117116
6021868686.868687,-28.79820825643921
6023888888.888889,-28.371790629980275
6025909090.909091,-28.070033675705794
6027929292.929293,-27.896468254276115
6029949494.949495,-27.85211023797168
6031969696.969697,-27.937078795201558
6033989898.989899,-28.15110896101094
6036010101.010101,-28.492646171052563
6038030303.030303,-28.95707543773385
6040050505.050505,-29.535178215385052
6042070707.070707,-30.21278590427074
6044090909.090909,-30.971893909733517
6046111111.111111,-31.792726157892318
6048131313.131313,-32.655909467290115
6050151515.151515,-33.54411001221912
6052171717.171717,-34.442901446118725
6054191919.191919,-35.34096488857539
6056212121.212121,-36.22985629702796
6058232323.232324,-37.103566609898316
6060252525.252525,-37.9580311686772
6062272727.272727,-38.79067461211473
6064292929.29293,-39.60002720601848
6066313131.313131,-40.38541944907368
6068333333.333333,-41.14674783498535
6070353535.353536,-41.88429965866664
6072373737.373737,-42.59862431825481
6074393939.393939,-43.29044006443068
6076414141.414142,-43.96056721413069
6078434343.434343,-44.60988084854801
6080454545.454545,-45.23927771914298
6082474747.474748,-45.849653441974255
6084494949.494949,-46.44188710057299
6086515151.515152,-47.0168311581094
6088535353.535354,-47.57530514432047
6090555555.555555,-48.118092034249045
6092575757.575758,-48.64593649313446
6094595959.59596,-49.159544431970346
6096616161.616161,-49.65958345361797
6098636363.636364,-50.1466838826439
6100656565.656566,-50.621440192818625
6102676767.676767,-51.08441264511852
6104696969.69697,-51.536129055859675
6106717171.717172,-51.97708660928391
6108737373.737373,-52.407753664652034
6110757575.757576,-52.828571522903395
6112777777.777778,-53.23995613003942
6114797979.797979,-53.64229970306066
6116818181.818182,-54.03597227046019
6118838383.838384,-54.42132312364444
6120858585.858586,-54.79868217869277
6122878787.878788,-55.16836124993955
6124898989.89899,-55.53065523825478
6126919191.919192,-55.88584323776773
6128939393.939394,-56.23418956530227
6130959595.959596,-56.57594471705188
6132979797.979798,-56.91134625709793
6135000000.0,-57.24061964233347
