Frequency,Transmission
5935000000.0,-54.260891131614045
5937020202.020202,-53.89820014918607
5939040404.040404,-53.52796629519459
5941060606.060606,-53.149883840346234
5943080808.080808,-52.76362920023726
5945101010.10101,-52.368859653955944
5947121212.121212,-51.96521196012541
5949141414.141414,-51.55230088988326
5951161616.161616,-51.12971764186124
5953181818.181818,-50.697028168235505
5955202020.202021,-50.25377139769162
5957222222.222222,-49.79945737226611
5959242424.242424,-49.333565310405106
5961262626.262627,-48.85554162221024
5963282828.282828,-48.364797916254425
5965303030.30303,-47.860709056953816
5967323232.323233,-47.34261135886886
5969343434.343434,-46.8098010424752
5971363636.363636,-46.26153312911548
5973383838.383839,-45.697021026886546
5975404040.40404,-45.1154371623003
5977424242.424242,-44.51591515611102
5979444444.444445,-43.89755424157809
5981464646.464646,-43.25942690147993
5983484848.484848,-42.60059108628538
5985505050.505051,-41.92010891003914
5987525252.525252,-41.21707445472488
5989545454.545455,-40.49065431232626
5991565656.565657,-39.74014582805502
5993585858.585858,-38.965059740701605
5995606060.606061,-38.1652360588355
5997626262.626263,-37.341004434568774
5999646464.646464,-36.493402543816856
6001666666.666667,-35.6244669327097
6003686868.686869,-34.73760810411058
6005707070.70707,-33.838070999072855
6007727272.727273,-32.93345668985456
6009747474.747475,-32.03423274733099
6011767676.767676,-31.154083954944895
6013787878.787879,-30.309864997015367
6015808080.808081,-29.52086464848651
6017828282.828283,-28.807177567485866
6019848484.848485,-28.187303684212026
6021868686.868687,-27.675610365867165
6023888888.888889,-27.280682896635625
6025909090.909091,-27.005421221084248
6027929292.929293,-26.848927668748985
6029949494.949495,-26.809269030399655
6031969696.969697,-26.88574415615099
6033989898.989899,-27.079568371819867
6036010101.010101,-27.39265487205899
6038030303.030303,-27.825065557336742
6040050505.050505,-28.37236827091568
6042070707.070707,-29.024214450814412
6044090909.090909,-29.764801383677636
6046111111.111111,-30.57489065792022
6048131313.131313,-31.434401750814622
6050151515.151515,-32.32462865594152
6052171717.171717,-33.229600920431686
6054191919.191919,-34.136589935251244
6056212121.212121,-35.03601092802892
6058232323.232324,-35.92100502147878
6060252525.252525,-36.78691411110594
6062272727.272727,-37.6307721946573
6064292929.29293,-38.450868781182734
6066313131.313131,-39.246399166612264
6068333333.333333,-40.01719615416117
6070353535.353536,-40.76353007935786
6072373737.373737,-41.48596271606202
6074393939.393939,-42.1852421430425
6076414141.414142,-42.86222802685816
6078434343.434343,-43.51783914587984
6080454545.454545,-44.15301700807017
6082474747.474748,-44.76870102686489
6084494949.494949,-45.36581194966385
6086515151.515152,-45.94524113973683
6088535353.535354,-46.50784400659428
6090555555.555555,-47.05443631763123
6092575757.575758,-47.585792545422564
6094595959.59596,-48.10264557847839
6096616161.616161,-48.60568736985747
6098636363.636364,-49.09557019249477
6100656565.656566,-49.57290827531385
6102676767.676767,-50.038279659770915
6104696969.69697,-50.49222816474863
6106717171.717172,-50.93526538237704
6108737373.737373,-51.36787265220352
6110757575.757576,-51.79050297890364
6112777777.777778,-52.2035828714037
6114797979.797979,-52.607514090274314
6116818181.818182,-53.00267529657502
6118838383.838384,-53.389423599738464
6120858585.858586,-53.76809600509807
6122878787.878788,-54.13901076367246
6124898989.89899,-54.50246862812908
6126919191.919192,-54.858754019626716
6128939393.939394,-55.208136110667155
6130959595.959596,-55.55086982925643
6132979797.979798,-55.88719678966656
6135000000.0,-56.217346154983645
