drive_frequency_GHz,power_at_peak_dBm
6.024594797,-11.747574687688951
6.024602801,-11.704488801302046
6.024610805,-11.676719276882745
6.024618809,-11.627983873813816
6.024626813,-11.64097646609802
6.024634817,-11.566483107855415
6.024642821,-11.528109312921991
6.024650825,-11.552023295992823
6.024658829,-11.456540236316048
6.024666833,-11.452582219820169
6.024674837,-11.440071379691569
6.024682841,-11.361632964851609
6.024690845,-11.357059776179415
6.024698849,-11.325276678902124
6.024706853,-11.28933019173864
6.024714857,-11.241863622961992
6.024722861,-11.219488186222748
6.024730865,-11.20585216179566
6.024738869,-11.123393409447305
6.024746873,-11.132213469527148
6.024754877,-11.100432853994157
6.024762881,-11.010829323231878
6.024770885,-11.048140869368288
6.024778889,-10.986606374741228
6.024786893,-10.910134792740156
6.024794897,-10.945199162554571
6.024802901,-10.87248327093188
6.024810905,-10.822055784335507
6.024818909,-10.829522326205709
6.024826913,-10.761853780431906
6.024834917,-10.732243040750705
6.024842921,-10.7093519926255
6.024850925,-10.657214518266578
6.024858929,-10.630190156783708
6.024866933,-10.588894505629847
6.024874937,-10.558467424972006
6.024882941,-10.519183239610827
6.024890945,-10.46975478371678
6.024898949,-10.46105761540844
6.024906953,-10.404152942109924
6.024914957,-10.35239069940748
6.024922961,-10.359276645546952
6.024930965,-10.287192630331852
6.024938969,-10.236256135634434
6.024946973,-10.251488822093645
6.024954977,-10.16963504277779
6.024962981,-10.120528128170031
6.024970985,-10.138641798494028
6.024978989,-10.051638526074443
6.024986993,-10.003891150929425
6.024994997,-10.02250285480848
6.025003002,-9.933367452823806
6.025011006,-9.885635259396668
6.02501901,-9.903228058062105
6.025027014,-9.814669579118334
6.025035018,-9.765594966279892
6.025043022,-9.781057499088718
6.025051026,-9.695560549273225
6.02505903,-9.644417891364434
6.025067034,-9.654162067590992
6.025075038,-9.576025937226468
6.025083042,-9.523579484121726
6.025091046,-9.519996560786272
6.02509905,-9.455377309831205
6.025107054,-9.40453129018613
6.025115058,-9.37804066137812
6.025123062,-9.332003584615393
6.025131066,-9.28769455545502
6.02513907,-9.236302609709472
6.025147074,-9.20015036085866
6.025155078,-9.172356236893606
6.025163082,-9.10300711522184
6.025171086,-9.049455191583046
6.02517909,-9.054870574109842
6.025187094,-8.977669023594656
6.025195098,-8.894181360770194
6.025203102,-8.92210747804463
6.025211106,-8.854966593732529
6.02521911,-8.761695597952823
6.025227114,-8.756893507363454
6.025235118,-8.72231240313794
6.025243122,-8.643246629517824
6.025251126,-8.612277227235307
6.02525913,-8.54741016076487
6.025267134,-8.520505743865208
6.025275138,-8.489749197282602
6.025283142,-8.391249140983195
6.025291146,-8.350334701146771
6.02529915,-8.354476025811861
6.025307154,-8.265402174820867
6.025315158,-8.215598028774492
6.025323162,-8.16116743098471
6.025331166,-8.109117654442969
6.02533917,-8.103066185684165
6.025347174,-8.024125138404806
6.025355178,-7.93047046331681
6.025363182,-7.916762773894787
6.025371186,-7.870898503846595
6.02537919,-7.81217315930602
6.025387194,-7.778543288671105
6.025395198,-7.678806859561227
6.025403202,-7.627106218761288
6.025411206,-7.603964097936914
6.02541921,-7.540785298566844
6.025427214,-7.514496036599248
6.025435218,-7.434664443622074
6.025443222,-7.340952735541483
6.025451226,-7.316053721161076
6.02545923,-7.236793857935662
6.025467234,-7.198809035363025
6.025475238,-7.178253057027671
6.025483242,-7.085134904579789
6.025491246,-7.046837408871545
6.02549925,-6.968854497233594
6.025507254,-6.875251518168822
6.025515258,-6.847967338242668
6.025523262,-6.754968460193656
6.025531266,-6.700315492641376
6.02553927,-6.660242509762691
6.025547274,-6.578191752331424
6.025555278,-6.563588332476874
6.025563282,-6.482810243214101
6.025571286,-6.410703653234398
6.02557929,-6.373553283511775
6.025587294,-6.274957629955256
6.025595298,-6.243133530130739
6.025603302,-6.1563955340120415
6.025611306,-6.074934568946695
6.02561931,-6.035400294504219
6.025627314,-5.932662239173473
6.025635318,-5.897482251010518
6.025643322,-5.797368045625658
6.025651326,-5.709304895178105
6.02565933,-5.640655754337022
6.025667334,-5.52826355227808
6.025675338,-5.495010894596026
6.025683342,-5.395160744806212
6.025691346,-5.352528967817034
6.02569935,-5.275565527048553
6.025707354,-5.189915149549154
6.025715358,-5.121685876279632
6.025723362,-4.982241742171033
6.025731366,-4.948791506986893
6.02573937,-4.850449219999575
6.025747374,-4.812892259700018
6.025755378,-4.661246860836883
6.025763382,-4.599844041026321
6.025771386,-4.525727940515168
6.02577939,-4.407018157177088
6.025787394,-4.323552630833242
6.025795398,-4.23825372162061
6.025803402,-4.127877588387939
6.025811406,-4.031926161978834
6.02581941,-3.941112574841137
6.025827414,-3.8285808627479376
6.025835418,-3.73456183303772
6.025843422,-3.6294122713827943
6.025851426,-3.518307415544137
6.02585943,-3.4285341179488333
6.025867434,-3.3153249268817886
6.025875438,-3.186942744057832
6.025883442,-3.053840034598453
6.025891446,-2.99622287595178
