drive_frequency_GHz,power_at_peak_dBm
6.021332,-22.60967063903809
6.021352,-22.590808868408203
6.021372,-22.57935905456543
6.021392,-22.68454360961914
6.021412,-22.3596305847168
6.021432,-22.529874801635746
6.021452,-22.419301986694336
6.021472,-22.41258811950684
6.021492,-22.577852249145508
6.021512,-22.47713661193848
6.021532,-22.40867042541504
6.021552,-22.371484756469727
6.021572,-22.33648681640625
6.021592,-22.47084045410156
6.021612,-22.189048767089844
6.021632,-22.42558860778809
6.021652,-22.13726806640625
6.021672,-22.226417541503903
6.021692,-22.288225173950195
6.021712,-22.152393341064453
6.021732,-22.178829193115234
6.021752,-22.134979248046875
6.021772,-22.0460147857666
6.021792,-22.044248580932617
6.021812,-21.94264411926269
6.021832,-21.970420837402344
6.021852,-21.92949104309082
6.021872,-21.88967514038086
6.021892,-21.91833877563477
6.021912,-21.867935180664062
6.021932,-22.017406463623047
6.021952,-21.927064895629883
6.021972,-21.71347045898437
6.021992,-21.74932289123535
6.022012,-21.6866455078125
6.022032,-21.92986869812012
6.022052,-21.65504264831543
6.022072,-21.57243156433105
6.022092,-21.7222900390625
6.022112,-21.63028335571289
6.022132,-21.74776840209961
6.022152,-21.589704513549805
6.022172,-21.49236869812012
6.022192,-21.57187271118164
6.022212,-21.3697452545166
6.022232,-21.471969604492188
6.022252,-21.36557006835937
6.022272,-21.364240646362305
6.022292,-21.475038528442383
6.022312,-21.38852500915528
6.022332,-21.45587158203125
6.022352,-21.23888397216797
6.022372,-21.248010635375977
6.022392,-21.355249404907227
6.022412,-21.096698760986328
6.022432,-21.26312255859375
6.022452,-21.15244483947754
6.022472,-21.011119842529297
6.022492,-21.15755081176757
6.022512,-21.01457405090332
6.022532,-21.068178176879883
6.022552,-21.00949478149414
6.022572,-20.84598731994629
6.022592,-20.9481258392334
6.022612,-20.74943351745605
6.022632,-20.80642509460449
6.022652,-20.74256706237793
6.022672,-20.72714805603028
6.022692,-20.785493850708008
6.022712,-20.605297088623047
6.022732,-20.70719146728516
6.022752,-20.95560836791992
6.022772,-20.600839614868164
6.022792,-20.6032772064209
6.022812,-20.439611434936523
6.022832,-20.561372756958008
6.022852,-20.624229431152344
6.022872,-20.26264190673828
6.022892,-20.35694694519043
6.022912,-20.194503784179688
6.022932,-20.27403450012207
6.022952,-20.54318618774414
6.022972,-20.19681930541992
6.022992,-20.10395622253418
6.023012,-19.9702377319336
6.023032,-20.083539962768555
6.023052,-20.24482727050781
6.023072,-19.89801406860352
6.023092,-19.978242874145508
6.023112,-19.88826942443848
6.023132,-19.909912109375
6.023152,-20.082794189453125
6.023172,-19.649782180786133
6.023192,-19.68897819519043
6.023212,-19.576961517333984
6.023232,-19.70371627807617
6.023252,-19.743558883666992
6.023272,-19.46841621398925
6.023292,-19.60732078552246
6.023312,-19.388925552368164
6.023332,-19.422962188720703
6.023352,-19.69120979309082
6.023372,-19.290042877197266
6.023392,-19.266921997070312
6.023412,-19.1318416595459
6.023432,-19.21383285522461
6.023452,-19.34577751159668
6.023472,-18.97271156311035
6.023492,-18.992576599121094
6.023512,-18.887109756469727
6.023532,-18.910982131958008
6.023552,-19.110713958740234
6.023572,-18.69365501403809
6.023592,-18.693239212036133
6.023612,-18.52896499633789
6.023632,-18.57762718200684
6.023652,-18.65946388244629
6.023672,-18.35144805908203
6.023692,-18.445980072021484
6.023712,-18.29194450378418
6.023732,-18.262666702270508
6.023752,-18.43851852416992
6.023772,-18.05037498474121
6.023792,-18.02901077270508
6.023812,-17.830347061157227
6.023832,-17.913663864135742
6.023852,-17.98090362548828
6.023872,-17.59283447265625
6.023892,-17.68024253845215
6.023912,-17.485706329345703
6.023932,-17.548757553100586
6.023952,-17.76988983154297
6.023972,-17.215898513793945
6.023992,-17.221288681030273
6.024012,-17.064054489135742
6.024032,-17.133197784423828
6.024052,-17.173603057861328
6.024072,-16.751060485839844
6.024092,-16.795509338378906
6.024112,-16.589338302612305
6.024132,-16.5941162109375
6.024152,-16.799453735351562
6.024172,-16.3670711517334
6.024192,-16.32525634765625
6.024212,-16.031110763549805
6.024232,-16.10911750793457
6.024252,-16.22285270690918
6.024272,-15.834466934204102
6.024292,-15.921649932861328
6.024312,-15.725393295288086
6.024332,-15.754083633422852
6.024352,-15.79340362548828
6.024372,-15.238784790039062
6.024392,-15.239250183105469
6.024412,-15.076190948486328
6.024432,-15.182767868041992
6.024452,-15.087656021118164
6.024472,-14.598257064819336
6.024492,-14.66045379638672
6.024512,-14.461465835571287
6.024532,-14.468242645263672
6.024552,-14.599544525146484
6.024572,-14.10460090637207
6.024592,-14.049797058105469
6.024612,-13.78022003173828
6.024632,-13.619247436523438
6.024652,-13.689491271972656
6.024672,-13.382244110107422
6.024692,-13.453514099121094
6.024712,-13.127721786499023
6.024732,-12.903301239013672
6.024752,-12.985715866088867
6.024772,-12.55058479309082
6.024792,-12.551536560058594
6.024812,-11.937795639038086
6.024832,-11.870244026184082
6.024852,-11.99915599822998
6.024872,-11.57225513458252
6.024892,-11.54771614074707
6.024912,-11.28172206878662
6.024932,-11.27114963531494
6.024952,-11.402867317199709
6.024972,-10.943988800048828
6.024992,-10.735209465026855
6.025012,-10.394018173217772
6.025032,-10.449990272521973
6.025052,-10.564860343933104
6.025072,-10.133817672729492
6.025092,-9.934503555297852
6.025112,-9.786771774291992
6.025132,-9.80103874206543
6.025152,-9.984164237976074
6.025172,-9.553271293640137
6.025192,-9.505595207214355
6.025212,-9.104418754577637
6.025232,-9.127909660339355
6.025252,-9.198941230773926
6.025272,-8.730545997619629
6.025292,-8.823148727416992
6.025312,-8.632214546203613
6.025332,-8.687874794006348
6.025352,-8.813037872314453
6.025372,-8.27478313446045
6.025392,-8.18280029296875
6.025412,-7.320173263549805
6.025432,-7.557590484619141
6.025452,-7.624366760253906
6.025472,-7.096596717834473
6.025492,-6.822329521179199
6.025512,-5.600803375244141
6.025532,-3.940774917602539
6.025552,-3.722387313842773
6.025572,-3.50911808013916
6.025592,-2.7069692611694336
6.025612,-2.606106758117676
6.025632,-2.7452402114868164
6.025652,-2.9429855346679688
6.025672,-2.634836196899414
6.025692,-2.8631486892700195
6.025712,-2.6828832626342773
6.025732,-2.687131881713867
6.025752,-3.032804489135742
6.025772,-2.665043830871582
6.025792,-2.716376304626465
6.025812,-2.568330764770508
6.025832,-2.686629295349121
6.025852,-2.8959970474243164
6.025872,-2.5902814865112305
6.025892,-2.755698204040528
6.025912,-3.2090463638305664
6.025932,-2.7753782272338867
6.025952,-3.096747398376465
6.025972,-2.688706398010254
6.025992,-2.676736831665039
6.026012,-3.5327587127685547
6.026032,-2.6733531951904297
6.026052,-2.8555822372436523
6.026072,-2.585545539855957
6.026092,-2.807180404663086
6.026112,-3.249300956726074
6.026132,-2.7399044036865234
6.026152,-3.044452667236328
6.026172,-2.587158203125
6.026192,-2.587346076965332
6.026212,-3.645756721496582
6.026232,-2.740139961242676
6.026252,-2.811972618103028
6.026272,-2.508220672607422
6.026292,-2.716456413269043
6.026312,-3.265501022338867
6.026332,-2.7911033630371094
6.026352,-3.023310661315918
6.026372,-2.526069641113281
6.026392,-2.6332550048828125
6.026412,-3.641247749328613
6.026432,-2.6829004287719727
6.026452,-2.8053512573242188
6.026472,-2.499152183532715
6.026492,-2.730733871459961
6.026512,-3.0929088592529297
6.026532,-2.581634521484375
6.026552,-2.96243953704834
6.026572,-2.671873092651367
6.026592,-2.669873237609864
6.026612,-3.631726264953613
6.026632,-2.7347869873046875
6.026652,-2.9411563873291016
6.026672,-2.499331474304199
6.026692,-2.683638572692871
6.026712,-3.232995986938477
6.026732,-2.630055427551269
6.026752,-2.950090408325196
6.026772,-2.660769462585449
6.026792,-2.67305850982666
6.026812,-3.5074234008789062
6.026832,-2.617823600769043
6.026852,-2.8382997512817383
6.026872,-2.5205793380737305
6.026892,-2.758275032043457
6.026912,-3.1904525756835938
6.026932,-2.7481937408447266
6.026952,-2.892297744750977
6.026972,-2.566001892089844
6.026992,-2.697829246520996
6.027012,-3.454803466796875
6.027032,-2.5764389038085938
6.027052,-2.800187110900879
6.027072,-2.5961503982543945
6.027092,-2.642306327819824
6.027112,-3.1439571380615234
6.027132,-2.742706298828125
6.027152,-2.9289255142211914
6.027172,-2.6402502059936523
6.027192,-2.603325843811035
6.027212,-3.5847864151000977
6.027232,-2.5867862701416016
6.027252,-2.9311094284057617
6.027272,-2.4606504440307617
6.027292,-2.6980676651000977
6.027312,-3.264909744262696
6.027332,-2.660348892211914
6.027352,-2.957765579223633
6.027372,-2.65066146850586
6.027392,-2.576657295227051
6.027412,-3.655219078063965
6.027432,-2.721639633178711
6.027452,-2.8097591400146484
6.027472,-2.498660087585449
6.027492,-2.717029571533203
6.027512,-3.2343482971191406
6.027532,-2.8178205490112305
6.027552,-3.0454225540161133
6.027572,-2.563553810119629
6.027592,-2.7480716705322266
6.027612,-3.577347755432129
6.027632,-2.672940254211426
6.027652,-2.853257179260254
6.027672,-2.5910415649414062
6.027692,-2.767195701599121
6.027712,-3.233671188354492
6.027732,-2.871366500854492
6.027752,-3.076332092285156
6.027772,-2.6034536361694336
6.027792,-2.7422189712524414
6.027812,-3.750231742858887
6.027832,-2.712457656860352
6.027852,-2.96881103515625
6.027872,-3.185218811035156
6.027892,-3.048038482666016
6.027912,-5.16512393951416
6.027932,-6.362887382507324
6.027952,-6.751232147216797
6.027972,-5.842279434204102
6.027992,-6.031867980957031
6.028012,-7.381263732910156
6.028032,-7.0863542556762695
6.028052,-7.916461944580078
6.028072,-7.997166633605957
6.028092,-7.971913337707519
6.028112,-8.149641036987305
6.028132,-7.918152809143066
6.028152,-8.550914764404297
6.028172,-8.708643913269043
6.028192,-9.903550148010254
6.028212,-9.941993713378906
6.028232,-9.367173194885254
6.028252,-9.918813705444336
6.028272,-10.064099311828612
6.028292,-10.909655570983888
6.028312,-11.890957832336426
6.028332,-11.381718635559082
6.028352,-11.495290756225586
6.028372,-11.124899864196776
6.028392,-11.414984703063965
6.028412,-12.938215255737305
6.028432,-12.019065856933594
6.028452,-12.239053726196287
6.028472,-11.82406997680664
6.028492,-12.076581954956056
6.028512,-12.658321380615234
6.028532,-12.329214096069336
6.028552,-12.753786087036133
6.028572,-12.593633651733398
6.028592,-12.812273025512695
6.028612,-13.387443542480469
6.028632,-12.591541290283203
6.028652,-12.80270767211914
6.028672,-12.595060348510742
6.028692,-12.80649757385254
6.028712,-13.279172897338867
6.028732,-12.91238021850586
6.028752,-13.287731170654297
6.028772,-12.93185806274414
6.028792,-13.086885452270508
6.028812,-14.284440994262695
6.028832,-13.173778533935549
6.028852,-13.598871231079102
6.028872,-13.35975456237793
6.028892,-13.434537887573242
6.028912,-14.27056884765625
6.028932,-13.603631973266602
6.028952,-13.928691864013672
6.028972,-13.803342819213867
6.028992,-13.729877471923828
6.029012,-14.634649276733398
6.029032,-13.950345993041992
6.029052,-14.242156982421877
6.029072,-14.628570556640623
6.029092,-14.388490676879885
6.029112,-14.520524978637695
6.029132,-14.122554779052734
6.029152,-14.64295768737793
6.029172,-15.321977615356444
6.029192,-14.616582870483398
6.029212,-15.218238830566406
6.029232,-14.44399642944336
6.029252,-14.63197898864746
6.029272,-15.18894386291504
6.029292,-14.603885650634766
6.029312,-15.1317138671875
6.029332,-14.750232696533203
6.029352,-15.103805541992188
6.029372,-15.697088241577148
6.029392,-15.19875144958496
6.029412,-15.784296035766602
6.029432,-14.945615768432615
6.029452,-15.202970504760742
6.029472,-15.739116668701172
6.029492,-15.194091796875
6.029512,-15.735042572021484
6.029532,-15.426464080810549
6.029552,-15.926694869995115
6.029572,-16.358808517456055
6.029592,-15.466272354125977
6.029612,-16.45470428466797
6.029632,-15.75188446044922
6.029652,-16.08055305480957
6.029672,-16.501245498657227
6.029692,-15.719558715820312
6.029712,-16.149633407592773
6.029732,-15.775890350341797
6.029752,-16.15593147277832
6.029772,-16.71575164794922
6.029792,-16.08814239501953
6.029812,-16.84794807434082
6.029832,-15.96222686767578
6.029852,-16.19712257385254
6.029872,-16.78839874267578
6.029892,-16.217985153198242
6.029912,-16.68368911743164
6.029932,-16.32029151916504
6.029952,-16.66750717163086
6.029972,-17.20409393310547
6.029992,-16.461898803710938
6.030012,-17.66999053955078
6.030032,-16.714372634887695
6.030052,-16.68050193786621
6.030072,-17.27123260498047
6.030092,-16.705820083618164
6.030112,-17.359683990478516
6.030132,-17.03368377685547
6.030152,-17.319894790649414
6.030172,-17.537309646606445
6.030192,-16.81110191345215
6.030212,-18.03282165527344
6.030232,-17.210603713989258
6.030252,-17.150331497192383
6.030272,-17.781124114990234
6.030292,-17.252153396606445
6.030312,-17.818552017211914
6.030332,-17.46632957458496
6.030352,-17.82924461364746
6.030372,-18.088245391845703
6.030392,-17.241558074951172
6.030412,-18.45689582824707
6.030432,-17.68330192565918
6.030452,-17.843050003051758
6.030472,-18.262414932250977
6.030492,-17.523908615112305
6.030512,-18.05143928527832
6.030532,-17.664649963378906
6.030552,-18.014013290405273
6.030572,-18.5388126373291
6.030592,-17.903417587280273
6.030612,-18.759990692138672
6.030632,-17.80742073059082
6.030652,-18.10639762878418
6.030672,-18.71255874633789
6.030692,-18.094955444335938
6.030712,-18.75596237182617
6.030732,-18.23933792114257
6.030752,-18.41355323791504
6.030772,-18.95015335083008
6.030792,-18.32648277282715
6.030812,-19.13076972961425
6.030832,-18.28280067443848
6.030852,-18.53069496154785
6.030872,-19.093021392822266
6.030892,-18.508865356445312
6.030912,-19.10751724243164
6.030932,-18.738439559936523
6.030952,-18.788667678833008
6.030972,-19.32642364501953
6.030992,-18.6718978881836
6.031012,-19.54152488708496
6.031032,-18.611892700195312
6.031052,-18.95068359375
6.031072,-19.58184051513672
6.031092,-19.0548095703125
6.031112,-19.59268379211425
6.031132,-19.122154235839844
6.031152,-19.120895385742188
6.031172,-19.67371940612793
6.031192,-19.101327896118164
6.031212,-19.87560272216797
6.031232,-19.08857154846192
6.031252,-19.37486457824707
6.031272,-19.89760398864746
6.031292,-19.147279739379883
6.031312,-19.70982551574707
6.031332,-19.442983627319336
6.031352,-19.67967796325684
6.031372,-20.199586868286133
6.031392,-19.578149795532227
6.031412,-20.28997611999512
6.031432,-19.568437576293945
6.031452,-19.78320503234864
6.031472,-20.104772567749023
6.031492,-19.484004974365234
6.031512,-19.969789505004883
6.031532,-19.5947208404541
6.031552,-19.94270133972168
6.031572,-20.46956825256348
6.031592,-19.872217178344727
6.031612,-20.739961624145508
6.031632,-19.73488044738769
6.031652,-20.122722625732425
6.031672,-20.70906639099121
6.031692,-20.13872337341309
6.031712,-20.51301002502441
6.031732,-19.90359878540039
6.031752,-20.262012481689453
6.031772,-20.77829360961914
6.031792,-20.275129318237305
6.031812,-20.971471786499023
6.031832,-20.14479637145996
6.031852,-20.41578865051269
6.031872,-20.888256072998047
6.031892,-20.19774627685547
6.031912,-20.64875030517578
6.031932,-20.21474266052246
6.031952,-20.50477409362793
6.031972,-20.978036880493164
6.031992,-20.30252456665039
6.032012,-21.430870056152344
6.032032,-20.438106536865234
6.032052,-20.55376243591309
6.032072,-21.12906074523925
6.032092,-20.60762405395508
6.032112,-21.205251693725582
6.032132,-20.828887939453125
6.032152,-20.802553176879883
6.032172,-21.33750915527344
6.032192,-20.7712345123291
6.032212,-21.56578063964844
6.032232,-20.645801544189453
6.032252,-20.975854873657227
6.032272,-21.613231658935547
6.032292,-21.03938674926757
6.032312,-21.539209365844727
6.032332,-22.301626205444336
6.032352,-21.258594512939453
6.032372,-21.879892349243164
6.032392,-20.982271194458008
6.032412,-22.07902908325196
6.032432,-22.51771354675293
6.032452,-21.316688537597656
6.032472,-21.922117233276367
6.032492,-21.13131523132324
6.032512,-21.508419036865234
6.032532,-22.37128448486328
6.032552,-21.45372009277344
6.032572,-21.931922912597656
6.032592,-21.23873519897461
6.032612,-22.256244659423828
6.032632,-22.65086936950684
6.032652,-21.46158027648925
6.032672,-22.188262939453125
6.032692,-21.493209838867188
6.032712,-21.83052062988281
6.032732,-22.691469192504883
6.032752,-21.72374725341797
6.032772,-22.093158721923828
6.032792,-21.387083053588867
6.032812,-22.450693130493164
6.032832,-23.086244583129883
6.032852,-21.844764709472656
6.032872,-22.49382972717285
6.032892,-21.62460708618164
6.032912,-22.072067260742188
6.032932,-22.97864151000977
6.032952,-22.07358932495117
6.032972,-22.633787155151367
6.032992,-21.646032333374023
6.033012,-22.70231819152832
6.033032,-23.290401458740234
6.033052,-22.12065887451172
6.033072,-22.457143783569336
6.033092,-21.845691680908203
6.033112,-22.34018325805664
6.033132,-23.1933536529541
6.033152,-22.36490249633789
6.033172,-22.85175514221192
6.033192,-21.93434333801269
6.033212,-22.946922302246094
6.033232,-23.58040809631348
6.033252,-22.326993942260746
6.033272,-22.702720642089844
6.033292,-22.103853225708008
6.033312,-22.628721237182617
6.033332,-23.616594314575195
6.033352,-22.38343811035156
6.033372,-22.885990142822266
6.033392,-22.15773200988769
6.033412,-23.27322578430176
6.033432,-23.912403106689453
6.033452,-22.641340255737305
6.033472,-23.195056915283203
6.033492,-22.522647857666016
6.033512,-22.78781509399414
6.033532,-23.54918098449707
6.033552,-22.64315223693848
6.033572,-23.203447341918945
6.033592,-22.55413818359375
6.033612,-23.315200805664062
6.033632,-23.931339263916016
6.033652,-22.77925682067871
6.033672,-23.36581039428711
6.033692,-22.70321273803711
6.033712,-23.139204025268555
6.033732,-23.86776351928711
6.033752,-22.818437576293945
6.033772,-23.281997680664062
6.033792,-22.531232833862305
6.033812,-23.47784996032715
6.033832,-24.12380790710449
6.033852,-22.92320251464844
6.033872,-23.51712417602539
6.033892,-22.870216369628903
6.033912,-23.13379669189453
6.033932,-24.008569717407227
6.033952,-23.077592849731445
6.033972,-23.46227264404297
6.033992,-22.712867736816406
6.034012,-23.71405029296875
6.034032,-24.25543975830078
6.034052,-23.00688934326172
6.034072,-23.565162658691406
6.034092,-22.98301696777344
6.034112,-23.49505615234375
6.034132,-24.41935539245605
6.034152,-23.45315361022949
6.034172,-23.81048393249512
6.034192,-22.93808937072754
6.034212,-23.93289566040039
6.034232,-24.536033630371094
6.034252,-23.3607234954834
6.034272,-23.907730102539062
6.034292,-23.069210052490234
6.034312,-23.571941375732425
6.034332,-24.57306861877441
6.034352,-23.44041633605957
6.034372,-24.023231506347656
6.034392,-23.139110565185547
6.034412,-24.25602149963379
6.034432,-24.77029800415039
6.034452,-23.36145401000977
6.034472,-23.9353141784668
6.034492,-23.376697540283203
6.034512,-23.955102920532227
6.034532,-24.52885055541992
6.034552,-23.5698356628418
6.034572,-23.99549102783203
6.034592,-23.332216262817383
6.034612,-24.428096771240234
6.034632,-24.888038635253903
6.034652,-23.55323600769043
6.034672,-24.13181495666504
6.034692,-23.5410270690918
6.034712,-24.006874084472656
6.034732,-24.806108474731445
6.034752,-23.82195854187012
6.034772,-24.24762344360352
6.034792,-23.636817932128903
6.034812,-24.407501220703125
6.034832,-25.047266006469727
6.034852,-23.78975296020508
6.034872,-24.40506172180176
6.034892,-23.76082992553711
