drive_frequency_GHz,power_at_peak_dBm
6.019,-18.394585820328416
6.019008004,-18.378488616294927
6.019016008,-18.398347915758997
6.019024012,-18.356513666725466
6.019032016,-18.356395836392853
6.01904002,-18.36099519044375
6.019048024,-18.346581458027707
6.019056028,-18.32200299208785
6.019064032,-18.32885629562656
6.019072036,-18.330278493176696
6.01908004,-18.293018192980565
6.019088044,-18.30355909979017
6.019096048,-18.293812649946734
6.019104052,-18.288613087616927
6.019112056,-18.251116357797954
6.01912006,-18.286652919265578
6.019128064,-18.248406404262592
6.019136068,-18.246182613800546
6.019144072,-18.226667698055905
6.019152076,-18.251579263821142
6.01916008,-18.19893124988164
6.019168084,-18.21519237531949
6.019176088,-18.20213912724984
6.019184092,-18.20131271366404
6.019192096,-18.160726878914357
6.0192001,-18.190872064590973
6.019208104,-18.16501179733349
6.019216108,-18.149722934345352
6.019224112,-18.14114907967644
6.019232116,-18.15206123458202
6.01924012,-18.12335596380604
6.019248124,-18.108593458533672
6.019256128,-18.124543128211265
6.019264132,-18.101513814334066
6.019272136,-18.08474824900706
6.01928014,-18.08387365277184
6.019288144,-18.092059731507327
6.019296148,-18.04507714121996
6.019304152,-18.062742567669662
6.019312156,-18.05021882645133
6.01932016,-18.047351136725208
6.019328164,-18.006435571459903
6.019336168,-18.04280396645509
6.019344172,-18.00459695173862
6.019352176,-18.002212857257657
6.01936018,-17.981946053336692
6.019368184,-18.00699642998689
6.019376188,-17.95373518643551
6.019384192,-17.968830814804605
6.019392196,-17.95620953254978
6.0194002,-17.95629672691039
6.019408204,-17.913924572446938
6.019416208,-17.944137912315128
6.019424212,-17.917155194737802
6.019432216,-17.903650866583103
6.01944022,-17.89257977955724
6.019448224,-17.906337647799976
6.019456228,-17.871777237188386
6.019464232,-17.863309181913266
6.019472236,-17.87338406586475
6.01948024,-17.853813222114788
6.019488244,-17.832859821145806
6.019496248,-17.83398854139957
6.019504252,-17.839003273012594
6.019512256,-17.799982553861764
6.01952026,-17.807444865288442
6.019528264,-17.802884387984946
6.019536268,-17.79353534024811
6.019544272,-17.758733308558604
6.019552276,-17.790436095484495
6.01956028,-17.753725287418767
6.019568284,-17.74914514435729
6.019576288,-17.73241111441161
6.019584292,-17.754250949200795
6.019592296,-17.700698163897354
6.0196003,-17.71875182522144
6.019608304,-17.702409764872723
6.019616308,-17.70436881973885
6.019624312,-17.658432993964613
6.019632316,-17.69501142771854
6.01964032,-17.65797094839465
6.019648324,-17.653672433684257
6.019656328,-17.634089893893293
6.019664332,-17.656908782612224
6.019672336,-17.608051000801083
6.01968034,-17.616551831470442
6.019688344,-17.609836288010193
6.019696348,-17.60482723154008
6.019704352,-17.566536453473816
6.019712356,-17.59039282525572
6.01972036,-17.569620361373
6.019728364,-17.550651327795418
6.019736368,-17.54291469455773
6.019744372,-17.552884953724433
6.019752376,-17.522021814765374
6.01976038,-17.509127530877265
6.019768384,-17.52196077617477
6.019776388,-17.50270612281525
6.019784392,-17.479159683161612
6.019792396,-17.483180301303427
6.0198004,-17.483648711270575
6.019808404,-17.44625978601664
6.019816408,-17.45322964387547
6.019824412,-17.447940119319753
6.019832416,-17.435452550296112
6.01984042,-17.4032380604407
6.019848424,-17.431576544682567
6.019856428,-17.397735823158925
6.019864432,-17.38958741840295
6.019872436,-17.37645282630388
6.01988044,-17.39334589890388
6.019888444,-17.34279032076816
6.019896448,-17.358957495688053
6.019904452,-17.343664933060772
6.019912456,-17.342573558821304
6.01992046,-17.29893347354668
6.019928464,-17.335267466448954
6.019936468,-17.295978996922013
6.019944472,-17.292735554740787
6.019952476,-17.272172737048358
6.01996048,-17.29625358103975
6.019968484,-17.241959762390152
6.019976488,-17.2587408846945
6.019984492,-17.24251483913019
6.019992496,-17.244013735513644
6.0200005,-17.197855947674068
6.020008504,-17.23114068411372
6.020016508,-17.19653814073297
6.020024512,-17.190750606438808
6.020032516,-17.17091427332223
6.02004052,-17.19395528432691
6.020048524,-17.143158987278625
6.020056528,-17.153400861649803
6.020064532,-17.14308910673682
6.020072536,-17.140657072354507
6.02008054,-17.09768050071035
6.020088544,-17.12727650573429
6.020096548,-17.098536166614917
6.020104552,-17.086778607117232
6.020112556,-17.070766958299807
6.02012056,-17.08862067635318
6.020128564,-17.045621432175217
6.020136568,-17.046318604216633
6.020144572,-17.043984555648834
6.020152576,-17.03575028659362
