5935000000.000000, -70.7751
5935200000.000000, -70.8951
5935400000.000000, -71.0091
5935600000.000000, -70.6393
5935800000.000000, -70.7295
5936000000.000000, -70.9579
5936200000.000000, -70.4950
5936400000.000000, -70.7723
5936600000.000000, -70.6195
5936800000.000000, -70.4697
5937000000.000000, -70.4574
5937200000.000000, -70.3357
5937400000.000000, -70.4779
5937600000.000000, -70.4162
5937800000.000000, -70.3874
5938000000.000000, -70.5050
5938200000.000000, -70.3270
5938400000.000000, -70.0430
5938600000.000000, -70.6415
5938800000.000000, -70.0841
5939000000.000000, -69.9946
5939200000.000000, -70.2230
5939400000.000000, -70.3320
5939600000.000000, -70.1335
5939800000.000000, -69.9923
5940000000.000000, -70.2432
5940200000.000000, -69.9671
5940400000.000000, -69.9957
5940600000.000000, -69.7673
5940800000.000000, -69.9216
5941000000.000000, -69.7489
5941200000.000000, -69.8201
5941400000.000000, -69.6202
5941600000.000000, -69.7832
5941800000.000000, -69.6503
5942000000.000000, -69.7275
5942200000.000000, -69.4212
5942400000.000000, -69.4872
5942600000.000000, -69.6061
5942800000.000000, -69.4834
5943000000.000000, -69.5335
5943200000.000000, -69.4226
5943400000.000000, -69.4213
5943600000.000000, -69.3070
5943800000.000000, -69.4229
5944000000.000000, -69.5236
5944200000.000000, -69.2518
5944400000.000000, -69.2488
5944600000.000000, -69.1171
5944800000.000000, -69.0690
5945000000.000000, -69.1677
5945200000.000000, -69.1600
5945400000.000000, -69.1375
5945600000.000000, -68.8865
5945800000.000000, -69.0654
5946000000.000000, -68.7374
5946200000.000000, -68.8621
5946400000.000000, -68.9623
5946600000.000000, -68.8151
5946800000.000000, -68.7139
5947000000.000000, -68.7355
5947200000.000000, -68.7077
5947400000.000000, -68.6656
5947600000.000000, -68.6947
5947800000.000000, -68.4993
5948000000.000000, -68.4281
5948200000.000000, -68.5094
5948400000.000000, -68.1842
5948600000.000000, -68.2930
5948800000.000000, -68.4007
5949000000.000000, -68.4953
5949200000.000000, -68.0787
5949400000.000000, -68.2639
5949600000.000000, -68.1512
5949800000.000000, -68.1890
5950000000.000000, -68.1359
5950200000.000000, -67.9478
5950400000.000000, -67.8121
5950600000.000000, -67.8008
5950800000.000000, -67.7975
5951000000.000000, -67.9421
5951200000.000000, -68.0210
5951400000.000000, -67.8013
5951600000.000000, -67.6781
5951800000.000000, -67.6319
5952000000.000000, -67.7775
5952200000.000000, -67.4799
5952400000.000000, -67.5649
5952600000.000000, -67.5559
5952800000.000000, -67.4841
5953000000.000000, -67.5122
5953200000.000000, -67.4534
5953400000.000000, -67.3172
5953600000.000000, -67.3368
5953800000.000000, -67.3816
5954000000.000000, -67.3148
5954200000.000000, -67.2500
5954400000.000000, -67.0363
5954600000.000000, -67.3884
5954800000.000000, -67.0138
5955000000.000000, -67.0699
5955200000.000000, -66.9646
5955400000.000000, -67.0422
5955600000.000000, -66.9362
5955800000.000000, -66.9405
5956000000.000000, -66.7253
5956200000.000000, -66.7846
5956400000.000000, -66.8229
5956600000.000000, -66.5931
5956800000.000000, -66.3798
5957000000.000000, -66.5743
5957200000.000000, -66.5620
5957400000.000000, -66.3675
5957600000.000000, -66.4922
5957800000.000000, -66.2177
5958000000.000000, -66.2251
5958200000.000000, -66.2824
5958400000.000000, -66.2749
5958600000.000000, -66.3528
5958800000.000000, -66.0671
5959000000.000000, -66.0468
5959200000.000000, -66.1170
5959400000.000000, -66.0224
5959600000.000000, -65.7833
5959800000.000000, -65.7965
5960000000.000000, -65.8252
5960200000.000000, -65.5784
5960400000.000000, -65.7544
5960600000.000000, -65.6006
5960800000.000000, -65.6829
5961000000.000000, -65.5522
5961200000.000000, -65.5844
5961400000.000000, -65.5217
5961600000.000000, -65.3569
5961800000.000000, -65.3127
5962000000.000000, -65.1868
5962200000.000000, -65.3035
5962400000.000000, -65.3212
5962600000.000000, -65.3596
5962800000.000000, -65.2782
5963000000.000000, -64.9943
5963200000.000000, -65.0505
5963400000.000000, -65.0267
5963600000.000000, -64.9556
5963800000.000000, -64.8507
5964000000.000000, -64.8339
5964200000.000000, -64.8476
5964400000.000000, -64.7556
5964600000.000000, -64.6321
5964800000.000000, -64.8772
5965000000.000000, -64.6023
5965200000.000000, -64.7211
5965400000.000000, -64.5863
5965600000.000000, -64.4045
5965800000.000000, -64.3771
5966000000.000000, -64.4037
5966200000.000000, -64.3930
5966400000.000000, -64.1476
5966600000.000000, -64.2629
5966800000.000000, -64.2089
5967000000.000000, -64.1208
5967200000.000000, -64.0727
5967400000.000000, -64.0399
5967600000.000000, -63.9450
5967800000.000000, -64.1237
5968000000.000000, -63.8120
5968200000.000000, -63.6651
5968400000.000000, -63.6086
5968600000.000000, -63.6465
5968800000.000000, -63.4252
5969000000.000000, -63.5625
5969200000.000000, -63.4782
5969400000.000000, -63.4854
5969600000.000000, -63.4087
5969800000.000000, -63.1997
5970000000.000000, -63.2477
5970200000.000000, -63.1251
5970400000.000000, -63.1682
5970600000.000000, -63.1785
5970800000.000000, -63.0164
5971000000.000000, -63.0362
5971200000.000000, -62.8495
5971400000.000000, -62.8943
5971600000.000000, -62.8758
5971800000.000000, -62.6276
5972000000.000000, -62.7143
5972200000.000000, -62.6052
5972400000.000000, -62.5405
5972600000.000000, -62.5575
5972800000.000000, -62.2615
5973000000.000000, -62.3895
5973200000.000000, -62.3153
5973400000.000000, -62.1718
5973600000.000000, -62.1993
5973800000.000000, -62.1881
5974000000.000000, -62.0858
5974200000.000000, -61.9535
5974400000.000000, -62.0497
5974600000.000000, -61.9361
5974800000.000000, -61.8723
5975000000.000000, -61.7017
5975200000.000000, -61.7561
5975400000.000000, -61.7058
5975600000.000000, -61.5512
5975800000.000000, -61.5900
5976000000.000000, -61.5079
5976200000.000000, -61.4736
5976400000.000000, -61.4292
5976600000.000000, -61.3113
5976800000.000000, -61.2837
5977000000.000000, -61.2361
5977200000.000000, -61.1417
5977400000.000000, -61.0237
5977600000.000000, -60.9380
5977800000.000000, -60.9237
5978000000.000000, -60.9145
5978200000.000000, -60.7839
5978400000.000000, -60.7525
5978600000.000000, -60.6824
5978800000.000000, -60.5700
5979000000.000000, -60.6059
5979200000.000000, -60.4745
5979400000.000000, -60.3470
5979600000.000000, -60.3030
5979800000.000000, -60.2218
5980000000.000000, -60.2349
5980200000.000000, -60.0593
