FFT Frequency [Hz],FFT Magnitude
-27329122.900623407,-123.28736511664643
-27322290.61989825,-121.98899443737169
-27315458.339173097,-119.02534265110077
-27308626.058447942,-122.86960365971663
-27301793.777722783,-123.25454181872999
-27294961.496997632,-123.34531592068356
-27288129.216272473,-123.3545887555467
-27281296.935547315,-123.30974250665582
-27274464.654822163,-122.77130838847404
-27267632.374097005,-123.43233593555885
-27260800.09337185,-123.3283702605121
-27253967.812646694,-123.26945606538035
-27247135.53192154,-123.15397655673605
-27240303.25119638,-123.09753132549518
-27233470.97047123,-123.01896397682603
-27226638.68974607,-122.9103138477614
-27219806.409020912,-122.84663178988241
-27212974.12829576,-122.75296421606215
-27206141.8475706,-122.66648374422536
-27199309.566845447,-122.52822714742729
-27192477.286120296,-122.43911971374501
-27185645.005395137,-122.35253624358181
-27178812.724669978,-122.16130522878723
-27171980.443944827,-122.26961879888499
-27165148.163219668,-122.68072450058126
-27158315.88249451,-115.22357606380805
-27151483.601769358,-120.62628902359963
-27144651.321044203,-121.03061881431384
-27137819.040319044,-125.392511180863
-27130986.759593893,-119.41258128562667
-27124154.478868734,-119.5632034516302
-27117322.198143575,-119.33537628367345
-27110489.917418424,-119.30813712476031
-27103657.636693265,-118.96767299292291
-27096825.35596811,-118.62923685717233
-27089993.075242955,-118.26135222035852
-27083160.7945178,-117.85183433041482
-27076328.51379264,-117.4093117446289
-27069496.233067483,-116.89197271254464
-27062663.95234233,-116.37412222675525
-27055831.671617173,-115.78046467628012
-27048999.390892018,-115.11797995283466
-27042167.110166863,-114.38305278569025
-27035334.829441708,-113.5345949360702
-27028502.54871655,-112.56697270405743
-27021670.267991398,-111.45932165513958
-27014837.98726624,-110.10934783796688
-27008005.70654108,-108.47031871287373
-27001173.42581593,-106.33833171354408
-26994341.14509077,-103.54704066930644
-26987508.864365615,-99.08015265610807
-26980676.583640464,-88.83560109701149
-26973844.302915305,-91.27080328900212
-26967012.022190146,-100.25282454589374
-26960179.741464995,-104.69939795412816
-26953347.460739836,-107.57820172822329
-26946515.18001468,-109.92544212711789
-26939682.899289526,-111.79270011516863
-26932850.61856437,-113.29718003562233
-26926018.337839212,-114.73127307054988
-26919186.05711406,-115.94812487130751
-26912353.776388902,-117.03566868518878
-26905521.495663743,-118.04423161763583
-26898689.214938592,-118.95985813871349
-26891856.934213433,-119.80638473593253
-26885024.65348828,-120.54808603356142
-26878192.372763123,-121.31473706116407
-26871360.09203797,-121.99584466477724
-26864527.81131281,-122.60662070629203
-26857695.53058766,-123.16173231124034
-26850863.2498625,-123.67015825346117
-26844030.96913734,-124.14049216529249
-26837198.68841219,-124.32089674389401
-26830366.40768703,-124.52556690914628
-26823534.126961876,-124.43335168197697
-26816701.846236717,-124.42811192631042
-26809869.565511566,-123.04791290998762
-26803037.284786407,-119.70438487766253
-26796205.00406125,-94.31287659115752
-26789372.723336097,-129.58674775820342
-26782540.44261094,-151.8762886198433
-26775708.161885783,-129.2123714383277
-26768875.88116063,-146.72255216964064
-26762043.600435473,-146.76221713450894
-26755211.319710314,-143.7207316895832
-26748379.038985163,-143.45402079103684
-26741546.758260004,-142.8855074276875
-26734714.47753485,-142.86052096179517
-26727882.196809694,-143.56742786870117
-26721049.91608454,-143.8179073533335
-26714217.63535938,-144.29610444725168
-26707385.35463423,-145.14137815094477
-26700553.07390907,-145.78696865688067
-26693720.79318391,-146.77686531940302
-26686888.51245876,-148.48938498161937
-26680056.2317336,-146.87438818990776
-26673223.951008447,-151.1031739136885
-26666391.67028329,-155.15665636065913
-26659559.389558136,-164.01689058933
-26652727.108832978,-145.3940516320617
-26645894.828107826,-138.15896248653522
-26639062.547382668,-125.28748402845798
-26632230.26665751,-136.2045846575629
-26625397.985932358,-126.76639554224296
-26618565.705207203,-114.27164286117323
-26611733.424482044,-112.18808405013249
-26604901.143756893,-119.8829004944717
-26598068.863031734,-122.67673967295084
-26591236.582306575,-124.50944945205678
-26584404.301581424,-125.15006367625446
-26577572.020856265,-125.6354380509235
