FFT Frequency [Hz],FFT Magnitude
-27329122.900623407,-77.79334475973957
-27322290.61989825,-77.80784046324177
-27315458.339173097,-77.78485214449084
-27308626.058447942,-77.78359995052992
-27301793.777722783,-77.77795792810882
-27294961.496997632,-77.79000720321177
-27288129.216272473,-77.7927857119649
-27281296.935547315,-77.81331299650081
-27274464.654822163,-77.78861087150787
-27267632.374097005,-77.82349721579344
-27260800.09337185,-77.77693531225758
-27253967.812646694,-77.81049288639569
-27247135.53192154,-77.80209893144274
-27240303.25119638,-77.81707263606053
-27233470.97047123,-77.81076696899747
-27226638.68974607,-77.8258408917225
-27219806.409020912,-77.828819123856
-27212974.12829576,-77.81487430097945
-27206141.8475706,-77.81820348591226
-27199309.566845447,-77.81773011334883
-27192477.286120296,-77.78566771614479
-27185645.005395137,-77.82182624445237
-27178812.724669978,-77.83309378746888
-27171980.443944827,-77.80743832068788
-27165148.163219668,-77.80512518245916
-27158315.88249451,-77.84593746495293
-27151483.601769358,-77.85581135596394
-27144651.321044203,-77.89736642072504
-27137819.040319044,-77.8227622969247
-27130986.759593893,-77.81606866618897
-27124154.478868734,-77.81977946913955
-27117322.198143575,-77.78532889704938
-27110489.917418424,-77.80960259663647
-27103657.636693265,-77.79971431438324
-27096825.35596811,-77.84125672901797
-27089993.075242955,-77.82379177931455
-27083160.7945178,-77.82042902559964
-27076328.51379264,-77.84204109229977
-27069496.233067483,-77.80335430394403
-27062663.95234233,-77.79841528894272
-27055831.671617173,-77.82365895270532
-27048999.390892018,-77.84279215236259
-27042167.110166863,-77.87357240804391
-27035334.829441708,-77.84104906671585
-27028502.54871655,-77.8171422453069
-27021670.267991398,-77.83419486559904
-27014837.98726624,-77.8423443529277
-27008005.70654108,-77.83065109157717
-27001173.42581593,-77.81749053992719
-26994341.14509077,-77.90757441122362
-26987508.864365615,-77.87203027046922
-26980676.583640464,-77.83906734790715
-26973844.302915305,-77.81172614055112
-26967012.022190146,-77.82720291353465
-26960179.741464995,-77.80116170572802
-26953347.460739836,-77.83002963895439
-26946515.18001468,-77.82296144260822
-26939682.899289526,-77.85862682410257
-26932850.61856437,-77.84496147398201
-26926018.337839212,-77.82861928890658
-26919186.05711406,-77.86064044733843
-26912353.776388902,-77.87736516851288
-26905521.495663743,-77.8444788226819
-26898689.214938592,-77.87137307479911
-26891856.934213433,-77.82413808661083
-26885024.65348828,-77.76731410437544
-26878192.372763123,-77.85258039833239
-26871360.09203797,-77.87322425650137
-26864527.81131281,-77.83344494167282
-26857695.53058766,-77.86463478911966
-26850863.2498625,-77.79979950736924
-26844030.96913734,-77.91893487262361
-26837198.68841219,-77.86487812727214
-26830366.40768703,-77.88504735036898
-26823534.126961876,-77.87003765713477
-26816701.846236717,-77.8842465300513
-26809869.565511566,-77.90748661146174
-26803037.284786407,-77.88047957959904
-26796205.00406125,-77.89604541819809
-26789372.723336097,-77.89504920356426
-26782540.44261094,-77.84359985202288
-26775708.161885783,-77.87535694913602
-26768875.88116063,-77.90313372120464
-26762043.600435473,-77.86258741934502
-26755211.319710314,-77.84048916130115
-26748379.038985163,-77.8598917061483
-26741546.758260004,-77.86842989270328
-26734714.47753485,-77.88763431439409
-26727882.196809694,-77.86489579111863
-26721049.91608454,-77.88026676550827
-26714217.63535938,-77.91239804471118
-26707385.35463423,-77.88988586896116
-26700553.07390907,-77.8860098143514
-26693720.79318391,-77.88789408210917
-26686888.51245876,-77.94147829929203
-26680056.2317336,-77.88336733248427
-26673223.951008447,-77.91590533333269
-26666391.67028329,-77.89685051428346
-26659559.389558136,-77.93473587787258
-26652727.108832978,-77.87889945915464
-26645894.828107826,-77.903872679337
-26639062.547382668,-77.87267314920948
-26632230.26665751,-77.90030189862821
-26625397.985932358,-77.89429132446925
-26618565.705207203,-77.90889352505546
-26611733.424482044,-77.87019759415581
-26604901.143756893,-77.92110709261058
-26598068.863031734,-77.94105358096671
-26591236.582306575,-78.05626962533033
-26584404.301581424,-77.80943324395747
-26577572.020856265,-77.89869244650055
-26570739.74013111,-77.8950962227948
-26563907.45940595,-77.86158276075983
-26557075.1786808,-77.87467973302495
-26550242.89795564,-77.89675044714417
-26543410.617230482,-77.92069859352875
-26536578.33650533,-77.88290583544415
-26529746.055780172,-77.91439919433164
-26522913.775055017,-77.91283549057597
-26516081.494329862,-77.89440480875666
-26509249.213604707,-77.8965555755199
-26502416.93287955,-77.90997763189839
-26495584.652154397,-77.91551640327684
-26488752.37142924,-77.92139442313234
-26481920.09070408,-77.91101395973098
-26475087.80997893,-77.91892971036711
-26468255.52925377,-77.89977773563011
-26461423.248528615,-77.92816177344963
-26454590.967803463,-77.8832239520641
-26447758.687078305,-77.94543232907031
-26440926.406353146,-77.89556524373695
-26434094.125627995,-77.91896702431997
-26427261.844902836,-77.89770120977207
-26420429.564177677,-77.92425652946451
-26413597.283452526,-77.89783695113752
-26406765.00272737,-77.91212602820978
-26399932.722002212,-77.91070074304871
-26393100.44127706,-77.91464610455097
-26386268.160551902,-77.91400526406568
-26379435.879826743,-77.95869871078807
-26372603.59910159,-77.92958454655565
-26365771.318376433,-77.91546263095158
-26358939.037651278,-77.93232720307225
-26352106.756926123,-77.94879735182764
-26345274.476200968,-77.8897406994716
-26338442.19547581,-77.88298737955039
-26331609.914750654,-77.79302804546904
-26324777.6340255,-77.95444834291362
-26317945.35330034,-77.94947669675531
-26311113.072575185,-77.94065718015872
-26304280.79185003,-77.9762851483207
-26297448.511124875,-77.9568057618987
-26290616.23039972,-77.96475483884778
-26283783.949674565,-77.92030821327545
-26276951.668949407,-77.95137247845419
-26270119.38822425,-77.94818712815712
-26263287.107499097,-77.93628652375085
-26256454.826773938,-77.96603669768463
-26249622.546048786,-77.97124629689542
-26242790.265323628,-77.94420942895705
-26235957.984598473,-77.93905702344817
-26229125.703873318,-77.90498194418889
-26222293.42314816,-77.94127297378995
-26215461.142423004,-77.97768878663439
-26208628.86169785,-77.95944485704412
-26201796.580972694,-77.93860713441995
-26194964.30024754,-77.95554861821823
-26188132.019522384,-77.95344276718825
-26181299.738797225,-77.90684131566242
-26174467.45807207,-77.93071343210266
-26167635.177346915,-77.94864701444352
-26160802.896621756,-77.987339837836
-26153970.6158966,-77.9546108690679
-26147138.335171446,-78.01903820681406
-26140306.05444629,-77.98278406245899
-26133473.773721136,-77.9796646039345
-26126641.49299598,-77.95102797641132
-26119809.212270822,-77.97102538030175
-26112976.931545667,-77.98224833519397
-26106144.65082051,-77.9645425873057
-26099312.370095354,-77.96603027088871
-26092480.0893702,-77.99293270906763
-26085647.808645044,-77.99502324251787
