FFT Frequency [Hz],FFT Magnitude
-27329122.900623407,-98.90168555406242
-27322290.61989825,-98.66772285762099
-27315458.339173097,-98.90402103131365
-27308626.058447942,-98.52366640395812
-27301793.777722783,-98.72417365596891
-27294961.496997632,-98.67743007073136
-27288129.216272473,-98.50548994763385
-27281296.935547315,-98.70512993958171
-27274464.654822163,-98.47330557735488
-27267632.374097005,-98.80399773414817
-27260800.09337185,-98.71540034985242
-27253967.812646694,-98.72492496811715
-27247135.53192154,-98.555174736992
-27240303.25119638,-98.33922607018187
-27233470.97047123,-98.22441200651136
-27226638.68974607,-98.65141279603094
-27219806.409020912,-97.92414309394609
-27212974.12829576,-98.09751551214666
-27206141.8475706,-101.60585496051934
-27199309.566845447,-99.16708054011704
-27192477.286120296,-100.6461831656118
-27185645.005395137,-99.49050530908586
-27178812.724669978,-97.60946227604157
-27171980.443944827,-100.36408896829437
-27165148.163219668,-94.40901177981196
-27158315.88249451,-99.25415040698016
-27151483.601769358,-98.63542972912236
-27144651.321044203,-98.80397305285283
-27137819.040319044,-97.68201688659045
-27130986.759593893,-98.18519890329272
-27124154.478868734,-98.35301586649108
-27117322.198143575,-98.14701760001523
-27110489.917418424,-97.9162326750446
-27103657.636693265,-97.03851398470417
-27096825.35596811,-97.67959431415967
-27089993.075242955,-97.51788723510433
-27083160.7945178,-97.71022042493166
-27076328.51379264,-98.52653373746406
-27069496.233067483,-98.92982226355512
-27062663.95234233,-99.85916872764912
-27055831.671617173,-97.53831966788992
-27048999.390892018,-97.772691485319
-27042167.110166863,-97.25398760056268
-27035334.829441708,-96.63670126574692
-27028502.54871655,-97.04125373448844
-27021670.267991398,-96.29083920213512
-27014837.98726624,-98.12846691171475
-27008005.70654108,-97.53685313015033
-27001173.42581593,-96.84725249277379
-26994341.14509077,-97.23046937747726
-26987508.864365615,-96.80464335770824
-26980676.583640464,-95.48292397849013
-26973844.302915305,-98.04837327923909
-26967012.022190146,-99.7012459095064
-26960179.741464995,-97.46633944046417
-26953347.460739836,-97.94212903318223
-26946515.18001468,-98.86483499863799
-26939682.899289526,-98.61451531939656
-26932850.61856437,-99.97597970326237
-26926018.337839212,-99.5498615942911
-26919186.05711406,-98.18481454727245
-26912353.776388902,-98.44083345803818
-26905521.495663743,-98.06082954402258
-26898689.214938592,-98.50283900476776
-26891856.934213433,-98.35899673400048
-26885024.65348828,-98.53377593321318
-26878192.372763123,-98.22541348544095
-26871360.09203797,-98.45669079455436
-26864527.81131281,-98.10941769976871
-26857695.53058766,-98.10219331020596
-26850863.2498625,-98.49038930781624
-26844030.96913734,-98.20046754950425
-26837198.68841219,-98.1892320407224
-26830366.40768703,-98.38449148359508
-26823534.126961876,-98.2684887369733
-26816701.846236717,-98.379025820751
-26809869.565511566,-98.19138142713713
-26803037.284786407,-98.47204764673307
-26796205.00406125,-98.2055497454563
-26789372.723336097,-98.1270274009011
-26782540.44261094,-98.26220754518744
-26775708.161885783,-98.39997562952261
-26768875.88116063,-98.46041714996964
-26762043.600435473,-98.18709527043923
-26755211.319710314,-98.56317254335343
-26748379.038985163,-98.25564547722722
-26741546.758260004,-98.07286015369942
-26734714.47753485,-98.04166818103269
-26727882.196809694,-98.24663243752406
-26721049.91608454,-98.30754527538542
-26714217.63535938,-97.99440532257893
-26707385.35463423,-98.78530164195621
-26700553.07390907,-98.47489589956028
-26693720.79318391,-98.03298177025867
