FFT Frequency [Hz],FFT Magnitude
-27329122.900623407,-79.59438042078395
-27322290.61989825,-78.85110999113454
-27315458.339173097,-79.62713423921706
-27308626.058447942,-79.2388328647955
-27301793.777722783,-79.5323864720237
-27294961.496997632,-79.59517740941232
-27288129.216272473,-79.40250701836815
-27281296.935547315,-79.5198193398172
-27274464.654822163,-79.50858876030611
-27267632.374097005,-79.330994240713
-27260800.09337185,-79.52897388566255
-27253967.812646694,-78.85319538923979
-27247135.53192154,-78.5063176574831
-27240303.25119638,-79.14017206373634
-27233470.97047123,-79.32336850486571
-27226638.68974607,-79.5072510662342
-27219806.409020912,-79.29027347978017
-27212974.12829576,-79.62801106596243
-27206141.8475706,-79.82867284933593
-27199309.566845447,-79.1496093459379
-27192477.286120296,-79.26639613715984
-27185645.005395137,-79.34443827376884
-27178812.724669978,-78.93198757912545
-27171980.443944827,-79.54426439997324
-27165148.163219668,-79.53178990499111
-27158315.88249451,-79.94468072941025
-27151483.601769358,-79.28803206420498
-27144651.321044203,-78.51867102126705
-27137819.040319044,-79.36426808398778
-27130986.759593893,-79.1331757934042
-27124154.478868734,-79.67826599957807
-27117322.198143575,-79.5726552063957
-27110489.917418424,-79.3456621965539
-27103657.636693265,-78.78541572933666
-27096825.35596811,-79.74761530340923
-27089993.075242955,-79.09207845230625
-27083160.7945178,-79.33988651978305
-27076328.51379264,-79.48062906679502
-27069496.233067483,-78.85883769596978
-27062663.95234233,-79.78879103747754
-27055831.671617173,-79.23763962953542
-27048999.390892018,-79.04141313671043
-27042167.110166863,-79.40452254244894
-27035334.829441708,-78.9989722273975
-27028502.54871655,-79.04142195421878
-27021670.267991398,-79.01115212298413
-27014837.98726624,-79.26628058714098
-27008005.70654108,-79.39123268696763
-27001173.42581593,-79.64897404938274
-26994341.14509077,-78.91036231798127
-26987508.864365615,-79.30720909780806
-26980676.583640464,-78.9385928947778
-26973844.302915305,-79.4168530190978
-26967012.022190146,-78.95249726977303
-26960179.741464995,-79.45404930477292
-26953347.460739836,-79.45484025100428
-26946515.18001468,-79.2827058047241
-26939682.899289526,-79.10675697760838
-26932850.61856437,-79.21100525455967
-26926018.337839212,-79.1955375967723
-26919186.05711406,-79.26916642766311
-26912353.776388902,-79.25249022505855
-26905521.495663743,-79.2026344914604
-26898689.214938592,-79.62226189152106
-26891856.934213433,-79.18534253524109
-26885024.65348828,-79.46555142126053
-26878192.372763123,-79.07077110383482
-26871360.09203797,-79.49254138288407
-26864527.81131281,-79.5222505646293
-26857695.53058766,-79.13747494346535
-26850863.2498625,-79.72239758071652
-26844030.96913734,-79.60660000717742
-26837198.68841219,-79.07038655642123
-26830366.40768703,-79.29626749789242
-26823534.126961876,-79.34418769164641
-26816701.846236717,-79.01414106331227
-26809869.565511566,-79.24892476689344
-26803037.284786407,-79.382116816497
-26796205.00406125,-79.17830043789732
-26789372.723336097,-79.60985081896725
-26782540.44261094,-78.85643422508129
-26775708.161885783,-79.40676604404787
-26768875.88116063,-79.00394722661767
-26762043.600435473,-79.1578539697469
-26755211.319710314,-79.1928020325769
-26748379.038985163,-79.46884616605652
-26741546.758260004,-78.78096761352937
-26734714.47753485,-79.04635453292397
-26727882.196809694,-79.11631285272921
-26721049.91608454,-78.9424147018517
-26714217.63535938,-79.09257837439081
-26707385.35463423,-79.12878942161312
-26700553.07390907,-79.4680409706818
-26693720.79318391,-79.27860732882915
-26686888.51245876,-79.18906551146196
-26680056.2317336,-79.40290012758774
-26673223.951008447,-79.18299717097861
-26666391.67028329,-79.17491762379197
-26659559.389558136,-79.46233554070125
-26652727.108832978,-79.12307563904126
-26645894.828107826,-79.13786259105974
-26639062.547382668,-79.3545852619785
-26632230.26665751,-79.14750729055596
-26625397.985932358,-78.85908025237269
-26618565.705207203,-79.25709962768714
-26611733.424482044,-79.15324125907924
-26604901.143756893,-79.01071755990228
-26598068.863031734,-79.16008057620759
-26591236.582306575,-79.13231824508392
-26584404.301581424,-79.29296149316394
-26577572.020856265,-78.77147343497255
-26570739.74013111,-79.22406981715
-26563907.45940595,-79.25723738725405
-26557075.1786808,-79.3860808750098
-26550242.89795564,-79.04411027217499
