time,alpha_2_real,alpha_2_imag
0.00022990804827609197,-24655153.16127906,20199932.446354877
0.00023002300230023,-32292651.40754998,-4234882.289786562
0.00023013795632436805,-19486642.488802135,-27131255.07270094
0.0002302529103485061,3666134.4281926844,-33634858.26032862
0.00023036786437264414,22655953.1526229,-25051068.464682847
0.00023048281839678218,32015937.963282682,-9526426.89430969
0.00023059777242092025,32148937.97116971,6989345.337664208
0.0002307127264450583,24454806.243238904,21218022.11114642
0.00023082768046919633,9860846.572153935,30333184.68541763
0.00023094263449333438,-9833859.12052347,30143929.949586824
0.00023105758851747242,-27930663.9054564,15551324.973177297
0.00023117254254161046,-31097478.606962334,-10259027.565915912
0.0002312874965657485,-14550018.980322503,-30224588.49982245
0.00023140245058988655,8661508.513434764,-32757840.208966605
0.00023151740461402462,25644956.14544835,-21897445.503610954
0.00023163235863816266,32799664.525839582,-5747921.889783282
0.0002317473126623007,31054427.565734856,10485061.841006719
0.00023186226668643874,21705242.25606955,23806518.880564507
0.0002319772207105768,5754254.740166595,31299234.127941445
0.00023209217473471483,-14457404.702760868,28213443.270821303
0.00023220712875885287,-30408253.589099538,10262666.805258593
0.00023232208278299094,-28820269.44511678,-15953386.906936454
0.00023243703680712898,-9295053.71216992,-32358817.90395366
0.00023255199083126703,13282177.599877432,-31151117.952651944
0.00023266694485540507,28093940.032317765,-18465048.248759843
0.0002327818988795431,33109086.462100808,-1968080.03501813
0.00023289685290368115,29550044.93208564,13824058.85340745
0.0002330118069278192,18670978.596795835,26153660.14611681
0.00023312676095195724,1399585.3346501244,31744743.436319277
0.0002332417149760953,-18895399.161571704,25530086.727767657
0.00023335666900023335,-31954141.42114141,4507332.838375067
0.0002334716230243714,-25579209.702556945,-21081088.01853724
0.00023358657704850944,-3935237.600125297,-33521334.003609452
0.00023370153107264748,17453239.07427555,-28960716.221302487
0.00023381648509678552,30037744.7018597,-14873642.492497543
0.00023393143912092356,33000412.231362607,1755436.6649479736
0.0002340463931450616,27737916.06432527,17002099.429145943
0.00023416134716919968,15299341.247959148,28164058.230787937
0.00023427630119333772,-3133262.130558134,31564089.52792516
0.00023439125521747576,-23003015.84812755,22005496.77803726
0.0002345062092416138,-32447392.002852373,-1537779.8382367902
0.00023462116326575185,-21500696.625591323,-25470677.17826848
0.0002347361172898899,1379538.6782885753,-33788344.60589904
0.00023485107131402793,21180355.59918266,-26346555.107196953
0.00023496602533816597,31525438.871142715,-11184380.257927766
0.00023508097936230404,32507135.296189327,5408776.879702515
0.00023519593338644208,25540269.04785073,19979546.37606404
0.00023531088741058013,11586198.95597019,29755931.704526298
0.00023542584143471817,-7773647.649061002,30738954.195141524
0.0002355407954588562,-26567119.945299823,17677612.137008324
0.00023565574948299425,-31750953.35019925,-7627522.29253442
0.0002357707035071323,-16774050.702291958,-28977114.89974127
0.00023588565753127037,6501440.079299029,-33245859.168913573
0.0002360006115554084,24393053.906659607,-23327123.876240954
0.00023611556557954645,32510970.170379397,-7415980.672380205
0.0002362305196036845,31581352.45347528,8959482.402046418
0.00023634547362782254,22944068.27910547,22686037.435015943
0.00023646042765196058,7599599.768565558,30935744.81753671
0.00023657538167609862,-12433952.337450795,29149109.01569938
0.00023669033570023666,-29417874.523030434,12673580.281789258
0.00023680528972437473,-29953408.54454466,-13491666.151860427
0.00023692024374851278,-11645340.424998093,-31533493.98829649
0.00023703519777265082,11283798.140179453,-31927458.115784824
0.00023715015179678886,27061525.60085442,-19996548.808989745
0.0002372651058209269,33013396.894639526,-3632751.137435497
0.00023738005984506495,30250926.362573974,12364811.643760849
0.000237495013869203,20067871.027044952,25165007.007846754
0.00023760996789334103,3352828.7964183884,31624754.327914976
0.0002377249219174791,-16962840.896364175,26819453.06694812
0.00023783987594161714,-31413100.77027769,7110144.256270936
0.00023795482996575519,-27137375.853602316,-18896892.554013293
0.00023806978398989323,-6313054.687013122,-33117598.279359248
0.00023818473801403127,15661278.850384112,-29986645.38444299
0.0002382996920381693,29241083.011676997,-16481501.692640394
0.00023841464606230736,33104709.607848972,114905.8859091727
0.0002385296000864454,28603800.35073987,15626445.70956305
0.00023864455411058347,16833191.799819574,27323932.707105502
0.0002387595081347215,-1110424.1818281796,31717033.45739327
0.00023887446215885955,-21246547.580068752,23660454.236892603
0.0002389894161829976,-32373273.84843791,1153200.3202421535
0.00023910437020713564,-23392069.126320112,-23635548.795935463
0.00023921932423127368,-949241.2211680952,-33782938.31579629
0.00023933427825541172,19606235.471832402,-27572446.166053265
0.0002394492322795498,30943222.106037427,-12833502.648958843
0.00023956418630368783,32788336.570968878,3806116.5984083023
0.00023967914032782588,26553588.966968574,18691881.070203584
0.00023979409435196392,13254223.95668675,29088974.52726465
0.00023990904837610196,-5714802.848759837,31192906.857214004
0.00024002400240024,-25056705.3718979,19683028.04183983
0.00024013895642437805,-32184561.851604022,-4951646.481902193
0.0002402539104485161,-18924579.914238602,-27536459.20841071
0.00024036886447265416,4271128.629178551,-33590477.28581056
0.0002404838184967922,23035099.85402742,-24703756.306588136
0.00024059877252093024,32129049.475918792,-9086042.44957603
0.0002407137265450683,32032239.372328613,7402481.579874494
0.00024082868056920633,24118917.914954282,21507924.021146588
0.00024094363459334437,9401285.875221658,30475007.975068316
0.00024105858861748241,-10381514.278415414,29939010.731214747
0.00024117354264162046,-28249865.3162403,14975743.906006426
0.00024128849666575853,-30885692.64335227,-10933191.27301817
0.00024140345068989657,-13959030.65783116,-30517169.780634373
0.0002415184047140346,9202455.557374554,-32582098.075732987
0.00024163335873817265,25927709.920876704,-21489628.348327186
0.0002417483127623107,32832061.1311993,-5305227.201783194
0.00024186326678644874,30878290.164214443,10870539.294176651
0.00024197822081058678,21401610.271738373,24112995.338717096
0.00024209317483472482,5267179.145384174,31391884.72484933
0.0002422081288588629,-14974973.71724304,27956138.32498405
0.00024232308288300094,-30666871.843633737,9645355.210303893
0.00024243803690713898,-28520137.053061992,-16574747.557936046
0.00024255299093127702,-8692591.518823544,-32532068.424794175
0.00024266794495541506,13773892.223328969,-30915122.484491706
0.0002427828989795531,28343835.018111203,-18067117.047323942
0.00024289785300369115,33125739.83835139,-1542837.1847040039
0.00024301280702782922,29398456.104244515,14207983.202523626
0.00024312776105196726,18307578.980988972,26410244.809212476
0.0002432427150761053,889141.5252457664,31744519.620176487
0.00024335766910024335,-19397319.51348272,25161970.511765663
0.0002434726231243814,-32077306.348191276,3823021.5068399813
0.00024358757714851943,-25147561.48483564,-21631079.381970953
0.00024370253117265747,-3314506.3536636624,-33605493.56535963
0.00024381748519679552,17927222.925894044,-28716889.28937854
0.00024393243922093358,30261699.548113562,-14470758.711168421
0.00024404739324507163,32988779.420227524,2180008.280350265
0.00024416234726920967,27501232.496754676,17357906.453235425
0.0002442773012933477,14867732.355032384,28340145.393070243
0.00024439225531748575,-3660789.4347444735,31510453.8108358
0.0002445072093416238,-23427095.44880016,21532131.510566466
0.00024462216336576184,-32392911.40488357,-2248590.1248609005
0.0002447371173898999,-20973264.594385356,-25915278.572748713
0.0002448520714140379,1987371.0979198515,-33781726.12240405
0.000244967025438176,21576162.95933408,-26014106.614917897
0.000245081979462314,31654695.105343208,-10748043.079939356
0.0002451969334864521,32404912.296452805,5822666.348001247
0.00024531188751059015,25227366.87194709,20281959.210247662
0.00024542684153472816,11149333.520074198,29923523.01506303
0.00024554179555886623,-8317929.549109117,30584535.93265593
0.00024565674958300425,-26925804.034598455,17142571.27174204
0.0002457717036071423,-31604989.21462498,-8312617.669902123
0.00024588665763128033,-16207393.659954228,-29315127.711731035
0.0002460016116554184,7055292.291876745,-33101880.43683439
0.0002461165656795564,24698472.289118588,-22930576.050875366
0.0002462315197036945,32566182.491942655,-6974514.515785638
0.00024634647372783256,31431375.57802023,9352102.625593608
0.0002464614277519706,22665804.924449664,23008056.614986025
0.00024657638177610864,7128307.703890063,31053614.795084726
0.00024669133580024666,-12955572.364707535,28936480.99057911
0.00024680628982438473,-29730511.712561343,12081745.228882575
0.00024692124384852274,-29706033.23892867,-14143993.788527368
0.0002470361978726608,-11045685.830978556,-31762181.72196785
0.0002471511518967989,11806984.768301534,-31732745.54065848
0.0002472661059209369,27350827.94372633,-19615855.531393558
0.00024738105994507497,33063212.745732903,-3205179.8549875095
0.000247496013969213,30116616.35873332,12758397.100515023
0.00024761096799335105,19711953.704045948,25432675.608758353
0.00024772592201748907,2847456.0897231,31651591.42350292
0.00024784087604162714,-17484228.031357467,26504548.19335749
0.0002479558300657652,-31570486.658261515,6438098.904450931
0.0002480707840899032,-26745777.233310744,-19478950.84277489
0.0002481857381140413,-5694015.105441329,-33248524.95295717
0.0002483006921381793,16152806.396165151,-29767554.598803904
0.0002484156461623174,29482591.457790427,-16085387.660582803
0.0002485306001864554,33106788.105646696,539332.7108419063
0.00024864555421059346,28378120.265317023,15984706.899826366
0.0002487605082347315,16419451.205055328,27517242.3285105
0.00024887546225886955,-1627602.8145452961,31695757.06914443
0.0002489904162830076,-21687826.988298234,23236085.39255203
0.00024910537030714563,-32379469.592042234,458021.292282206
0.0002492203243312837,-22907602.94656,-24115424.146965228
0.0002493352783554217,-344920.56768536847,-33811386.4567617
0.0002494502323795598,20013938.141436003,-27254487.866373535
0.0002495651864036978,31085197.075207617,-12402335.903099097
0.00024968014042783587,32701085.58632233,4218650.418259751
0.00024979509445197394,26268838.00905607,19005886.09191263
0.00024991004847611196,12844545.06716511,29283233.686445486
0.00025002500250025,-6248191.525607826,31083515.928947646
0.00025013995652438804,-25455279.3019265,19178898.491309803
0.0002502549105485261,-32106871.62147251,-5636311.931576518
0.0002503698645726641,-18384320.943535488,-27923397.20056107
0.0002504848185968022,4839218.273920229,-33485198.330565915
0.00025059977262094027,23368347.63116686,-24325679.015190408
0.0002507147266450783,32214093.303346958,-8648982.89616993
0.00025082968066921635,31911219.327413846,7802066.441821796
0.00025094463469335437,23864312.526842874,21843601.559699632
0.00025105958871749244,8944607.599432882,30614219.632991016
0.00025117454274163045,-10904073.826695686,29764639.64159454
0.0002512894967657685,-28607070.112411767,14413896.301857984
0.00025140445078990654,-30688074.51709056,-11607930.962864563
0.0002515194048140446,-13369635.442965819,-30799630.67330061
0.0002516343588381827,9751525.840385884,-32430726.275529265
0.0002517493128623207,26252339.37150479,-21128891.9554135
0.00025186426688645876,32912638.47946138,-4878864.609827132
0.0002519792209105968,30760787.116734434,11270767.029283267
0.00025209417493473485,21055863.84050206,24390921.445708234
0.00025220912895887286,4770747.500457175,31444355.250508398
0.00025232408298301093,-15506553.69058308,27682597.63121319
0.000252439037007149,-30862093.813936003,8984340.482307086
0.000252553991031287,-28165038.95717107,-17188820.042328794
0.0002526689450554251,-8071980.4056191165,-32709830.362479668
0.0002527838990795631,14287551.629892055,-30716731.302562267
0.00025289885310370117,28604644.9845564,-17671291.06677274
0.0002530138071278392,33141386.69723629,-1112519.8382568643
0.00025312876115197725,29184143.470491238,14575759.342610708
0.00025324371517611527,17908192.432766184,26624841.226221073
0.00025335866920025334,377020.3910889169,31755079.82761843
0.0002534736232243914,-19864816.25477613,24771369.703327984
0.0002535885772485294,-32148271.561200835,3132812.2693183236
0.0002537035312726675,-24699864.197664857,-22156504.254937936
0.0002538184852968055,-2700323.086468054,-33671602.17593054
0.0002539334393209436,18358006.488131847,-28407525.32794866
0.0002540483933450816,30421301.89246766,-14034027.121332414
