time,alpha_2_real,alpha_2_imag
0.00022990804827609197,-31176456.333602093,-11489013.151743108
0.00023002300230023,-31190404.062228143,-11495804.629095694
0.00023013795632436805,-31172618.298189804,-11487141.668441838
0.0002302529103485061,-31176813.371793475,-11489183.164760787
0.00023036786437264414,-31161029.181647256,-11481496.546600604
0.00023048281839678218,-31160670.998013597,-11481320.19955011
0.00023059777242092025,-31155971.572945926,-11479032.463162899
0.0002307127264450583,-31160626.49174559,-11481297.67773103
0.00023082768046919633,-31168960.89088576,-11485356.115595441
0.00023094263449333438,-31172054.729553748,-11486862.139476571
0.00023105758851747242,-31179670.030713174,-11490569.378565637
0.00023117254254161046,-31180721.860082544,-11491082.056695541
0.0002312874965657485,-31186553.661439322,-11493922.403633349
0.00023140245058988655,-31170244.856020518,-11485984.90449847
0.00023151740461402462,-31178184.79804379,-11489851.055950165
0.00023163235863816266,-31141619.537876636,-11472044.005847985
0.0002317473126623007,-31158126.009895474,-11480089.242506986
0.00023186226668643874,-31157801.97551051,-11479928.89877003
0.0002319772207105768,-31160056.063079834,-11481026.7933559
0.00023209217473471483,-31164368.463932224,-11483124.919186287
0.00023220712875885287,-31174088.092367012,-11487856.784076508
0.00023232208278299094,-31175757.640019085,-11488669.226017306
0.00023243703680712898,-31179833.413968842,-11490651.881310882
0.00023255199083126703,-31181269.323650833,-11491351.6926217
0.00023266694485540507,-31170876.67389057,-11486288.350744642
0.0002327818988795431,-31176714.113497462,-11489132.137255583
0.00023289685290368115,-31153270.62462375,-11477713.847188614
0.0002330118069278192,-31165543.217200894,-11483691.377652429
0.00023312676095195724,-31148518.577708248,-11475399.825184276
0.0002332417149760953,-31158592.468500864,-11480311.66562112
0.00023335666900023335,-31163766.698471244,-11482831.02844176
0.0002334716230243714,-31183078.58468428,-11492237.119558537
0.00023358657704850944,-31176483.74278271,-11489028.039524935
0.00023370153107264748,-31179132.358546957,-11490317.766216027
0.00023381648509678552,-31176841.075471178,-11489199.01369245
0.00023393143912092356,-31180449.550236184,-11490956.926475937
0.0002340463931450616,-31163012.439523064,-11482462.412474522
0.00023416134716919968,-31173358.380825095,-11487501.475372696
0.00023427630119333772,-31146192.30141687,-11474270.135097655
0.00023439125521747576,-31162670.28706237,-11482295.199384479
0.0002345062092416138,-31153928.336656418,-11478036.982932622
0.00023462116326575185,-31163381.254795235,-11482640.265497923
0.0002347361172898899,-31174392.89128189,-11488002.299795263
0.00023485107131402793,-31173067.816567514,-11487356.048663845
0.00023496602533816597,-31188479.133512914,-11494861.076208813
0.00023508097936230404,-31179070.01390012,-11490280.18102681
0.00023519593338644208,-31178356.142835718,-11489936.044102492
0.00023531088741058013,-31179550.746630277,-11490516.70250602
0.00023542584143471817,-31150972.90631306,-11476604.688998919
0.0002355407954588562,-31169878.056011293,-11485811.750051595
0.00023565574948299425,-31144486.838021986,-11473444.771180164
0.0002357707035071323,-31161687.20374255,-11481821.080728775
0.00023588565753127037,-31161643.84267694,-11481798.549955074
0.0002360006115554084,-31166929.806320067,-11484371.68521385
0.00023611556557954645,-31182162.946395025,-11491789.422926301
0.0002362305196036845,-31175475.309261024,-11488531.010494903
0.00023634547362782254,-31190958.670609612,-11496070.877321035
0.00023646042765196058,-31176394.944246322,-11488977.207948435
0.00023657538167609862,-31183918.981503215,-11492640.634875063
0.00023669033570023666,-31167464.815724183,-11484627.473282672
0.00023680528972437473,-31167217.571536962,-11484505.777605638
0.00023692024374851278,-31155485.294420622,-11478793.387202386
0.00023703519777265082,-31157579.040719677,-11479811.58905939
0.00023715015179678886,-31164211.64691825,-11483045.065876937
0.0002372651058209269,-31166569.981160507,-11484196.24614038
0.00023738005984506495,-31174644.919840578,-11488127.343671326
0.000237495013869203,-31189125.132317416,-11495180.80833007
0.00023760996789334103,-31176711.570985187,-11489139.104041426
0.0002377249219174791,-31191400.47995667,-11496291.623701083
0.00023783987594161714,-31173442.418011762,-11487544.830738664
0.00023795482996575519,-31179512.899107736,-11490499.583904704
0.00023806978398989323,-31162715.943056777,-11482319.327754352
0.00023818473801403127,-31162249.661205966,-11482090.237788303
0.0002382996920381693,-31155241.03036269,-11478677.930132627
0.00023841464606230736,-31159654.7191063,-11480825.480663398
0.0002385296000864454,-31167068.15780763,-11484435.484927706
0.00023864455411058347,-31170486.12482185,-11486099.129987093
0.0002387595081347215,-31178916.897962127,-11490203.507168332
0.00023887446215885955,-31180043.74021804,-11490752.545635443
0.0002389894161829976,-31188645.42843758,-11494941.968326155
0.00023910437020713564,-31171585.973052308,-11486638.700155247
0.00023921932423127368,-31179747.850712113,-11490612.908041067
0.00023933427825541172,-31143423.066233627,-11472922.729142757
0.0002394492322795498,-31159455.544793718,-11480737.308769507
0.00023956418630368783,-31158257.03102389,-11480151.031729098
0.00023967914032782588,-31158566.74806151,-11480302.15876688
0.00023979409435196392,-31163120.304425735,-11482517.531931685
0.00023990904837610196,-31172568.009676807,-11487117.071014313
0.00024002400240024,-31174490.472066812,-11488052.497452993
0.00024013895642437805,-31179873.117306683,-11490671.60160264
0.0002402539104485161,-31181091.55725959,-11491265.397816774
0.00024036886447265416,-31172543.1419001,-11487100.10433175
0.0002404838184967922,-31177768.96228031,-11489646.013529908
0.00024059877252093024,-31155222.460641935,-11478664.414857514
0.0002407137265450683,-31166974.239070218,-11484388.344206702
0.00024082868056920633,-31147425.546774123,-11474867.515940627
0.00024094363459334437,-31156509.15108713,-11479297.45225552
0.00024105858861748241,-31162837.796945553,-11482378.822066143
0.00024117354264162046,-31180682.36365019,-11491070.382236645
0.00024128849666575853,-31175622.4672576,-11488608.980036102
0.00024140345068989657,-31178212.06641198,-11489869.803619944
0.0002415184047140346,-31177671.12565164,-11489603.438525556
0.00024163335873817265,-31180671.9419741,-11491065.361795867
0.0002417483127623107,-31165000.04338115,-11483430.392812433
0.00024186326678644874,-31174574.602937188,-11488093.81635077
0.00024197822081058678,-31147255.559476912,-11474787.854800971
0.00024209317483472482,-31163727.821995914,-11482810.180426871
0.0002422081288588629,-31151942.61209579,-11477069.877368795
0.00024232308288300094,-31162533.955550052,-11482227.664378326
0.00024243803690713898,-31172163.30391359,-11486916.481361648
0.00024255299093127702,-31172014.55207627,-11486843.14721324
0.00024266794495541506,-31187611.94291977,-11494438.775773419
0.0002427828989795531,-31177803.061051402,-11489660.87501222
0.00024289785300369115,-31188516.218612827,-11494877.8751865
0.00024301280702782922,-31162818.257553842,-11482364.618460413
0.00024312776105196726,-31172541.85605196,-11487103.923166588
0.0002432427150761053,-31160067.332891203,-11481026.977753635
0.00024335766910024335,-31143483.589463584,-11472957.323475832
0.0002434726231243814,-31161739.748674456,-11481848.135387948
0.00024358757714851943,-31159333.108507693,-11480674.994774764
0.00024370253117265747,-31165720.966930766,-11483784.864037806
0.00024381748519679552,-31179804.88038263,-11490642.666761002
0.00024393243922093358,-31174604.559669826,-11488108.417015731
0.00024404739324507163,-31190865.31096669,-11496026.783744385
0.00024416234726920967,-31176794.33988873,-11489172.88689988
0.0002442773012933477,-31185718.97826048,-11493518.378774792
0.00024439225531748575,-31168989.660645906,-11485370.954103779
0.0002445072093416238,-31169502.04852738,-11485619.17292715
0.00024462216336576184,-31156703.54041202,-11479387.343232965
0.0002447371173898999,-31157683.330525327,-11479862.996708585
0.0002448520714140379,-31160904.710592624,-11481435.334941605
0.000244967025438176,-31165179.777010508,-11483520.030674277
0.000245081979462314,-31172735.001306545,-11487197.848763123
0.0002451969334864521,-31188933.605197836,-11495088.412121076
0.00024531188751059015,-31176240.813154783,-11488910.546126166
0.00024542684153472816,-31192169.879075594,-11496667.02835411
0.00024554179555886623,-31174268.918324392,-11487947.827456467
0.00024565674958300425,-31181615.397431687,-11491524.031479612
0.0002457717036071423,-31164237.948301177,-11483060.856799085
0.00024588665763128033,-31164022.845778517,-11482954.084945915
0.0002460016116554184,-31154922.152429655,-11478522.950621882
0.0002461165656795564,-31158950.35087389,-11480482.677698128
0.0002462315197036945,-31165283.532214794,-11483566.735730173
0.00024634647372783256,-31169005.303867325,-11485378.17135463
0.0002464614277519706,-31178026.495950624,-11489770.15136415
0.00024657638177610864,-31179271.249111008,-11490376.485982362
0.00024669133580024666,-31190370.85073565,-11495782.576041866
0.00024680628982438473,-31172730.087892983,-11487196.037176352
0.00024692124384852274,-31181072.983801153,-11491258.40885836
0.0002470361978726608,-31145540.620131087,-11473953.969534647
0.0002471511518967989,-31160774.042306166,-11481379.556820698
0.0002472661059209369,-31159035.953866594,-11480530.471288612
0.00024738105994507497,-31157337.43499098,-11479703.747042272
0.000247496013969213,-31162054.10590509,-11481998.412004894
0.00024761096799335105,-31171036.17252912,-11486371.319675818
