FFT Frequency [Hz],FFT Magnitude
-27329122.900623407,-79.95266082476982
-27322290.61989825,-80.03863096766658
-27315458.339173097,-79.98362356158991
-27308626.058447942,-79.93198205949992
-27301793.777722783,-79.99048172782386
-27294961.496997632,-81.1466472616403
-27288129.216272473,-79.46151888755466
-27281296.935547315,-79.72406684495806
-27274464.654822163,-79.87678966661282
-27267632.374097005,-79.77944502954162
-27260800.09337185,-79.73860024913907
-27253967.812646694,-79.84202290955088
-27247135.53192154,-79.8307858571705
-27240303.25119638,-79.98658401650847
-27233470.97047123,-80.07338082740333
-27226638.68974607,-80.55436247702816
-27219806.409020912,-78.94576298237666
-27212974.12829576,-79.6354626230294
-27206141.8475706,-79.63182445428649
-27199309.566845447,-79.69583152117156
-27192477.286120296,-79.73004238380662
-27185645.005395137,-79.78716331980182
-27178812.724669978,-79.63022523133515
-27171980.443944827,-79.5295365924216
-27165148.163219668,-80.02779494484321
-27158315.88249451,-80.07369890495588
-27151483.601769358,-79.50073876628255
-27144651.321044203,-79.50909593120618
-27137819.040319044,-79.61454431750543
-27130986.759593893,-79.7600344003949
-27124154.478868734,-79.66081929368121
-27117322.198143575,-79.722728411797
-27110489.917418424,-79.8801498998869
-27103657.636693265,-79.70407712186703
-27096825.35596811,-79.73757100285879
-27089993.075242955,-79.7163535633689
-27083160.7945178,-79.68963660827585
-27076328.51379264,-79.52763578161675
-27069496.233067483,-79.80941564707001
-27062663.95234233,-79.71134545888448
-27055831.671617173,-79.89529042121673
-27048999.390892018,-79.75905969671595
-27042167.110166863,-79.7227869444367
-27035334.829441708,-79.5633834810303
-27028502.54871655,-79.58682557608029
-27021670.267991398,-79.74171731744701
-27014837.98726624,-79.92030412877651
-27008005.70654108,-79.83767277171178
-27001173.42581593,-79.68524972339007
-26994341.14509077,-79.47619576789972
-26987508.864365615,-79.91598884004956
-26980676.583640464,-79.43033850199666
-26973844.302915305,-79.93096253860212
-26967012.022190146,-79.88076908346937
-26960179.741464995,-79.47499618590209
-26953347.460739836,-80.01908138340183
-26946515.18001468,-79.82495248928136
-26939682.899289526,-79.85971191090098
-26932850.61856437,-79.64385871822392
-26926018.337839212,-79.96864042905494
-26919186.05711406,-79.6710128289013
-26912353.776388902,-79.9102769055197
-26905521.495663743,-79.5773497272074
-26898689.214938592,-79.76760841840226
-26891856.934213433,-79.92334794724067
-26885024.65348828,-79.75420541578846
-26878192.372763123,-79.79644261756198
-26871360.09203797,-79.70075308319778
-26864527.81131281,-79.66445790913983
-26857695.53058766,-79.75501802578256
-26850863.2498625,-79.78185252960573
-26844030.96913734,-79.69264042927881
-26837198.68841219,-79.65114856761636
-26830366.40768703,-79.72730033753501
-26823534.126961876,-79.83655784756608
-26816701.846236717,-79.73189469315372
-26809869.565511566,-79.79981850126744
-26803037.284786407,-79.83305208520187
-26796205.00406125,-79.82233882700892
-26789372.723336097,-79.75278211775198
-26782540.44261094,-79.65290918764632
-26775708.161885783,-79.75468000976318
-26768875.88116063,-79.69316721261576
-26762043.600435473,-79.61296137987459
-26755211.319710314,-79.81790161574466
-26748379.038985163,-79.71678225737469
-26741546.758260004,-79.78095839180325
-26734714.47753485,-79.76303783300256
-26727882.196809694,-79.77264950152792
-26721049.91608454,-79.67317446916368
-26714217.63535938,-79.74634143771814
-26707385.35463423,-79.80456259695555
-26700553.07390907,-79.78330817608324
-26693720.79318391,-79.59865717576922
-26686888.51245876,-79.72281609836527
-26680056.2317336,-79.7504537306524
-26673223.951008447,-79.7890486281755
-26666391.67028329,-79.71484750519869
-26659559.389558136,-79.75818707697422
-26652727.108832978,-79.82446873913156
-26645894.828107826,-79.7910941609425
-26639062.547382668,-79.68255096226741
-26632230.26665751,-79.69564035796868
-26625397.985932358,-79.58683038187323
-26618565.705207203,-79.63782921227595
-26611733.424482044,-79.77197048667533
-26604901.143756893,-79.76120931341798
-26598068.863031734,-79.73273046249044
-26591236.582306575,-79.70601993303416
-26584404.301581424,-79.8221675368442
-26577572.020856265,-79.7292371962941
-26570739.74013111,-79.58917951154345
-26563907.45940595,-79.69421456593155
-26557075.1786808,-79.62745222483208
-26550242.89795564,-79.64480073839485
-26543410.617230482,-79.70973762824966
-26536578.33650533,-79.63581266735213
-26529746.055780172,-79.69702309022165
-26522913.775055017,-79.60745846464451
-26516081.494329862,-79.72091626090054
-26509249.213604707,-79.76480146411704
-26502416.93287955,-79.50991921809992
-26495584.652154397,-79.71615141489436
-26488752.37142924,-79.65410827812391
-26481920.09070408,-79.6082003421831
-26475087.80997893,-79.65467476909181
-26468255.52925377,-79.8448044448409
-26461423.248528615,-79.57973178910764
-26454590.967803463,-79.73159643368754
-26447758.687078305,-80.12070164201704
-26440926.406353146,-79.5848532236503
-26434094.125627995,-79.9417013528252
-26427261.844902836,-79.65420247588858
-26420429.564177677,-79.69687831411836
-26413597.283452526,-79.80316262842959
-26406765.00272737,-79.96915983070804
-26399932.722002212,-79.49145698980226
-26393100.44127706,-79.47652170836726
-26386268.160551902,-79.44860399836722
-26379435.879826743,-79.56978692055631
-26372603.59910159,-79.56678101918936
-26365771.318376433,-79.68400998951032
-26358939.037651278,-79.3704515910559
-26352106.756926123,-79.8052304388894
-26345274.476200968,-79.6248633103493
-26338442.19547581,-79.68578593524668
-26331609.914750654,-79.67594666274731
-26324777.6340255,-79.48821875872056
-26317945.35330034,-79.23163739807927
-26311113.072575185,-79.5940566066175
-26304280.79185003,-79.94258918974869
-26297448.511124875,-79.9802894743185
-26290616.23039972,-79.24968758469048
-26283783.949674565,-79.3377208446804
-26276951.668949407,-79.93684856758713
-26270119.38822425,-79.73198117817071
-26263287.107499097,-79.27363303879905
-26256454.826773938,-79.75253126625354
-26249622.546048786,-79.74680681796272
-26242790.265323628,-79.8581150805709
-26235957.984598473,-79.85446614371122
-26229125.703873318,-79.53761421567661
-26222293.42314816,-79.860380414073
-26215461.142423004,-79.46357246768115
-26208628.86169785,-79.50752155042113
-26201796.580972694,-79.67585619220188
-26194964.30024754,-79.468533763196
-26188132.019522384,-79.53024225459583
-26181299.738797225,-79.55336345455025
-26174467.45807207,-79.54958051051165
-26167635.177346915,-79.79153888454668
-26160802.896621756,-79.59889039929976
-26153970.6158966,-79.44268242308918
-26147138.335171446,-79.61914244336387
-26140306.05444629,-79.73640221091023
-26133473.773721136,-79.53609880341185
-26126641.49299598,-79.64774634341137
-26119809.212270822,-79.5285785429194
-26112976.931545667,-79.15572355050892
-26106144.65082051,-79.54132338339906
-26099312.370095354,-79.42411004815514
-26092480.0893702,-79.65651349628874
-26085647.808645044,-79.24265711015997
-26078815.52791989,-78.66453649544741
-26071983.247194733,-79.38672802631655
-26065150.966469575,-78.58923812755263
-26058318.68574442,-78.35486343201781
-26051486.405019265,-80.92667561346326
-26044654.124294106,-79.78632730681097
-26037821.843568955,-78.1528028882589
-26030989.5628438,-76.52886720827927
-26024157.28211864,-79.68142301032307
-26017325.001393486,-81.75472087177404
-26010492.72066833,-76.9035570259854
-26003660.439943172,-76.95233660864474
-25996828.159218017,-81.09997772862785
-25989995.878492862,-76.32744042292802
-25983163.597767707,-83.34141191753916
-25976331.317042552,-79.84528557983852
-25969499.036317393,-78.42762752732624
-25962666.75559224,-79.57730148702014
-25955834.474867083,-80.5840025914161
-25949002.194141924,-79.55748108247667
-25942169.91341677,-79.22391164232644
-25935337.632691614,-80.61701424882322
-25928505.35196646,-79.19128413788386
-25921673.071241304,-80.49056130550011
-25914840.79051615,-80.04787069706096
-25908008.50979099,-79.87560350096604
-25901176.229065835,-79.8637442522284
-25894343.94834068,-80.0720892509531
-25887511.66761552,-79.74050086159146
-25880679.386890367,-80.05092860588123
-25873847.106165215,-80.07819907010645
-25867014.825440057,-80.26820298231713
-25860182.5447149,-80.15968837940784
-25853350.263989743,-79.74003591278449
-25846517.983264588,-79.99604650753764
-25839685.702539433,-79.82590852214776
-25832853.421814278,-79.78530814930346
-25826021.141089123,-79.74575924936983
-25819188.860363968,-79.59308196393192
-25812356.57963881,-79.59010719079328
-25805524.298913654,-79.89497840016314
-25798692.0181885,-79.88850078630846
-25791859.73746334,-79.76513681630318
-25785027.456738185,-80.09099014865974
-25778195.17601303,-80.03817868435675
-25771362.895287875,-79.73887043226787
-25764530.61456272,-79.65669330162845
-25757698.333837565,-79.67678777786793
-25750866.053112406,-79.85011437077515
-25744033.77238725,-79.83878978730745
-25737201.491662093,-79.84822006360852
-25730369.210936937,-79.66401165212345
-25723536.930211782,-79.61421222145306
-25716704.649486627,-79.67430505799256
-25709872.368761472,-79.83263563410127
-25703040.088036317,-79.51338664714085
-25696207.80731116,-79.50884213350234
-25689375.526586004,-79.70796888785947
-25682543.24586085,-79.98017303632732
-25675710.96513569,-79.8029979875268
-25668878.68441054,-79.6515206927998
-25662046.403685383,-79.62909282139873
-25655214.122960225,-79.59323571870262
-25648381.84223507,-79.38636237491858
-25641549.561509915,-79.51514362553092
-25634717.280784756,-79.78658375657956
-25627885.0000596,-79.65971838251392
-25621052.719334446,-79.52517111391046
-25614220.43860929,-79.67775683480968
-25607388.157884136,-79.9075314562043
-25600555.877158977,-79.74509805584586
-25593723.596433822,-79.70841308054787
-25586891.315708667,-79.61597062932086
-25580059.03498351,-79.67464367821171
-25573226.754258353,-79.69095059878552
-25566394.4735332,-79.59270665098028
-25559562.192808043,-79.67355539117166
-25552729.91208289,-79.57422607201462
-25545897.631357733,-79.4397349140381
-25539065.350632574,-79.88571196232458
-25532233.06990742,-79.5149014121728
-25525400.789182264,-79.58066534810666
-25518568.508457106,-79.81014813932799
-25511736.22773195,-79.67570240445647
-25504903.9470068,-79.62278440600916
-25498071.66628164,-79.59507611223233
-25491239.385556486,-79.79188889420553
-25484407.10483133,-79.54466845344518
-25477574.82410617,-79.8412696849975
-25470742.543381017,-79.78256303358557
-25463910.26265586,-79.69461573499983
-25457077.981930707,-79.52109807687735
-25450245.70120555,-79.61852373615008
-25443413.420480393,-79.77741766396674
-25436581.139755238,-79.5982540627891
-25429748.859030083,-79.68124955722908
-25422916.578304924,-79.62354498415158
-25416084.29757977,-79.64543986357789
-25409252.016854614,-79.54333638933437
-25402419.73612946,-79.48504495977812
-25395587.455404304,-79.6692426779059
-25388755.17467915,-79.70311527619172
-25381922.89395399,-79.53246655705303
-25375090.613228835,-79.61102588233695
-25368258.33250368,-79.67368311738531
-25361426.05177852,-79.84832844995556
-25354593.771053366,-79.63923936630056
-25347761.49032821,-79.6356481069575
-25340929.209603056,-79.69957305071424
-25334096.9288779,-79.54172649373697
-25327264.648152743,-79.6404257127192
-25320432.367427588,-79.65070445896498
-25313600.086702432,-79.45836883663907
-25306767.805977274,-79.62515229536321
-25299935.525252122,-79.47728149240366
-25293103.244526967,-79.54339559395193
-25286270.96380181,-79.7457694213806
-25279438.683076654,-79.6666354729814
-25272606.4023515,-79.7282742221811
-25265774.12162634,-79.58978067559542
-25258941.840901185,-79.55555523896449
-25252109.56017603,-79.56495936436828
-25245277.279450875,-79.47240986458381
-25238444.99872572,-79.55963892688017
-25231612.718000565,-79.65576951135463
-25224780.437275406,-79.67923452638574
-25217948.15655025,-79.74726036301152
-25211115.875825092,-79.57576276742199
-25204283.595099937,-79.77972811000525
-25197451.314374782,-79.68895729627124
-25190619.033649627,-79.44437758386192
-25183786.752924472,-79.551882372999
-25176954.472199317,-79.60123084872372
-25170122.19147416,-79.62160801283558
-25163289.910749003,-79.72171340676405
-25156457.63002385,-79.62334792889538
-25149625.34929869,-79.78458963560735
-25142793.068573534,-79.64834914822993
-25135960.787848383,-79.65999869874312
-25129128.507123224,-79.56344791930087
-25122296.22639807,-79.5944269106462
-25115463.945672914,-79.5805206014878
-25108631.664947756,-79.61910261523883
-25101799.3842226,-79.62595581871008
-25094967.10349744,-79.63561564458576
-25088134.82277229,-79.55195139262733
-25081302.542047136,-79.67237909101873
-25074470.261321977,-79.68297833684764
-25067637.98059682,-79.5615684260977
-25060805.699871667,-79.62237041891079
-25053973.419146508,-79.3987858216494
-25047141.138421353,-79.49535177595055
-25040308.857696198,-79.49432876164023
-25033476.576971043,-79.63631744052418
-25026644.296245888,-79.35681796754115
-25019812.015520733,-79.72253492298086
-25012979.734795574,-79.7450425930544
-25006147.45407042,-79.58217302486405
-24999315.173345264,-79.9367823035352
-24992482.892620105,-79.55193605810598
-24985650.61189495,-79.9030160926821
-24978818.331169795,-79.5444763936104
-24971986.05044464,-80.17349690327954
-24965153.769719485,-79.50865726436751
-24958321.488994326,-79.36798291263702
-24951489.20826917,-79.34066233099199
-24944656.927544016,-79.38314770976197
-24937824.646818858,-79.32474654891804
-24930992.366093703,-79.33838861536859
-24924160.08536855,-79.88285482343402
-24917327.804643393,-79.96012193751343
-24910495.523918238,-79.29481527833025
-24903663.243193083,-79.24195350356555
-24896830.962467924,-79.52298414390779
-24889998.68174277,-79.60994381635649
-24883166.401017614,-79.32083629874356
-24876334.12029246,-79.51818366626549
-24869501.839567304,-79.65381813470985
-24862669.55884215,-79.39533491953065
-24855837.27811699,-79.66586406533789
-24849004.997391835,-79.49065871970635
-24842172.71666668,-79.3914051776018
-24835340.43594152,-79.38799086109059
-24828508.155216366,-79.83130671517773
-24821675.87449121,-79.74645289539657
-24814843.593766056,-79.48320461833848
-24808011.3130409,-79.4901871679595
-24801179.032315742,-79.45161012888072
-24794346.751590587,-79.351107859203
-24787514.470865432,-79.60280513080437
-24780682.190140273,-79.53448027927551
-24773849.90941512,-78.96207268984689
-24767017.628689967,-79.93561312077816
-24760185.34796481,-79.01875061168677
-24753353.067239653,-79.63110639950149
-24746520.7865145,-79.98553699899055
-24739688.50578934,-79.10734462407268
-24732856.225064185,-78.99946600826746
-24726023.94433903,-79.80924056487714
-24719191.663613874,-79.90911906945455
-24712359.38288872,-79.75239078465408
-24705527.10216356,-79.21033822138402
-24698694.821438406,-79.31904535113573
-24691862.54071325,-79.8346282332846
-24685030.259988092,-79.34344617459863
-24678197.979262937,-79.00380427672319
-24671365.69853778,-80.01016709609048
-24664533.417812627,-79.95776777143453
-24657701.13708747,-79.63135892303279
-24650868.856362317,-79.31225135492949
-24644036.575637158,-79.3397374032502
-24637204.294912003,-79.52518312130994
-24630372.014186848,-79.55147977286471
-24623539.73346169,-79.50575765252309
-24616707.452736534,-80.12927024520894
-24609875.17201138,-79.66655886500908
-24603042.891286224,-79.56003924025474
-24596210.61056107,-79.71170017663651
-24589378.329835914,-79.34988084966812
-24582546.049110755,-79.13699018576844
-24575713.7683856,-78.88185330670412
-24568881.48766044,-78.49595525303623
-24562049.206935287,-79.79256066575401
-24555216.926210135,-79.7029989846576
-24548384.645484976,-79.24807227079557
-24541552.36475982,-79.53679716133023
-24534720.084034666,-79.88685257271644
-24527887.803309508,-79.22947664664646
-24521055.522584353,-80.18467502897784
-24514223.241859198,-79.70686042376526
-24507390.961134043,-79.30530621869056
-24500558.680408888,-79.7623221996514
-24493726.399683733,-79.55434877051657
-24486894.118958574,-79.41029570739275
-24480061.83823342,-79.28661674250996
-24473229.557508264,-79.62713097625185
-24466397.276783105,-79.23693161898628
-24459564.99605795,-79.51628719524572
-24452732.715332795,-79.5218863500835
-24445900.43460764,-79.38761357754302
-24439068.153882485,-79.45221742491586
-24432235.873157326,-79.38886695746491
-24425403.59243217,-79.52607592965758
-24418571.311707016,-79.5125652523605
-24411739.030981857,-79.40690123561711
-24404906.750256702,-79.41467395408641
-24398074.469531547,-79.34198791845641
-24391242.188806392,-79.4063178424226
-24384409.908081237,-79.58124195298291
-24377577.627356082,-79.45224603883808
-24370745.346630923,-79.49162683074054
-24363913.06590577,-79.4557915128656
-24357080.785180613,-79.43077119757221
-24350248.50445546,-79.38890949514924
-24343416.223730303,-79.38706534590794
-24336583.94300515,-79.43476964515133
-24329751.66227999,-79.35122396662908
-24322919.381554835,-79.41811255581763
-24316087.100829676,-79.49911651201923
-24309254.82010452,-79.42163955125552
-24302422.539379366,-79.48986741972061
-24295590.25865421,-79.5016390925694
-24288757.977929056,-79.46621281103182
-24281925.6972039,-79.46523635661082
-24275093.416478742,-79.29971901951868
-24268261.135753587,-79.4303211522923
-24261428.85502843,-79.50862375988561
-24254596.574303273,-79.51493750599857
-24247764.293578118,-79.4778462468877
-24240932.012852963,-79.50000573102983
-24234099.732127808,-79.36378256218977
-24227267.451402653,-79.37672536264921
-24220435.170677498,-79.45290003573443
-24213602.88995234,-79.50309843460991
-24206770.609227184,-79.44743391297143
-24199938.32850203,-79.3978639063986
-24193106.04777687,-79.3873921346687
-24186273.76705172,-79.37477862635073
-24179441.48632656,-79.41936506081066
-24172609.205601405,-79.46652024939915
-24165776.92487625,-79.45657535927411
-24158944.64415109,-79.43698700535474
-24152112.363425937,-79.40680618199045
-24145280.08270078,-79.48281385508662
-24138447.801975626,-79.51665677343757
-24131615.52125047,-79.39044472684265
-24124783.240525316,-79.39932558349709
-24117950.959800158,-79.38945111541645
-24111118.679075003,-79.403312726008
-24104286.398349848,-79.44652121548549
-24097454.11762469,-79.53944285202164
-24090621.836899534,-79.42420775499653
-24083789.55617438,-79.41409563149728
-24076957.275449224,-79.42314356484871
-24070124.99472407,-79.39405512758177
-24063292.71399891,-79.40731875430868
-24056460.433273755,-79.46427152939835
-24049628.1525486,-79.39821188518141
-24042795.87182344,-79.33732821243152
-24035963.591098286,-79.36694217031244
-24029131.31037313,-79.41620620255844
-24022299.029647976,-79.52212890446273
-24015466.74892282,-79.52596104780149
-24008634.468197666,-79.41325430521732
-24001802.187472507,-79.39173335976926
-23994969.906747352,-79.335269877366
-23988137.626022197,-79.3768841759267
-23981305.345297042,-79.36901825709232
-23974473.064571887,-79.40095199774939
-23967640.783846732,-79.39684142682711
-23960808.503121573,-79.32970679915428
