FFT Frequency [Hz],FFT Magnitude
-27329122.900623407,-78.84235797313244
-27322290.61989825,-78.84725409166003
-27315458.339173097,-78.87934074179901
-27308626.058447942,-78.84677753255868
-27301793.777722783,-78.86530116477579
-27294961.496997632,-78.79135926507425
-27288129.216272473,-78.877078694896
-27281296.935547315,-78.80907809696778
-27274464.654822163,-77.84687316005467
-27267632.374097005,-79.08799756979491
-27260800.09337185,-79.01723920337987
-27253967.812646694,-78.94320188877853
-27247135.53192154,-79.0014200470951
-27240303.25119638,-78.96762031265672
-27233470.97047123,-78.9624598023509
-27226638.68974607,-79.08307398434607
-27219806.409020912,-79.0331233311384
-27212974.12829576,-78.95158604403834
-27206141.8475706,-78.96349085763802
-27199309.566845447,-79.02060893249956
-27192477.286120296,-78.94610540225
-27185645.005395137,-79.25526853010597
-27178812.724669978,-79.50024289711577
-27171980.443944827,-80.8147310832917
-27165148.163219668,-77.16623840011343
-27158315.88249451,-78.43144179554352
-27151483.601769358,-78.34751049502286
-27144651.321044203,-78.25096518864834
-27137819.040319044,-78.88621985782055
-27130986.759593893,-78.67111882859304
-27124154.478868734,-78.82998026204982
-27117322.198143575,-78.71221635070052
-27110489.917418424,-78.82066605826319
-27103657.636693265,-78.85659068889935
-27096825.35596811,-78.72774542247922
-27089993.075242955,-78.92839608727277
-27083160.7945178,-78.76785858221787
-27076328.51379264,-78.79553959802729
-27069496.233067483,-78.83529692762235
-27062663.95234233,-78.81265240177302
-27055831.671617173,-79.08767378360169
-27048999.390892018,-78.80710311956969
-27042167.110166863,-78.84923861000802
-27035334.829441708,-78.91557265950746
-27028502.54871655,-78.84730343944702
-27021670.267991398,-78.9662039552402
-27014837.98726624,-78.86435016089185
-27008005.70654108,-78.99648147332863
-27001173.42581593,-78.92679173083559
-26994341.14509077,-78.88985601549456
-26987508.864365615,-78.96601429514342
-26980676.583640464,-78.84209098810372
-26973844.302915305,-78.8169001409811
-26967012.022190146,-78.86115527971464
-26960179.741464995,-79.19784540488071
-26953347.460739836,-79.99029364814609
-26946515.18001468,-78.87079199333041
-26939682.899289526,-78.80019102239746
-26932850.61856437,-78.9498661286294
-26926018.337839212,-78.72970098246321
-26919186.05711406,-78.88439365386515
-26912353.776388902,-78.67348268911914
-26905521.495663743,-78.8851630066143
-26898689.214938592,-78.77173289029395
-26891856.934213433,-78.96648654291668
-26885024.65348828,-78.83575748024063
-26878192.372763123,-78.70446665205188
-26871360.09203797,-78.90787621689984
-26864527.81131281,-78.98220242123759
-26857695.53058766,-78.90072583403348
-26850863.2498625,-79.00573371329632
-26844030.96913734,-78.72841887826307
-26837198.68841219,-79.05930364946174
-26830366.40768703,-78.77417915456712
-26823534.126961876,-78.88812928647972
-26816701.846236717,-78.90337597664625
-26809869.565511566,-78.78540294972603
-26803037.284786407,-78.97461120441946
-26796205.00406125,-78.84480492265708
-26789372.723336097,-78.8887446237734
-26782540.44261094,-78.7263587715926
-26775708.161885783,-78.85299154875196
-26768875.88116063,-78.9002906800289
-26762043.600435473,-78.77808010174815
-26755211.319710314,-78.75309929698793
-26748379.038985163,-78.81522130657622
-26741546.758260004,-78.74683071995162
-26734714.47753485,-78.83038864286308
-26727882.196809694,-78.78294312643179
-26721049.91608454,-78.74944485510565
-26714217.63535938,-78.54763300950273
-26707385.35463423,-79.50568556836234
-26700553.07390907,-79.14130435292131
-26693720.79318391,-78.89889287702873
-26686888.51245876,-78.97201428540882
-26680056.2317336,-78.77142123186789
-26673223.951008447,-78.85997473758918
-26666391.67028329,-78.89800612181638
-26659559.389558136,-78.81542540652059
-26652727.108832978,-78.70484148700766
-26645894.828107826,-79.0656029650649
-26639062.547382668,-79.03991876967534
-26632230.26665751,-78.86991697586407
-26625397.985932358,-78.97467875804398
-26618565.705207203,-78.79194392824692
-26611733.424482044,-79.06483594074419
-26604901.143756893,-79.10934142480988
-26598068.863031734,-78.79362581232877
-26591236.582306575,-78.96399426849382
-26584404.301581424,-78.91760622946887
-26577572.020856265,-78.93909973454403
-26570739.74013111,-78.89376378984556
-26563907.45940595,-78.82808274495076
-26557075.1786808,-79.08861629712158
-26550242.89795564,-78.74202828036373
-26543410.617230482,-79.0444349823663
-26536578.33650533,-78.98247551358959
-26529746.055780172,-79.13626543833462
-26522913.775055017,-79.0757839727028
-26516081.494329862,-79.06382335286551
-26509249.213604707,-78.84928147551868
-26502416.93287955,-78.95928048885779
-26495584.652154397,-79.61423581272463
-26488752.37142924,-78.67345311823325
-26481920.09070408,-78.81228578878978
-26475087.80997893,-79.05526021433505
-26468255.52925377,-78.77996021380316
-26461423.248528615,-78.89419104089366
-26454590.967803463,-78.95586633741003
-26447758.687078305,-78.68665513301009
-26440926.406353146,-79.02070336297074
-26434094.125627995,-78.74797941886426
-26427261.844902836,-78.93410541980836
-26420429.564177677,-79.25977456863991
-26413597.283452526,-79.0034658949273
-26406765.00272737,-78.29185468838746
-26399932.722002212,-78.7476417393523
-26393100.44127706,-78.64221327994129
-26386268.160551902,-78.71487918696589
-26379435.879826743,-78.76248364736638
