Frequency,Transmission
5935000000.0,-52.18784196217338
5937020202.020202,-51.82209666460273
5939040404.040404,-51.44861727654256
5941060606.060606,-51.06708222134511
5943080808.080808,-50.67715046163769
5945101010.10101,-50.278460016370694
5947121212.121212,-49.87062637063666
5949141414.141414,-49.45324075678151
5951161616.161616,-49.0258683032529
5953181818.181818,-48.58804605184154
5955202020.202021,-48.139280834132805
5957222222.222222,-47.67904702351341
5959242424.242424,-47.20678416796843
5961262626.262627,-46.721894529978854
5963282828.282828,-46.22374057299317
5965303030.30303,-45.71164245735204
5967323232.323233,-45.18487564155943
5969343434.343434,-44.64266873187809
5971363636.363636,-44.084201790305585
5973383838.383839,-43.50860540647383
5975404040.40404,-42.914960974900104
5977424242.424242,-42.30230281244584
5979444444.444445,-41.669623026163706
5981464646.464646,-41.01588043334593
5983484848.484848,-40.340015391714424
5985505050.505051,-39.640973184488075
5987525252.525252,-38.91773971057789
5989545454.545455,-38.16939476529892
5991565656.565657,-37.3951902866568
5993585858.585858,-36.59466369225426
5995606060.606061,-35.76779984084852
5997626262.626263,-34.91525890943645
5999646464.646464,-34.03869054047859
6001666666.666667,-33.1411544270102
6003686868.686869,-32.22765872185165
6005707070.70707,-31.30580063386609
6007727272.727273,-30.386434080091277
6009747474.747475,-29.484183838892733
6011767676.767676,-28.61748087731216
6013787878.787879,-27.80767488840477
6015808080.808081,-27.07684714067787
6017828282.828283,-26.444396729348135
6019848484.848485,-25.923295409526176
6021868686.868687,-25.517601753769938
6023888888.888889,-25.222630410995123
6025909090.909091,-25.027931564011176
6027929292.929293,-24.921843201790566
6029949494.949495,-24.89586666565353
6031969696.969697,-24.947553714768283
6033989898.989899,-25.081296923721297
6036010101.010101,-25.306898743825123
6038030303.030303,-25.63615873495219
6040050505.050505,-26.078279681244013
6042070707.070707,-26.635593892594862
6044090909.090909,-27.301326867026617
6046111111.111111,-28.06028725040244
6048131313.131313,-28.89189558145167
6050151515.151515,-29.773976924860797
6052171717.171717,-30.685868801245277
6054191919.191919,-31.61020823322461
6056212121.212121,-32.53350252256901
6058232323.232324,-33.44591199712502
6060252525.252525,-34.3406643498676
6062272727.272727,-35.21338186359291
6064292929.29293,-36.06146627513192
6066313131.313131,-36.883594782411045
6068333333.333333,-37.67933230034729
6070353535.353536,-38.44884465931631
6072373737.373737,-39.19269194293057
6074393939.393939,-39.911682321655036
6076414141.414142,-40.60677018155953
6078434343.434343,-41.27898606872747
6080454545.454545,-41.929389186963874
6082474747.474748,-42.55903577346899
6084494949.494949,-43.168958532475344
6086515151.515152,-43.760153762686436
6088535353.535354,-44.333573782073586
6090555555.555555,-44.89012297629597
6092575757.575758,-45.430656297646706
6094595959.59596,-45.95597939487722
6096616161.616161,-46.46684980264805
6098636363.636364,-46.96397879385514
6100656565.656566,-47.44803362069027
6102676767.676767,-47.919639956437706
6104696969.69697,-48.37938441051363
6106717171.717172,-48.82781703172729
6108737373.737373,-49.265453744486834
6110757575.757576,-49.692778683429175
6112777777.777778,-50.11024640637463
6114797979.797979,-50.518283975432745
6116818181.818182,-50.91729290283275
6118838383.838384,-51.307650962568836
6120858585.858586,-51.68971387188192
6122878787.878788,-52.063816848416295
6124898989.89899,-52.43027604995029
6126919191.919192,-52.78938990412559
6128939393.939394,-53.141440335619876
6130959595.959596,-53.48669389853442
6132979797.979798,-53.82540282080912
6135000000.0,-54.15780596784764
