Frequency,Transmission
5935000000.0,-51.66541591499617
5937020202.020202,-51.29872623568193
5939040404.040404,-50.924242763849094
5941060606.060606,-50.541638923281475
5943080808.080808,-50.150568149419385
5945101010.10101,-49.75066235673572
5947121212.121212,-49.341530275557865
5949141414.141414,-48.92275565346651
5951161616.161616,-48.49389531384686
5953181818.181818,-48.05447707214974
5955202020.202021,-47.603997496363576
5957222222.222222,-47.141919531253656
5959242424.242424,-46.66766998698173
5961262626.262627,-46.18063691926579
5963282828.282828,-45.68016694029243
5965303030.30303,-45.165562524458366
5967323232.323233,-44.636079407996114
5969343434.343434,-44.09092423179145
5971363636.363636,-43.529252648786766
5973383838.383839,-42.95016822068575
5975404040.40404,-42.352722576708395
5977424242.424242,-41.73591751930019
5979444444.444445,-41.09871006575271
5981464646.464646,-40.44002185019514
5983484848.484848,-39.758754933179006
5985505050.505051,-39.05381695335774
5987525252.525252,-38.32415981117855
5989545454.545455,-37.56883782950068
5991565656.565657,-36.78709373944882
5993585858.585858,-35.978484017057674
5995606060.606061,-35.143059039262766
5997626262.626263,-34.281617837714045
5999646464.646464,-33.39606057785198
6001666666.666667,-32.48986100888178
6003686868.686869,-31.568669181686744
6005707070.70707,-30.641019465652278
6007727272.727273,-29.719042763241546
6009747474.747475,-28.818950311410354
6011767676.767676,-27.96088564129216
6013787878.787879,-27.1676287512824
6015808080.808081,-26.461793797872765
6017828282.828283,-25.861801119078066
6019848484.848485,-25.37789337400625
6021868686.868687,-25.010067936250664
6023888888.888889,-24.74919344836065
6025909090.909091,-24.58096450765037
6027929292.929293,-24.49101124699164
6029949494.949495,-24.46936010437912
6031969696.969697,-24.51319388107231
6033989898.989899,-24.627583617525517
6036010101.010101,-24.824156163870256
6038030303.030303,-25.117780064918918
6040050505.050505,-25.52176686521858
6042070707.070707,-26.042893111569832
6044090909.090909,-26.678138947099214
6046111111.111111,-27.414543828702627
6048131313.131313,-28.23201734803726
6050151515.151515,-29.107520335640267
6052171717.171717,-30.018821377779794
6054191919.191919,-30.946850406519317
6056212121.212121,-31.87660800656157
6058232323.232324,-32.797078091621174
6060252525.252525,-33.700643626081614
6062272727.272727,-34.582358555246834
6064292929.29293,-35.4392644047134
6066313131.313131,-36.269825139964304
6068333333.333333,-37.07349160028872
6070353535.353536,-37.85037998066423
6072373737.373737,-38.60104110791488
6074393939.393939,-39.326298119720555
6076414141.414142,-40.02713401172607
6078434343.434343,-40.704614791462255
6080454545.454545,-41.35983774663526
6082474747.474748,-41.99389722589065
6084494949.494949,-42.60786258085429
6086515151.515152,-43.20276448231396
6088535353.535354,-43.77958696897464
6090555555.555555,-44.33926338655559
6092575757.575758,-44.88267493623163
6094595959.59596,-45.41065094366548
6096616161.616161,-45.92397023364523
6098636363.636364,-46.42336318635767
6100656565.656566,-46.90951418463523
6102676767.676767,-47.38306425454061
6104696969.69697,-47.844613766546686
6106717171.717172,-48.29472510980302
6108737373.737373,-48.73392528342711
6110757575.757576,-49.16270837053395
6112777777.777778,-49.58153787571671
6114797979.797979,-49.990848916916335
6116818181.818182,-50.39105026948893
6118838383.838384,-50.78252626481409
6120858585.858586,-51.16563854867366
6122878787.878788,-51.54072770639142
6124898989.89899,-51.908114762526054
6126919191.919192,-52.26810256381008
6128939393.939394,-52.62097705325233
6130959595.959596,-52.96700844398014
6132979797.979798,-53.30645230054393
6135000000.0,-53.63955053515919
