Frequency,Transmission
5935000000.0,-45.15287596645599
5937020202.020202,-44.76362037343201
5939040404.040404,-44.36505375617392
5941060606.060606,-43.956711516873106
5943080808.080808,-43.53809323135881
5945101010.10101,-43.10865893075508
5947121212.121212,-42.6678249083656
5949141414.141414,-42.21495898772736
5951161616.161616,-41.74937516992799
5953181818.181818,-41.270327577653745
5955202020.202021,-40.777003598142436
5957222222.222222,-40.26851612098773
5959242424.242424,-39.74389476145649
5961262626.262627,-39.20207596183998
5963282828.282828,-38.64189187799188
5965303030.30303,-38.0620579957787
5967323232.323233,-37.46115949959418
5969343434.343434,-36.83763656179586
5971363636.363636,-36.18976898503227
5973383838.383839,-35.51566109415273
5975404040.40404,-34.81322857936937
5977424242.424242,-34.08019038208593
5979444444.444445,-33.31407110750096
5981464646.464646,-32.51222356964093
5983484848.484848,-31.67188818050512
5985505050.505051,-30.79031813817734
5987525252.525252,-29.865020349074307
5989545454.545455,-28.894197419631183
5991565656.565657,-27.877533662254507
5993585858.585858,-26.817554438964947
5995606060.606061,-25.721893185206724
5997626262.626263,-24.606846963118386
5999646464.646464,-23.502320701355664
6001666666.666667,-22.457013319827716
6003686868.686869,-21.53970421787793
6005707070.70707,-20.828947443703377
6007727272.727273,-20.38644973664749
6009747474.747475,-20.22620798254239
6011767676.767676,-20.305883059277974
6013787878.787879,-20.549217981034303
6015808080.808081,-20.87773099372412
6017828282.828283,-21.229587220922838
6019848484.848485,-21.563223209215366
6021868686.868687,-21.85338473803249
6023888888.888889,-22.08576646159129
6025909090.909091,-22.252719827822773
6027929292.929293,-22.350410957019193
6029949494.949495,-22.377147776652507
6031969696.969697,-22.33254537381547
6033989898.989899,-22.217323078698655
6036010101.010101,-22.033679172832436
6038030303.030303,-21.78634196153881
6040050505.050505,-21.484545990172354
6042070707.070707,-21.145279935996868
6044090909.090909,-20.797987149262728
6046111111.111111,-20.489915952864767
6048131313.131313,-20.2886851234381
6050151515.151515,-20.274860033177223
6052171717.171717,-20.51823625182812
6054191919.191919,-21.045879712699765
6056212121.212121,-21.827534253866332
6058232323.232324,-22.793117630935342
6060252525.252525,-23.86487096486055
6062272727.272727,-24.979485048771856
6064292929.29293,-26.094167831181025
6066313131.313131,-27.18355134393007
6068333333.333333,-28.234318527055557
6070353535.353536,-29.240628539021145
6072373737.373737,-30.200970723747233
6074393939.393939,-31.116202226792105
6076414141.414142,-31.988385668329613
6078434343.434343,-32.82012270962015
6080454545.454545,-33.61418237553834
6082474747.474748,-34.37330076557589
6084494949.494949,-35.10007905872478
6086515151.515152,-35.79693718464715
6088535353.535354,-36.46609848388378
6090555555.555555,-37.1095911300528
6092575757.575758,-37.7292581492467
6094595959.59596,-38.32677138874436
6096616161.616161,-38.903646829341014
6098636363.636364,-39.46125982131821
6100656565.656566,-40.00085951045698
6102676767.676767,-40.523582114878714
6104696969.69697,-41.03046293613771
6106717171.717172,-41.52244711057033
6108737373.737373,-42.00039917022245
6110757575.757576,-42.465111512464084
6112777777.777778,-42.91731188708241
6114797979.797979,-43.357670009419856
6116818181.818182,-43.78680340167343
6118838383.838384,-44.20528255575623
6120858585.858586,-44.613635501432114
6122878787.878788,-45.01235185382595
6124898989.89899,-45.4018864053916
6126919191.919192,-45.78266231918167
6128939393.939394,-46.155073972920945
6130959595.959596,-46.51948949690603
6132979797.979798,-46.87625304308586
6135000000.0,-47.22568681776086
