Frequency,Transmission
5935000000.0,-49.018300932739685
5937020202.020202,-48.64532984821261
5939040404.040404,-48.26416032653586
5941060606.060606,-47.87443100511556
5943080808.080808,-47.47575682617628
5945101010.10101,-47.0677270367628
5947121212.121212,-46.64990299646422
5949141414.141414,-46.22181577281937
5951161616.161616,-45.782963527483
5953181818.181818,-45.33280862702782
5955202020.202021,-44.87077453116399
5957222222.222222,-44.39624240770486
5959242424.242424,-43.90854748116479
5961262626.262627,-43.40697513492298
5963282828.282828,-42.89075679957337
5965303030.30303,-42.35906569420345
5967323232.323233,-41.8110125383438
5969343434.343434,-41.24564142734493
5971363636.363636,-40.66192617738881
5973383838.383839,-40.05876761670172
5975404040.40404,-39.434992555104635
5977424242.424242,-38.78935554748362
5979444444.444445,-38.12054514228063
5981464646.464646,-37.42719716993967
5983484848.484848,-36.70791892158451
5985505050.505051,-35.961330004477325
5987525252.525252,-35.18612853504982
5989545454.545455,-34.38119554006537
5991565656.565657,-33.545756452448394
5993585858.585858,-32.679626805401504
5995606060.606061,-31.783579504562915
5997626262.626263,-30.859881535312013
5999646464.646464,-29.91305243390267
6001666666.666667,-28.95087971536678
6003686868.686869,-27.985655389863368
6005707070.70707,-27.035420260021063
6007727272.727273,-26.124670336029972
6009747474.747475,-25.28354771196083
6011767676.767676,-24.54435781093136
6013787878.787879,-23.935027457424518
6015808080.808081,-23.4712202529752
6017828282.828283,-23.15096495576212
6019848484.848485,-22.95517067278825
6021868686.868687,-22.853785972332872
6023888888.888889,-22.814008051920474
6025909090.909091,-22.806908626081793
6027929292.929293,-22.811124945444462
6029949494.949495,-22.81422755513583
6031969696.969697,-22.812966721067383
6033989898.989899,-22.81326887666379
6036010101.010101,-22.83022182755036
6038030303.030303,-22.88761586692314
6040050505.050505,-23.016020705825248
6042070707.070707,-23.248240145814535
6044090909.090909,-23.611969657448512
6046111111.111111,-24.12174369029097
6048131313.131313,-24.77414902742572
6050151515.151515,-25.549196782087186
6052171717.171717,-26.416869036997753
6054191919.191919,-27.344941695702637
6056212121.212121,-28.304697414479463
6058232323.232324,-29.27352868356523
6060252525.252525,-30.235182424747357
6062272727.272727,-31.17881488588202
6064292929.29293,-32.09771116213119
6066313131.313131,-32.988101650395514
6068333333.333333,-33.84822248176274
6070353535.353536,-34.67762676907004
6072373737.373737,-35.47670272344379
6074393939.393939,-36.246346340645005
6076414141.414142,-36.98774362790016
6078434343.434343,-37.70222814375857
6080454545.454545,-38.39118938030132
6082474747.474748,-39.05601506924051
6084494949.494949,-39.69805593371336
6086515151.515152,-40.318605181324536
6088535353.535354,-40.918887598196946
6090555555.555555,-41.5000548268154
6092575757.575758,-42.06318456169571
6094595959.59596,-42.609282164331105
6096616161.616161,-43.13928371010555
6098636363.636364,-43.65405982051886
6100656565.656566,-44.15441986114988
6102676767.676767,-44.64111623711946
6104696969.69697,-45.11484861854268
6106717171.717172,-45.57626799536783
6108737373.737373,-46.025980504831985
6110757575.757576,-46.46455100456063
6112777777.777778,-46.89250638141659
6114797979.797979,-47.31033859953862
6116818181.818182,-47.71850749719948
6118838383.838384,-48.11744334653757
6120858585.858586,-48.50754919224512
6122878787.878788,-48.88920298605087
6124898989.89899,-49.26275953377206
6126919191.919192,-49.62855227111048
6128939393.939394,-49.986894883486144
6130959595.959596,-50.338082784157116
6132979797.979798,-50.68239446376276
6135000000.0,-51.02009272332383
