Frequency,Transmission
5935000000.0,-47.937842880058966
5937020202.020202,-47.561370427169294
5939040404.040404,-47.17646805008347
5941060606.060606,-46.78275381087225
5943080808.080808,-46.37981978774113
5945101010.10101,-45.96722976967271
5947121212.121212,-45.54451672995783
5949141414.141414,-45.11118000440004
5951161616.161616,-44.66668221955467
5953181818.181818,-44.21044588812421
5955202020.202021,-43.74184968062475
5957222222.222222,-43.26022433654944
5959242424.242424,-42.7648482133546
5961262626.262627,-42.25494247397003
5963282828.282828,-41.72966593489566
5965303030.30303,-41.18810964067868
5967323232.323233,-40.62929128466361
5969343434.343434,-40.05214968917368
5971363636.363636,-39.45553970016352
5973383838.383839,-38.83822807082284
5975404040.40404,-38.19889124683415
5977424242.424242,-37.53611648717859
5979444444.444445,-36.84840855786929
5981464646.464646,-36.13420547513208
5983484848.484848,-35.39190868458358
5985505050.505051,-34.61993599909671
5987525252.525252,-33.816810100948416
5989545454.545455,-32.981302163380235
5991565656.565657,-32.11266003996671
5993585858.585858,-31.21096424578151
5995606060.606061,-30.277672219416793
5997626262.626263,-29.316427910301
5999646464.646464,-28.33421540202994
6001666666.666667,-27.34288612761788
6003686868.686869,-26.3609165957076
6005707070.70707,-25.414853619726394
6007727272.727273,-24.5392442894764
6009747474.747475,-23.773272517174746
6011767676.767676,-23.152887293415148
6013787878.787879,-22.700019008481163
6015808080.808081,-22.41425496999777
6017828282.828283,-22.27256831736716
6019848484.848485,-22.237336889553248
6021868686.868687,-22.267283582781594
6023888888.888889,-22.32581366147504
6025909090.909091,-22.384930736155802
6027929292.929293,-22.42588520402643
6029949494.949495,-22.43841479109512
6031969696.969697,-22.419909626086827
6033989898.989899,-22.375151691795708
6036010101.010101,-22.316777239431765
6038030303.030303,-22.266184114289075
6040050505.050505,-22.254051082626262
6042070707.070707,-22.31893345268925
6044090909.090909,-22.502090427662807
6046111111.111111,-22.838016842677085
6048131313.131313,-23.34367537033281
6050151515.151515,-24.012511076494597
6052171717.171717,-24.81740870546706
6054191919.191919,-25.72041873105399
6056212121.212121,-26.683100356090613
6058232323.232324,-27.673073552991255
6060252525.252525,-28.666235166198824
6062272727.272727,-29.646219649266648
6064292929.29293,-30.602771645076025
6066313131.313131,-31.5300225229291
6068333333.333333,-32.42506835208254
6070353535.353536,-33.286923361546584
6072373737.373737,-34.11579629772107
6074393939.393939,-34.91260837741762
6076414141.414142,-35.67867999689979
6078434343.434343,-36.41553097208421
6080454545.454545,-37.12475551943113
6082474747.474748,-37.80794579029313
6084494949.494949,-38.466646655546555
6086515151.515152,-39.102330440108766
6088535353.535354,-39.71638427366201
6090555555.555555,-40.3101053153494
6092575757.575758,-40.88470079410897
6094595959.59596,-41.441290898429855
6096616161.616161,-41.9809132574943
6098636363.636364,-42.50452821511077
6100656565.656566,-43.01302439607021
6102676767.676767,-43.50722425757649
6104696969.69697,-43.987889444625104
6106717171.717172,-44.45572584694452
6108737373.737373,-44.911388308438006
6110757575.757576,-45.355484971309394
6112777777.777778,-45.78858125737335
6114797979.797979,-46.21120350079737
6116818181.818182,-46.62384225305359
6118838383.838384,-47.02695528402066
6120858585.858586,-47.42097030419697
6122878787.878788,-47.806287432685494
6124898989.89899,-48.183281434549485
6126919191.919192,-48.55230374962984
6128939393.939394,-48.91368433322529
6130959595.959596,-49.26773332725921
6132979797.979798,-49.6147425788845
6135000000.0,-49.95498702176947
